city,material,available_quantity,processing_capacity,imports,exports,future_availability
Chennai,textile,213.22,736.99,177.76,45.31,370.64
Chennai,plastic,97.44,657.32,55.55,29.91,92.45
Tiruppur,metal,1147.87,810.62,170.46,142.66,1086.16
Tiruppur,metal,237.47,753.03,94.56,114.31,248.41
Erode,battery,80.59,260.85,99.5,140.37,93.61
Tiruppur,battery,867.8,642.76,145.93,136.18,811.49
Tiruppur,metal,331.34,939.36,168.46,84.95,454.89
Erode,battery,816.29,267.63,135.7,76.42,857.26
Tiruppur,metal,1139.71,557.28,116.64,142.64,1129.57
Salem,battery,1023.64,401.87,163.99,129.07,1063.89
Chennai,paper,608.38,218.38,147.67,63.99,711.09
Chennai,battery,711.04,646.74,186.77,26.89,842.6
Chennai,battery,510.94,551.64,54.42,71.87,473.77
Erode,metal,238.87,314.31,22.71,14.61,332.86
Salem,plastic,105.97,775.83,191.47,6.35,299.85
Erode,textile,387.67,100.83,61.32,36.56,350.69
Tiruppur,paper,427.82,185.92,113.31,129.76,424.21
Erode,plastic,926.46,470.46,100.49,103.69,968.31
Erode,metal,959.66,120.15,33.63,128.65,847.78
Salem,battery,581.04,193.1,118.51,22.48,727.68
Coimbatore,plastic,1078.08,999.83,114.55,94.85,1126.62
Chennai,paper,665.38,423.74,43.46,111.74,640.85
Erode,paper,655.28,792.98,152.89,100.29,707.62
Salem,metal,967.44,438.43,96.86,145.53,921.98
Chennai,plastic,435.59,537.59,10.28,135.37,265.9
Salem,battery,454.46,491.5,108.68,148.88,374.92
Salem,battery,711.54,293.64,188.7,42.59,856.44
Salem,textile,795.52,940.14,128.83,89.28,842.37
Tiruppur,textile,954.44,908.96,60.69,34.13,976.56
Salem,metal,458.9,230.77,47.08,117.44,372.63
Salem,paper,158.85,792.1,26.45,25.8,171.12
Chennai,metal,1163.96,309.09,27.8,43.14,1166.91
Tiruppur,plastic,671.73,705.82,93.23,51.24,750.19
Salem,battery,747.12,204.65,179.45,11.85,906.9
Chennai,paper,1019.37,676.41,11.68,43.79,926.52
Erode,textile,176.4,858.76,26.83,8.64,143.93
Coimbatore,battery,433.0,663.88,35.03,68.41,418.99
Erode,plastic,459.33,668.24,183.49,130.86,495.83
Chennai,battery,122.28,856.83,158.18,135.85,170.37
Salem,metal,184.31,518.62,148.05,106.99,213.58
Salem,paper,778.68,720.78,53.9,145.59,638.07
Chennai,textile,122.89,574.8,115.17,32.4,231.54
Erode,plastic,1137.63,356.5,39.56,148.92,1076.22
Chennai,paper,494.22,965.42,92.23,89.71,444.16
Erode,paper,166.91,850.89,82.6,91.25,98.53
Tiruppur,paper,194.98,749.15,88.6,120.89,87.22
Erode,plastic,1103.5,617.78,35.66,84.39,1079.51
Chennai,textile,464.94,491.43,90.08,46.37,479.15
Chennai,plastic,123.66,854.93,45.55,146.98,86.47
Coimbatore,plastic,446.36,822.12,100.67,136.17,342.82
Chennai,metal,1117.86,984.35,96.24,86.95,1105.78
Salem,plastic,1010.25,544.19,27.99,37.48,1026.47
Erode,metal,365.81,957.48,155.36,147.92,436.74
Coimbatore,paper,554.65,878.07,36.45,127.64,405.8
Coimbatore,metal,709.37,727.05,88.35,130.34,616.67
Chennai,metal,940.52,545.76,112.05,125.59,884.88
Erode,plastic,236.0,594.79,33.94,130.94,150.15
Tiruppur,paper,362.55,526.01,13.47,12.48,374.29
Chennai,paper,694.11,309.84,132.86,133.21,729.11
Coimbatore,textile,88.89,437.63,106.47,111.1,60.56
Coimbatore,paper,1097.92,726.67,146.1,49.09,1239.59
Chennai,paper,460.88,829.91,188.13,131.13,563.86
Coimbatore,plastic,562.52,408.17,144.42,125.57,532.78
Chennai,paper,170.3,637.36,42.15,105.5,137.55
Salem,plastic,601.24,184.44,126.07,58.97,669.19
Tiruppur,battery,946.26,244.45,95.32,112.76,958.06
Erode,plastic,83.32,709.22,147.77,127.65,30.25
Salem,plastic,346.64,404.9,41.04,63.5,257.51
Salem,paper,308.09,716.01,36.94,56.32,308.64
Coimbatore,plastic,844.04,642.22,36.8,141.23,731.45
Erode,textile,101.47,370.4,73.77,18.45,87.96
Erode,textile,57.75,983.84,42.4,100.6,53.44
Coimbatore,battery,247.35,200.54,38.99,40.79,268.01
Tiruppur,battery,668.46,142.6,173.64,29.73,769.54
Coimbatore,metal,897.73,764.65,31.03,133.34,754.89
Salem,paper,634.24,466.33,54.09,47.35,610.36
Tiruppur,paper,287.04,854.36,199.94,51.75,399.8
Erode,textile,363.18,573.26,156.73,116.29,437.06
Chennai,plastic,673.91,877.02,193.75,113.49,684.28
Chennai,textile,573.19,139.49,155.06,122.73,554.9
Chennai,paper,554.19,649.34,103.67,126.5,528.17
Tiruppur,battery,1136.97,761.53,131.62,113.08,1197.6
Salem,textile,226.09,232.71,89.93,27.82,299.15
Coimbatore,textile,1152.25,475.58,88.4,132.39,1157.99
Coimbatore,metal,404.0,300.39,99.41,138.78,389.81
Tiruppur,plastic,1109.9,696.7,198.68,111.79,1184.21
Chennai,paper,896.79,731.82,191.44,110.04,1027.3
Tiruppur,metal,390.67,370.08,150.83,38.16,552.61
Coimbatore,textile,184.64,968.3,60.15,55.66,173.01
Chennai,metal,631.99,844.79,131.85,43.21,674.32
Coimbatore,battery,123.82,622.71,84.04,19.27,216.98
Salem,battery,978.51,806.56,34.66,62.6,936.84
Tiruppur,metal,742.79,738.34,190.74,70.24,881.18
Tiruppur,paper,851.79,822.99,90.32,18.99,884.69
Chennai,plastic,639.04,372.53,166.8,125.18,752.67
Salem,battery,779.16,441.89,114.19,131.75,735.28
Chennai,plastic,133.25,819.04,115.45,70.16,222.12
Salem,textile,705.76,173.84,33.42,6.64,688.49
Tiruppur,paper,242.88,543.99,19.6,10.28,184.71
Erode,paper,390.47,529.63,84.91,24.64,449.79
Salem,battery,274.57,568.52,95.04,119.8,250.87
Salem,plastic,67.13,928.17,76.79,10.96,134.66
Tiruppur,paper,892.78,497.76,154.02,78.86,924.91
Erode,paper,535.93,161.76,176.63,88.44,595.06
Erode,paper,260.83,400.97,140.41,40.77,383.56
Tiruppur,plastic,941.82,781.44,82.55,27.21,994.16
Coimbatore,paper,480.06,334.89,21.94,119.72,431.97
Erode,plastic,982.7,535.32,37.74,72.46,965.53
Tiruppur,metal,307.13,961.95,78.78,11.73,349.01
Salem,metal,648.06,438.53,171.8,88.48,663.53
Erode,plastic,460.32,487.08,23.54,21.23,529.99
Salem,plastic,927.54,949.18,173.52,65.68,1080.63
Erode,plastic,725.9,870.59,143.33,83.74,815.48
Coimbatore,metal,696.26,810.38,56.62,80.96,780.02
Chennai,battery,276.03,653.26,198.8,57.97,329.82
Chennai,textile,255.59,909.95,38.79,18.84,302.02
Chennai,paper,493.79,577.67,133.99,12.66,599.59
Salem,textile,1126.19,756.91,80.86,26.87,1097.97
Salem,paper,1147.41,369.63,172.49,78.37,1239.13
Salem,textile,659.59,824.3,147.3,94.84,731.29
Tiruppur,textile,340.27,567.39,66.49,42.96,378.57
Coimbatore,textile,913.59,745.32,193.3,130.23,987.2
Coimbatore,paper,894.22,855.17,130.69,29.53,985.83
Chennai,metal,1015.1,732.75,117.1,134.0,977.72
Chennai,battery,482.18,699.58,78.08,7.95,485.91
Tiruppur,textile,57.86,782.55,39.42,141.66,10.0
Coimbatore,battery,300.5,649.76,74.24,82.16,319.07
Coimbatore,battery,1068.96,279.42,43.68,120.91,1018.85
Tiruppur,metal,905.54,456.34,34.73,103.52,781.23
Coimbatore,metal,235.18,269.23,147.74,82.75,413.69
Salem,battery,329.72,961.21,107.87,26.17,426.09
Coimbatore,paper,444.71,205.89,90.96,30.9,457.19
Salem,paper,498.09,560.2,191.16,82.65,606.22
Erode,paper,1159.81,444.94,191.29,25.45,1376.74
Tiruppur,paper,830.09,250.01,153.03,39.22,861.92
Chennai,plastic,337.31,879.89,70.12,113.62,283.13
Erode,metal,529.35,703.99,87.38,84.47,462.23
Chennai,battery,1029.98,780.38,44.87,57.5,1044.39
Coimbatore,plastic,434.54,818.42,147.83,116.24,475.02
Tiruppur,battery,1050.28,793.18,32.89,139.61,981.33
Salem,battery,1065.98,485.5,42.63,147.95,972.52
Chennai,textile,176.34,535.51,30.08,77.52,72.19
Erode,metal,277.71,287.07,164.07,73.01,373.55
Tiruppur,battery,207.32,863.54,194.23,47.23,361.71
Coimbatore,textile,651.62,832.37,100.92,84.01,657.91
Tiruppur,battery,649.96,621.43,107.24,42.42,767.67
Tiruppur,textile,475.22,249.61,136.54,94.13,460.69
Salem,battery,955.5,721.1,176.28,63.51,1095.67
Tiruppur,paper,899.59,976.74,198.03,149.88,960.85
Coimbatore,plastic,854.48,314.74,20.86,106.09,805.89
Chennai,textile,808.35,428.65,107.09,140.57,776.49
Erode,textile,1116.84,454.4,29.35,52.24,1173.31
Tiruppur,battery,554.58,466.62,79.35,81.27,518.78
Erode,metal,471.96,544.04,137.89,89.42,625.94
Chennai,metal,769.61,919.71,11.03,134.13,610.42
Salem,metal,454.41,751.16,157.7,77.67,558.82
Coimbatore,textile,414.44,564.54,140.45,29.37,564.58
Erode,paper,964.92,533.85,177.45,111.71,972.49
Tiruppur,battery,1176.86,371.93,24.67,128.89,1023.29
Erode,textile,61.97,146.08,168.32,39.76,189.82
Erode,metal,407.81,162.8,12.01,45.97,371.56
Chennai,battery,433.71,451.14,59.67,81.71,411.55
Tiruppur,plastic,1074.24,451.5,24.62,38.4,1107.9
Erode,metal,599.99,466.92,194.0,31.11,729.44
Erode,textile,282.53,593.58,115.46,15.93,294.26
Salem,plastic,368.73,301.87,11.13,5.26,276.16
Chennai,paper,385.18,251.1,140.1,81.69,415.33
Salem,metal,1124.98,410.65,45.31,141.59,1045.85
Tiruppur,metal,1075.32,861.06,86.57,9.44,1093.89
Salem,metal,502.06,189.17,191.92,11.89,672.29
Erode,plastic,735.71,688.57,167.32,33.91,749.21
Tiruppur,metal,123.53,895.61,107.12,132.17,153.66
Coimbatore,paper,1135.72,138.65,86.57,13.81,1167.22
Erode,textile,947.86,562.01,161.14,6.86,1077.99
Tiruppur,paper,556.21,830.8,69.88,69.36,607.7
Salem,plastic,1044.95,848.86,153.19,72.58,1124.69
Coimbatore,paper,1137.84,251.85,149.14,40.63,1252.01
Salem,plastic,158.52,641.89,172.47,111.96,231.78
Salem,battery,607.9,417.72,129.02,116.63,669.18
Tiruppur,metal,834.48,631.2,129.58,54.74,929.66
Chennai,metal,1015.18,786.62,32.54,40.61,1037.17
Tiruppur,paper,500.53,606.88,144.15,143.18,473.83
Coimbatore,plastic,115.77,323.35,19.34,94.4,10.0
Salem,battery,570.73,998.54,10.08,20.88,609.87
Chennai,battery,79.33,804.11,20.03,113.6,10.0
Tiruppur,battery,536.13,988.14,69.03,80.21,521.5
Chennai,metal,936.42,566.08,125.09,114.23,931.75
Tiruppur,metal,832.73,472.3,132.97,42.35,971.69
Erode,paper,290.98,134.37,121.82,130.34,373.21
Tiruppur,paper,203.85,653.15,119.84,73.77,228.14
Chennai,paper,363.06,111.91,71.46,6.41,329.58
Chennai,battery,1082.01,164.7,117.57,127.69,1107.17
Tiruppur,paper,853.53,441.94,88.25,55.99,952.41
Chennai,plastic,529.08,745.04,184.08,138.52,603.48
Tiruppur,paper,782.44,578.37,44.81,22.93,748.66
Tiruppur,metal,792.56,573.05,16.92,13.37,793.77
Tiruppur,battery,1041.61,466.14,99.43,127.76,1003.92
Salem,battery,172.04,192.39,89.12,9.79,216.43
Chennai,paper,175.65,473.78,91.33,72.97,177.67
Chennai,metal,301.87,351.66,70.36,10.51,382.68
Salem,textile,156.53,604.31,15.13,145.12,84.43
Coimbatore,battery,512.77,959.43,171.39,89.84,547.26
Salem,plastic,947.02,274.72,142.67,129.05,959.18
Salem,battery,300.85,562.53,133.47,71.4,388.88
Tiruppur,battery,653.48,957.34,104.97,41.71,683.15
Salem,plastic,486.04,550.93,110.35,116.8,533.1
Chennai,plastic,389.64,748.8,128.56,120.94,350.43
Tiruppur,paper,859.85,334.19,116.54,71.09,925.5
Salem,textile,542.31,877.49,10.03,92.7,432.32
Coimbatore,paper,1108.61,471.07,178.87,33.84,1193.31
Coimbatore,textile,71.17,857.03,192.64,148.99,164.07
Coimbatore,plastic,539.19,377.18,85.08,106.79,512.0
Chennai,paper,295.35,854.0,142.62,7.1,455.36
Tiruppur,battery,444.44,680.32,53.82,69.47,366.71
Tiruppur,battery,772.29,656.96,193.62,48.21,836.82
Erode,textile,596.47,147.19,192.21,29.37,691.28
Salem,paper,593.96,367.64,148.87,127.16,557.01
Salem,paper,841.69,457.34,29.76,92.97,837.76
Salem,plastic,1197.21,300.75,143.07,9.07,1302.5
Erode,textile,306.42,293.11,20.87,100.44,217.28
Coimbatore,metal,177.93,428.09,43.95,53.06,174.29
Chennai,textile,872.1,522.48,198.86,111.37,973.09
Salem,plastic,375.87,779.27,143.54,135.58,318.36
Coimbatore,textile,373.2,109.23,184.22,104.48,522.43
Erode,paper,708.18,720.38,196.55,60.85,803.13
Coimbatore,paper,1036.73,912.04,11.04,48.24,1061.19
Tiruppur,paper,572.08,545.9,58.62,109.9,551.83
Tiruppur,metal,1090.53,290.37,168.9,24.02,1215.22
Coimbatore,paper,695.63,375.92,17.93,47.76,701.14
Coimbatore,textile,76.62,255.74,48.3,29.07,137.79
Coimbatore,paper,143.7,227.3,151.67,52.64,314.05
Chennai,plastic,568.27,935.9,136.12,55.63,650.8
Tiruppur,battery,449.25,806.72,136.95,5.79,567.58
Tiruppur,paper,1063.57,685.75,120.08,147.14,1082.03
Salem,paper,772.37,936.06,64.39,39.82,872.38
Chennai,paper,799.18,900.92,183.5,29.26,1098.18
Tiruppur,paper,415.14,852.79,149.24,33.82,538.34
Coimbatore,metal,818.28,597.06,165.9,96.77,906.01
Erode,textile,341.72,835.35,133.56,127.44,287.44
Chennai,plastic,933.9,397.28,72.17,104.86,847.92
Erode,textile,1095.37,584.26,194.2,16.12,1223.06
Salem,plastic,360.65,414.22,198.53,97.29,392.51
Erode,textile,978.93,687.05,169.74,46.64,1154.37
Coimbatore,battery,1122.21,334.57,70.58,101.59,1170.4
Coimbatore,plastic,771.75,924.43,57.33,57.48,801.12
Salem,battery,303.98,415.09,162.9,98.79,343.31
Chennai,textile,346.39,305.19,11.71,118.24,259.76
Erode,metal,714.9,434.5,161.05,111.12,790.57
Salem,paper,226.32,303.53,64.28,22.93,312.94
Salem,paper,1075.03,408.78,41.19,146.9,927.26
Tiruppur,plastic,716.99,901.15,14.38,102.58,656.66
Tiruppur,plastic,1037.73,378.09,91.67,35.93,1096.65
Chennai,paper,370.21,149.51,136.51,75.43,414.61
Salem,battery,408.03,179.8,154.35,81.04,488.96
Chennai,plastic,517.01,119.27,135.91,58.04,633.44
Salem,battery,381.78,889.78,89.91,103.52,432.56
Coimbatore,plastic,326.38,378.14,18.6,64.41,264.72
Coimbatore,paper,1047.56,155.76,68.0,137.01,1024.66
Salem,metal,936.07,769.43,170.24,101.54,974.2
Chennai,textile,677.01,115.89,151.37,32.38,790.63
Erode,metal,458.3,404.76,12.25,148.22,264.02
Tiruppur,plastic,854.02,354.46,197.77,142.83,993.48
Salem,battery,1166.73,195.07,63.18,41.72,1160.78
Erode,paper,284.59,544.49,97.0,89.87,350.96
Erode,paper,115.38,878.45,182.06,59.38,157.2
Salem,textile,208.06,552.84,27.65,144.34,101.02
Coimbatore,paper,605.08,596.81,166.2,106.45,647.3
Chennai,textile,218.05,288.42,86.13,141.28,108.28
Chennai,paper,1173.67,396.73,138.21,30.01,1294.64
Coimbatore,paper,818.56,242.38,55.71,137.12,720.12
Chennai,metal,991.69,357.34,188.5,137.6,1020.9
Tiruppur,textile,814.22,156.93,20.2,130.51,678.72
Coimbatore,metal,768.37,248.02,154.7,130.56,821.83
Salem,textile,786.13,624.8,53.73,57.47,765.73
Tiruppur,metal,574.76,542.46,100.67,91.78,557.71
Erode,paper,113.79,135.82,108.15,47.23,249.93
Erode,plastic,822.46,680.65,174.02,36.72,924.62
Tiruppur,battery,82.97,974.62,196.32,42.37,248.98
Salem,paper,1122.64,553.7,147.78,124.9,1117.69
Coimbatore,textile,222.59,638.32,81.08,70.65,203.76
Erode,metal,947.84,699.75,84.46,14.72,931.82
Salem,paper,583.19,776.88,85.65,26.88,687.32
Coimbatore,plastic,1143.66,821.37,49.09,61.74,1092.5
Chennai,textile,522.34,171.88,129.54,19.37,592.66
Erode,textile,633.06,544.3,22.82,97.69,471.17
Salem,battery,292.0,821.37,189.79,38.7,375.85
Coimbatore,textile,921.27,766.55,172.1,59.64,1079.37
Salem,plastic,580.35,274.89,183.63,64.13,678.49
Chennai,plastic,472.76,698.18,75.6,122.05,433.68
Salem,metal,167.16,931.66,128.62,131.04,174.91
Tiruppur,plastic,750.99,181.85,142.19,64.31,859.01
Salem,textile,172.01,910.51,177.41,113.44,281.32
Coimbatore,paper,686.05,502.88,193.91,72.3,748.49
Erode,metal,197.16,448.19,177.78,63.8,377.0
Coimbatore,battery,477.26,353.25,157.22,35.34,578.52
Coimbatore,paper,601.65,614.72,45.99,94.02,500.49
Erode,metal,277.68,401.95,161.22,31.46,383.35
Coimbatore,paper,1045.34,837.2,64.22,24.86,1076.22
Chennai,plastic,1164.31,705.9,18.09,24.83,1091.75
Salem,metal,246.5,126.19,108.71,141.75,210.26
Salem,paper,785.71,266.94,175.22,114.44,883.24
Coimbatore,plastic,821.04,192.61,22.31,110.07,705.2
Erode,textile,647.6,577.02,144.33,51.89,706.9
Chennai,plastic,899.68,409.58,82.71,99.87,829.68
Salem,battery,168.14,318.33,33.57,56.04,152.17
Chennai,battery,245.59,236.24,40.92,101.72,244.52
Coimbatore,battery,1108.28,458.37,97.77,73.09,1092.87
Tiruppur,metal,445.28,882.19,68.0,54.28,405.29
Chennai,battery,168.6,929.86,165.88,102.22,280.35
Coimbatore,plastic,56.03,241.98,92.47,101.85,34.71
Chennai,battery,565.25,111.51,100.73,134.91,473.77
Erode,battery,817.97,557.93,143.9,71.84,983.45
Coimbatore,metal,259.42,321.39,22.01,108.15,139.44
Coimbatore,textile,967.89,688.43,71.9,19.24,1009.51
Coimbatore,metal,343.7,749.32,72.35,24.73,449.46
Tiruppur,plastic,1026.74,478.83,160.28,128.28,1055.49
Erode,plastic,416.55,731.77,181.85,145.96,364.86
Salem,textile,97.61,497.83,165.45,140.43,122.31
Salem,metal,716.07,823.9,152.96,94.74,807.91
Chennai,battery,545.55,994.38,156.45,88.91,654.31
Chennai,paper,1094.43,833.11,117.1,81.43,1077.5
Tiruppur,battery,714.45,320.07,185.29,85.8,777.77
Coimbatore,paper,873.5,435.82,66.12,130.03,750.07
Tiruppur,metal,372.7,571.77,159.98,67.64,449.86
Tiruppur,textile,1070.8,575.17,15.39,57.95,1059.31
Erode,paper,459.1,683.65,121.04,136.44,385.19
Tiruppur,battery,997.22,282.18,56.28,118.62,840.7
Coimbatore,battery,527.35,653.41,59.27,59.82,466.99
Erode,paper,450.58,671.62,50.55,41.62,515.24
Tiruppur,metal,435.36,919.24,35.8,109.5,393.2
Tiruppur,plastic,629.96,797.75,152.36,87.13,680.33
Chennai,battery,94.46,441.3,126.0,25.92,175.02
Tiruppur,battery,205.64,980.06,12.8,52.18,140.6
Salem,metal,620.09,702.47,38.22,77.07,585.98
Coimbatore,textile,541.69,951.7,59.58,95.97,437.62
Chennai,plastic,470.29,255.25,100.69,61.07,544.43
Tiruppur,metal,567.36,479.66,34.96,24.02,638.61
Salem,plastic,1060.89,753.13,99.71,114.21,1089.45
Tiruppur,plastic,839.7,987.26,36.2,13.46,854.03
Coimbatore,plastic,591.4,789.54,25.06,143.5,491.53
Coimbatore,metal,691.81,579.44,16.7,126.81,524.86
Chennai,plastic,501.44,327.81,185.18,22.87,670.38
Coimbatore,plastic,146.5,958.12,127.35,53.75,201.01
Salem,paper,987.23,584.01,175.69,121.24,965.01
Erode,metal,988.51,797.75,38.16,15.8,1086.97
Salem,paper,382.54,717.46,114.31,91.62,512.23
Tiruppur,metal,347.0,937.62,65.11,68.51,329.28
Chennai,textile,686.69,927.13,71.98,51.89,694.36
Coimbatore,plastic,106.72,545.63,164.41,128.01,159.15
Tiruppur,plastic,258.59,257.01,16.24,148.45,177.68
Erode,textile,926.36,153.74,66.75,95.46,832.16
Coimbatore,metal,76.5,312.3,60.97,27.84,115.18
Coimbatore,metal,510.82,416.65,153.72,97.97,607.58
Coimbatore,plastic,759.81,380.59,76.63,88.34,782.2
Coimbatore,metal,517.04,228.4,97.29,144.66,497.22
Coimbatore,plastic,482.67,899.1,174.16,54.16,549.82
Erode,metal,365.62,934.18,44.46,145.62,305.58
Coimbatore,battery,61.57,557.27,148.03,55.7,90.12
Chennai,paper,554.16,254.54,27.21,108.04,507.46
Salem,plastic,450.7,414.09,34.97,91.1,385.12
Chennai,plastic,907.96,264.55,36.42,46.66,831.54
Coimbatore,plastic,950.31,392.96,37.46,42.22,895.78
Coimbatore,metal,654.35,618.13,116.51,62.82,676.43
Salem,battery,1106.7,861.49,89.22,137.62,1016.59
Tiruppur,battery,112.76,461.84,20.56,104.7,54.56
Coimbatore,metal,1103.8,773.47,187.85,33.0,1277.7
Salem,textile,1064.38,203.73,120.94,143.26,990.59
Chennai,metal,767.65,786.56,125.32,9.98,884.69
Coimbatore,metal,477.57,735.14,121.02,11.48,607.54
Salem,battery,530.3,541.18,87.05,109.76,565.28
Erode,paper,881.73,362.44,130.85,54.09,949.29
Tiruppur,plastic,972.38,148.48,182.51,131.27,1003.31
Coimbatore,plastic,171.37,603.18,124.17,50.76,257.78
Chennai,battery,958.26,122.47,189.3,15.16,1048.56
Coimbatore,paper,1107.52,538.9,22.09,38.24,1054.35
Coimbatore,battery,428.46,833.69,30.93,104.01,362.44
Salem,battery,1157.97,513.09,71.17,47.98,1185.09
Coimbatore,battery,743.67,634.61,12.37,54.64,691.65
Chennai,textile,688.77,939.89,138.37,9.12,827.08
Tiruppur,paper,196.22,652.66,163.95,114.18,228.78
Coimbatore,battery,976.45,345.98,78.63,16.68,1112.37
Salem,metal,715.63,333.06,171.24,121.38,720.62
Erode,metal,982.13,341.13,196.53,7.25,1258.38
Chennai,metal,235.19,332.32,146.84,141.26,163.04
Coimbatore,metal,1167.27,942.81,187.54,132.5,1170.5
Tiruppur,plastic,164.22,391.59,105.74,149.02,150.72
Chennai,metal,360.31,388.29,178.33,116.18,406.02
Erode,textile,641.39,170.88,16.59,140.98,529.36
Tiruppur,metal,485.81,815.75,140.96,145.44,493.6
Salem,paper,699.03,816.26,39.43,83.06,631.26
Tiruppur,metal,1067.06,877.91,57.02,126.51,977.42
Salem,plastic,1077.05,603.53,14.2,96.13,973.05
Coimbatore,metal,856.88,805.63,188.38,149.76,990.65
Tiruppur,metal,83.03,669.4,28.73,46.45,142.06
Chennai,paper,415.56,481.29,98.25,68.76,496.41
Erode,battery,248.9,414.05,190.32,16.32,426.27
Tiruppur,metal,88.06,426.28,156.33,54.87,228.72
Tiruppur,battery,656.81,429.61,193.12,120.09,723.11
Salem,textile,593.19,916.87,87.82,79.54,610.57
Salem,textile,993.64,728.78,47.09,123.87,1003.4
Erode,plastic,1190.83,219.7,145.91,146.97,1266.69
Salem,textile,710.54,656.69,117.76,120.72,695.25
Erode,plastic,864.89,135.18,181.92,80.08,909.39
Coimbatore,battery,330.32,309.06,174.26,119.16,419.88
Erode,battery,895.1,679.2,110.3,43.49,928.61
Chennai,plastic,274.57,554.28,65.84,12.75,346.47
Tiruppur,metal,617.49,394.48,106.33,55.27,706.99
Coimbatore,metal,226.1,215.25,135.67,99.81,274.53
Chennai,plastic,724.24,863.99,11.97,131.05,621.42
Chennai,textile,445.57,379.37,59.72,40.46,436.92
Salem,battery,643.13,655.87,66.12,143.19,505.67
Erode,plastic,94.25,975.93,199.14,26.67,270.59
Tiruppur,paper,1148.33,902.19,58.4,17.35,1166.18
Salem,metal,939.95,332.01,173.14,37.72,997.29
Erode,paper,794.56,501.03,96.3,37.64,852.48
Tiruppur,battery,301.34,562.72,58.52,34.34,339.94
Tiruppur,battery,915.33,882.59,197.47,53.54,1003.71
Erode,paper,357.93,365.74,81.24,66.14,343.34
Coimbatore,metal,633.34,914.26,20.72,122.91,514.13
Chennai,metal,680.08,728.35,131.52,117.58,642.3
Chennai,plastic,543.25,236.46,91.62,106.75,578.14
Coimbatore,metal,811.55,430.72,189.45,54.79,991.92
Erode,textile,912.67,915.77,93.21,57.27,866.25
Coimbatore,metal,116.33,206.67,97.39,109.91,71.13
Tiruppur,paper,687.96,125.71,97.75,40.17,872.61
Tiruppur,textile,937.93,775.62,170.13,20.33,1168.25
Chennai,textile,446.47,805.57,46.03,10.3,446.48
Erode,plastic,936.28,642.02,69.65,97.5,928.36
Salem,plastic,1040.65,177.85,108.37,28.11,1085.78
Salem,paper,621.38,630.01,158.61,37.91,768.46
Erode,battery,747.79,596.51,93.35,39.04,823.8
Chennai,battery,188.04,584.15,168.72,90.69,277.69
Chennai,battery,377.23,397.35,56.01,33.38,412.26
Coimbatore,paper,404.12,514.74,139.27,144.67,516.17
Erode,paper,392.94,504.36,147.54,144.42,456.9
Salem,metal,95.84,904.79,65.08,25.11,142.92
Coimbatore,metal,1188.56,432.37,79.57,125.02,1095.03
Erode,plastic,781.47,163.68,75.02,104.22,718.31
Chennai,textile,629.99,295.47,60.65,29.74,667.72
Erode,battery,240.9,653.85,196.6,15.79,396.32
Erode,paper,892.99,141.41,157.87,147.03,858.37
Chennai,plastic,309.89,810.82,30.38,47.94,276.82
