material_type,quantity,distance,vehicle_type,season,fire_risk,delay_risk,weather_risk,overall_risk,premium
battery,1918.73,126.25,Flatbed Carrier,monsoon,4.8,4.14,5.88,5.64,3836.27
paper,5974.69,60.11,Heavy Duty Dump,spring,0.62,1.9,0.79,1.11,2448.23
textile,2352.88,490.17,Flatbed Carrier,monsoon,0.0,6.92,6.08,3.53,3400.65
metal,4560.47,360.5,Heavy Duty Dump,summer,0.0,3.44,1.66,1.9,2906.27
paper,2324.09,518.08,Heavy Duty Dump,spring,0.25,3.3,0.83,1.08,2324.17
battery,7165.31,529.93,Compact Logistics Van,winter,4.19,2.67,1.28,3.15,4145.1
battery,9647.55,187.03,Heavy Duty Dump,winter,4.47,2.27,2.46,3.69,4422.39
paper,6843.88,323.83,Heavy Duty Dump,spring,0.0,3.79,1.58,1.19,2958.13
metal,9675.57,526.34,Flatbed Carrier,summer,0.0,2.44,2.26,1.98,4066.06
paper,3284.04,484.28,Compact Logistics Van,winter,0.34,2.61,1.73,2.14,2936.27
metal,659.71,425.98,Electric Box Truck,monsoon,0.53,5.56,6.44,3.56,3033.78
battery,1223.65,48.48,Heavy Duty Dump,summer,5.02,2.13,1.63,2.68,2283.42
plastic,4626.03,258.12,Heavy Duty Dump,winter,1.13,1.3,0.63,1.06,2417.76
metal,6555.87,37.38,Heavy Duty Dump,monsoon,0.0,3.3,5.53,2.53,3162.51
textile,5903.87,492.09,Electric Box Truck,monsoon,1.18,7.41,6.33,4.97,4690.43
battery,692.53,242.48,Compact Logistics Van,summer,5.2,1.72,2.56,3.39,2743.3
plastic,4212.09,413.42,Compact Logistics Van,winter,0.0,3.16,0.04,1.05,2525.89
plastic,4976.49,503.09,Heavy Duty Dump,spring,0.0,3.39,0.89,1.47,2961.32
battery,5728.64,249.71,Heavy Duty Dump,winter,4.7,1.18,1.21,2.78,3383.38
paper,2933.95,550.36,Compact Logistics Van,spring,0.0,2.93,1.68,2.07,2922.24
textile,7709.18,328.82,Electric Box Truck,monsoon,1.05,5.88,6.08,3.73,4259.77
textile,4110.31,125.84,Heavy Duty Dump,spring,0.19,1.36,0.83,1.06,2166.54
textile,8660.86,509.23,Heavy Duty Dump,winter,0.76,3.4,1.04,1.48,3636.79
textile,2625.02,55.85,Compact Logistics Van,spring,0.42,1.22,1.02,1.29,1917.93
paper,5633.92,195.1,Electric Box Truck,monsoon,0.29,4.93,5.19,3.92,3811.61
paper,6401.25,401.84,Heavy Duty Dump,monsoon,0.22,7.61,5.2,4.39,4412.11
metal,5674.64,96.78,Compact Logistics Van,spring,1.2,0.89,1.32,1.25,2499.23
battery,5746.26,74.78,Heavy Duty Dump,spring,4.5,1.45,1.21,2.45,3026.04
paper,7747.42,476.56,Flatbed Carrier,spring,0.7,3.92,1.31,2.18,3748.14
textile,8527.84,420.49,Electric Box Truck,winter,0.87,3.18,1.34,2.63,4021.7
plastic,7930.12,548.7,Electric Box Truck,summer,0.08,4.24,1.55,2.04,3801.97
paper,6077.18,481.43,Flatbed Carrier,winter,0.59,4.29,0.83,0.87,2862.96
battery,8562.88,509.05,Compact Logistics Van,summer,4.02,3.35,1.45,2.57,4107.14
paper,6174.35,360.68,Compact Logistics Van,summer,0.65,2.51,3.05,1.81,3158.28
metal,8979.39,268.46,Flatbed Carrier,spring,0.22,3.05,0.0,0.78,3087.81
textile,5454.13,228.44,Heavy Duty Dump,summer,0.41,2.16,1.73,1.73,2834.93
paper,9484.56,241.26,Compact Logistics Van,summer,1.3,2.49,2.02,2.4,3875.36
metal,9322.83,62.83,Heavy Duty Dump,monsoon,0.22,4.15,6.33,2.73,3783.76
paper,6004.04,574.54,Flatbed Carrier,monsoon,0.05,6.57,4.61,3.07,3950.98
paper,1347.74,184.58,Flatbed Carrier,spring,0.79,1.57,0.49,0.27,1387.42
paper,4592.03,542.11,Compact Logistics Van,summer,0.5,4.38,1.06,1.98,3166.83
textile,9478.68,92.53,Compact Logistics Van,summer,0.46,2.0,1.26,1.13,3127.92
plastic,2131.44,93.66,Compact Logistics Van,spring,0.0,2.3,0.63,1.3,1880.64
textile,5900.96,138.59,Compact Logistics Van,winter,1.12,1.59,1.84,1.58,2740.55
paper,9464.86,403.62,Flatbed Carrier,summer,0.77,2.87,2.58,1.76,3778.39
paper,1705.62,387.3,Compact Logistics Van,monsoon,1.1,5.56,6.23,3.9,3328.42
metal,1372.5,218.89,Heavy Duty Dump,spring,0.72,1.36,1.31,0.85,1691.78
metal,6224.59,398.02,Heavy Duty Dump,summer,1.09,3.64,1.86,2.9,3703.95
battery,3515.0,399.8,Electric Box Truck,monsoon,4.34,5.36,6.89,5.4,4343.89
metal,572.41,293.16,Heavy Duty Dump,spring,0.1,0.88,0.99,0.0,1254.82
textile,2620.73,429.92,Flatbed Carrier,monsoon,0.39,6.53,4.92,3.9,3540.41
battery,9057.25,50.46,Heavy Duty Dump,monsoon,5.97,4.79,5.98,6.19,5277.05
metal,3062.53,480.61,Electric Box Truck,spring,0.23,3.51,0.57,1.35,2533.84
textile,4354.7,156.4,Heavy Duty Dump,spring,1.0,1.45,1.3,1.4,2399.3
textile,9817.41,186.84,Electric Box Truck,spring,1.34,2.51,1.59,2.08,3727.12
textile,4245.75,184.13,Flatbed Carrier,monsoon,1.39,3.85,5.67,3.05,3155.83
paper,5311.81,193.91,Compact Logistics Van,summer,0.56,1.38,1.99,1.36,2601.0
metal,8432.66,489.24,Compact Logistics Van,summer,0.37,4.09,1.09,1.47,3568.57
textile,9867.7,348.21,Compact Logistics Van,monsoon,1.16,6.13,5.51,3.88,4740.1
metal,8782.59,184.88,Compact Logistics Van,monsoon,0.54,3.67,5.66,3.12,4004.79
metal,3364.84,288.65,Electric Box Truck,winter,0.51,2.91,0.39,1.22,2301.98
paper,5455.87,510.8,Flatbed Carrier,spring,0.0,2.84,0.74,0.93,2811.43
paper,6907.73,161.09,Flatbed Carrier,winter,0.64,1.78,0.96,0.98,2677.07
textile,5644.97,153.49,Heavy Duty Dump,summer,0.37,2.03,1.44,0.41,2182.99
plastic,5837.57,171.92,Flatbed Carrier,winter,0.63,1.26,0.16,0.84,2436.63
battery,2743.33,561.34,Compact Logistics Van,monsoon,4.73,6.18,4.75,5.3,4353.48
battery,4823.13,455.28,Electric Box Truck,summer,5.21,4.15,2.57,3.77,3912.69
plastic,6523.39,593.8,Flatbed Carrier,summer,0.45,3.05,1.88,1.68,3444.36
paper,5601.35,393.24,Electric Box Truck,winter,0.54,3.39,1.39,1.69,3039.53
metal,4435.63,290.43,Flatbed Carrier,summer,0.71,3.13,2.76,2.05,2870.3
textile,614.01,191.24,Heavy Duty Dump,summer,0.47,1.72,2.75,1.06,1618.1
metal,444.93,318.08,Electric Box Truck,summer,0.84,3.26,3.28,2.46,2370.67
paper,7181.86,57.71,Electric Box Truck,summer,0.25,0.4,2.6,0.98,2601.91
textile,1619.32,268.78,Electric Box Truck,monsoon,0.81,6.73,6.93,4.32,3359.1
metal,9482.6,12.07,Heavy Duty Dump,monsoon,0.13,4.49,6.17,3.24,3981.01
paper,8879.27,287.9,Compact Logistics Van,winter,0.66,2.75,0.64,1.17,3272.35
metal,3191.85,32.6,Compact Logistics Van,monsoon,0.39,3.92,5.98,3.72,3089.07
paper,8076.51,160.93,Compact Logistics Van,summer,0.29,1.74,2.76,0.59,2710.92
textile,2002.35,284.27,Electric Box Truck,monsoon,0.0,3.56,5.84,2.7,2717.16
metal,7867.43,493.21,Heavy Duty Dump,spring,0.26,2.9,1.05,1.02,3266.47
paper,3279.11,223.85,Flatbed Carrier,winter,0.0,0.65,1.44,0.89,2058.06
paper,7099.89,294.72,Flatbed Carrier,spring,0.0,1.87,1.76,0.35,2588.41
battery,2907.8,149.3,Heavy Duty Dump,monsoon,3.84,4.31,6.3,5.08,3789.77
battery,9874.12,464.68,Electric Box Truck,monsoon,5.09,6.23,4.87,5.27,5505.43
metal,1210.77,581.45,Heavy Duty Dump,winter,1.29,3.37,1.39,1.56,2415.82
battery,7704.08,126.18,Electric Box Truck,summer,5.01,1.3,1.57,3.17,3764.15
battery,1973.92,371.84,Flatbed Carrier,winter,5.02,2.5,0.0,2.41,2686.21
paper,916.7,209.06,Heavy Duty Dump,monsoon,0.0,5.02,5.84,3.46,2773.3
battery,795.4,54.17,Compact Logistics Van,monsoon,5.42,3.11,6.68,5.23,3363.56
battery,8041.66,217.24,Compact Logistics Van,monsoon,4.97,3.99,7.41,5.53,4995.51
metal,3452.46,226.14,Flatbed Carrier,winter,0.88,3.77,0.0,2.27,2716.39
textile,3117.27,137.53,Electric Box Truck,monsoon,0.1,4.81,5.61,3.22,2975.29
paper,6594.9,97.07,Compact Logistics Van,monsoon,0.57,5.91,5.4,2.74,3338.1
paper,788.25,46.72,Flatbed Carrier,monsoon,0.12,4.29,5.01,3.64,2634.39
metal,8649.06,586.21,Flatbed Carrier,spring,0.34,3.69,0.19,1.09,3549.4
metal,4938.84,403.36,Heavy Duty Dump,monsoon,1.25,5.51,6.02,3.78,3875.36
paper,4472.88,476.76,Compact Logistics Van,winter,0.67,3.59,0.96,1.98,3066.5
battery,4560.49,342.79,Heavy Duty Dump,spring,5.24,2.17,0.79,3.17,3459.6
battery,7489.85,248.13,Heavy Duty Dump,winter,4.36,2.24,1.07,2.62,3626.25
paper,762.02,270.7,Heavy Duty Dump,spring,0.73,2.62,0.64,1.46,1917.81
metal,8897.91,551.3,Compact Logistics Van,winter,0.42,5.68,1.01,2.46,4168.65
battery,4846.22,143.27,Heavy Duty Dump,winter,5.07,2.4,2.0,3.37,3362.39
metal,4697.47,285.58,Heavy Duty Dump,monsoon,0.0,6.81,5.92,3.44,3536.43
textile,1919.19,200.73,Electric Box Truck,summer,0.0,3.44,1.85,0.9,1790.53
battery,420.15,353.07,Electric Box Truck,winter,4.76,3.15,0.87,3.19,2736.52
metal,8840.11,265.62,Compact Logistics Van,monsoon,0.21,5.45,6.61,3.98,4500.49
metal,6675.66,503.27,Flatbed Carrier,winter,0.41,4.29,0.51,2.34,3657.03
textile,2303.46,490.46,Flatbed Carrier,winter,0.28,3.71,1.24,1.02,2261.52
paper,2315.05,317.75,Flatbed Carrier,winter,0.18,2.9,0.73,1.73,2376.72
metal,8466.21,581.46,Electric Box Truck,spring,0.0,4.28,0.0,1.9,3876.05
paper,611.06,434.75,Compact Logistics Van,monsoon,0.46,6.27,6.37,3.95,3209.34
plastic,6995.06,483.96,Heavy Duty Dump,summer,1.21,4.2,1.66,2.07,3572.38
paper,707.76,296.04,Electric Box Truck,summer,1.01,2.33,2.25,1.83,2104.19
battery,2021.81,44.2,Electric Box Truck,summer,4.83,2.27,3.2,3.55,2816.05
battery,5624.33,586.69,Compact Logistics Van,summer,5.37,4.97,1.39,3.87,4256.62
battery,6800.11,489.01,Electric Box Truck,monsoon,4.87,5.91,5.75,4.73,4737.82
textile,3529.38,545.46,Heavy Duty Dump,spring,0.78,4.73,1.62,2.01,2992.2
textile,674.13,31.58,Heavy Duty Dump,monsoon,0.04,5.52,4.71,3.05,2332.98
battery,8017.97,499.12,Heavy Duty Dump,summer,5.19,3.35,2.74,4.11,4690.3
metal,8735.3,209.56,Electric Box Truck,summer,0.03,2.39,1.78,1.37,3238.69
metal,9911.49,575.21,Heavy Duty Dump,summer,1.5,4.19,2.13,2.15,4240.18
battery,9107.28,298.9,Compact Logistics Van,monsoon,5.53,5.24,6.24,6.23,5600.18
textile,8740.33,532.53,Flatbed Carrier,winter,0.48,3.06,0.83,0.79,3366.92
plastic,6742.0,470.2,Heavy Duty Dump,spring,0.87,3.37,1.81,2.19,3561.1
battery,7100.63,25.62,Flatbed Carrier,spring,5.75,0.0,0.48,2.25,3120.59
plastic,3703.52,93.98,Flatbed Carrier,summer,0.0,1.18,2.06,1.29,2160.23
plastic,4007.08,454.35,Electric Box Truck,winter,0.0,4.74,0.99,1.84,2892.92
paper,2411.03,10.49,Heavy Duty Dump,spring,1.04,1.31,1.15,1.7,2009.59
textile,8519.52,369.1,Flatbed Carrier,summer,1.36,3.74,2.52,2.65,3967.74
textile,3936.44,144.28,Electric Box Truck,monsoon,0.36,4.09,6.38,3.41,3214.17
metal,9847.73,71.63,Heavy Duty Dump,winter,0.6,3.52,0.59,1.37,3275.79
textile,8163.62,395.43,Heavy Duty Dump,monsoon,0.0,5.32,5.68,3.11,4143.22
textile,4266.37,550.3,Compact Logistics Van,summer,0.77,2.35,2.06,1.53,2916.12
paper,7111.58,14.63,Heavy Duty Dump,monsoon,1.53,3.09,5.53,3.2,3536.83
plastic,3505.4,459.92,Electric Box Truck,spring,0.72,4.13,0.39,1.46,2640.26
textile,9887.67,39.48,Heavy Duty Dump,spring,0.86,0.78,1.78,0.74,2960.42
textile,8432.42,562.57,Heavy Duty Dump,summer,0.0,3.07,1.86,1.02,3450.4
metal,5083.89,292.25,Electric Box Truck,summer,0.98,2.59,1.08,1.52,2751.61
plastic,9087.21,271.99,Heavy Duty Dump,spring,0.15,2.91,1.13,1.59,3476.02
battery,8333.57,414.13,Compact Logistics Van,spring,5.26,2.74,0.26,2.45,3901.36
textile,6915.06,62.74,Flatbed Carrier,summer,1.0,1.54,1.41,1.63,2851.87
paper,2559.32,298.61,Heavy Duty Dump,monsoon,0.55,5.95,5.51,3.26,3084.13
battery,6233.02,258.2,Heavy Duty Dump,winter,5.17,4.35,1.55,3.05,3605.67
metal,8174.26,176.14,Heavy Duty Dump,monsoon,0.21,3.97,6.15,3.25,3945.71
paper,1497.47,257.78,Heavy Duty Dump,winter,0.27,2.44,0.15,1.27,1949.17
paper,9049.68,39.94,Compact Logistics Van,winter,0.17,1.33,0.86,1.41,3113.54
battery,3804.13,504.8,Electric Box Truck,monsoon,3.86,5.61,5.72,4.5,4114.22
textile,5812.8,372.2,Flatbed Carrier,monsoon,0.62,5.37,6.56,3.71,3963.89
metal,4211.99,503.69,Compact Logistics Van,monsoon,0.79,6.93,5.01,4.07,3995.06
metal,5103.94,58.31,Compact Logistics Van,winter,0.05,2.0,1.53,1.15,2305.97
metal,9650.46,531.67,Flatbed Carrier,spring,0.07,3.39,0.69,1.69,3934.93
metal,5121.38,35.81,Electric Box Truck,winter,0.46,2.19,0.62,0.51,1995.97
metal,449.67,411.44,Compact Logistics Van,monsoon,0.28,5.86,6.44,3.74,3058.56
metal,5749.83,107.22,Electric Box Truck,summer,0.0,1.53,0.96,0.76,2303.85
metal,8917.31,263.04,Compact Logistics Van,winter,0.54,2.54,1.21,1.4,3350.02
textile,1499.9,481.48,Compact Logistics Van,summer,0.78,3.43,2.69,2.3,2680.93
metal,2648.56,419.75,Flatbed Carrier,spring,0.3,3.47,1.11,0.69,2093.14
plastic,6118.2,67.2,Electric Box Truck,summer,0.47,1.12,1.42,0.87,2372.35
battery,8624.03,402.95,Heavy Duty Dump,monsoon,4.53,5.27,6.25,5.35,5242.26
battery,6208.86,362.09,Compact Logistics Van,spring,4.95,1.75,1.2,3.78,4051.51
textile,4887.29,577.33,Heavy Duty Dump,spring,0.37,3.5,0.22,1.7,3139.15
paper,4138.72,440.86,Heavy Duty Dump,spring,0.0,3.18,0.65,1.23,2627.96
plastic,9825.05,232.58,Electric Box Truck,winter,0.0,2.21,0.98,1.77,3642.92
paper,3052.47,499.21,Heavy Duty Dump,winter,0.1,1.99,0.94,1.23,2500.04
battery,783.06,271.33,Compact Logistics Van,spring,5.46,1.57,1.69,3.14,2677.65
plastic,801.19,197.88,Heavy Duty Dump,winter,0.34,2.01,0.23,0.72,1503.74
paper,1599.97,504.6,Compact Logistics Van,spring,0.34,2.75,0.97,1.54,2386.23
battery,986.59,393.02,Heavy Duty Dump,monsoon,4.94,5.74,5.75,5.28,3825.97
plastic,9746.0,303.73,Flatbed Carrier,monsoon,0.5,6.01,6.21,3.87,4661.19
textile,9586.69,122.09,Heavy Duty Dump,winter,0.3,0.8,0.76,1.12,3176.22
battery,5986.99,347.08,Flatbed Carrier,spring,5.83,1.89,1.0,3.47,3855.18
metal,3297.3,479.46,Heavy Duty Dump,spring,0.13,3.36,0.52,1.17,2494.79
paper,8872.54,292.53,Compact Logistics Van,monsoon,0.5,5.19,6.04,4.18,4630.8
textile,2441.82,444.18,Electric Box Truck,spring,0.19,4.34,1.6,3.31,3263.88
plastic,1791.26,289.66,Heavy Duty Dump,monsoon,1.16,4.79,5.73,3.5,3042.9
plastic,6850.22,372.78,Electric Box Truck,monsoon,0.26,6.26,6.31,3.58,4092.88
plastic,4514.74,576.23,Heavy Duty Dump,summer,0.46,5.34,2.73,1.56,3007.28
metal,9064.2,478.66,Compact Logistics Van,monsoon,0.13,6.3,5.39,4.15,4874.58
plastic,9210.9,175.09,Flatbed Carrier,winter,0.27,0.62,1.42,0.28,2795.73
metal,383.16,469.56,Heavy Duty Dump,monsoon,0.03,7.75,5.14,3.83,3155.74
paper,5156.37,422.16,Electric Box Truck,winter,0.97,2.4,2.17,1.44,2884.65
textile,2521.46,551.93,Flatbed Carrier,summer,1.12,4.87,1.62,1.48,2581.45
plastic,926.52,424.86,Heavy Duty Dump,winter,0.75,2.54,0.35,1.88,2320.87
textile,9557.81,283.77,Electric Box Truck,winter,0.88,3.64,1.01,1.85,3695.58
plastic,6524.45,80.32,Flatbed Carrier,spring,0.79,1.68,1.42,2.07,3004.43
battery,3893.55,133.57,Electric Box Truck,winter,3.83,1.92,0.15,2.14,2622.78
metal,5144.49,553.37,Compact Logistics Van,spring,0.23,2.74,1.26,1.3,2976.15
metal,1233.81,205.97,Electric Box Truck,winter,1.47,2.46,0.31,1.21,1813.88
paper,6640.89,270.12,Electric Box Truck,winter,0.21,2.64,0.53,0.79,2674.88
battery,5259.07,523.01,Flatbed Carrier,winter,5.04,5.06,1.16,3.54,3969.37
paper,7984.39,301.21,Electric Box Truck,spring,0.0,2.21,0.86,1.13,3107.71
battery,7124.24,53.8,Heavy Duty Dump,spring,6.21,1.25,0.34,2.61,3322.42
metal,3406.97,390.26,Electric Box Truck,spring,0.88,3.76,1.48,1.64,2621.35
paper,6064.22,557.32,Electric Box Truck,monsoon,0.91,6.94,6.31,5.33,4957.55
textile,504.08,226.47,Electric Box Truck,spring,0.0,2.22,0.0,0.73,1491.94
textile,6643.75,516.33,Heavy Duty Dump,winter,1.19,4.29,1.72,2.1,3560.86
metal,782.09,137.49,Electric Box Truck,winter,0.46,1.16,1.33,1.35,1714.02
battery,4630.13,206.53,Flatbed Carrier,monsoon,5.54,5.34,4.78,5.18,4211.61
battery,6950.28,214.55,Heavy Duty Dump,spring,4.12,2.5,0.74,2.48,3424.85
battery,673.76,354.25,Compact Logistics Van,monsoon,4.29,5.17,6.61,5.4,3775.42
paper,1473.27,573.65,Heavy Duty Dump,monsoon,0.06,6.06,5.98,3.93,3519.95
metal,5414.11,77.66,Electric Box Truck,winter,1.24,1.5,1.19,1.46,2524.38
battery,9805.06,584.21,Electric Box Truck,summer,4.87,3.22,2.61,3.29,4744.38
metal,3543.1,97.2,Heavy Duty Dump,monsoon,0.1,4.42,6.24,3.78,3256.76
plastic,6798.76,308.17,Electric Box Truck,spring,0.65,3.32,1.67,2.39,3469.11
textile,2942.14,398.73,Electric Box Truck,summer,0.0,2.4,2.44,1.23,2360.31
textile,7210.31,393.68,Electric Box Truck,spring,0.32,2.74,1.52,1.01,3025.3
plastic,6469.43,121.86,Heavy Duty Dump,spring,0.76,1.68,0.97,1.77,2906.39
textile,2602.73,330.58,Compact Logistics Van,winter,0.79,2.5,0.12,1.72,2440.75
paper,2984.6,177.12,Flatbed Carrier,winter,0.0,2.84,1.16,1.6,2268.46
paper,3421.01,392.29,Flatbed Carrier,summer,0.15,3.71,1.91,1.71,2658.06
paper,8195.27,45.53,Flatbed Carrier,summer,0.23,0.3,1.2,0.01,2333.65
textile,7686.99,416.93,Compact Logistics Van,winter,0.53,2.15,1.34,1.84,3511.89
paper,3205.45,142.79,Flatbed Carrier,monsoon,0.41,6.05,6.11,3.92,3313.91
paper,1505.38,87.28,Flatbed Carrier,summer,0.07,1.25,0.4,0.27,1298.18
textile,731.15,383.18,Electric Box Truck,monsoon,0.94,5.74,5.75,3.98,3181.81
plastic,7286.02,191.72,Flatbed Carrier,spring,0.55,1.59,0.18,1.13,2851.71
textile,1618.26,375.43,Heavy Duty Dump,summer,0.68,2.34,1.97,1.49,2212.4
metal,994.92,456.47,Heavy Duty Dump,winter,0.8,3.25,2.03,2.19,2511.0
plastic,8195.7,44.13,Flatbed Carrier,summer,0.45,1.9,1.46,2.08,3263.27
textile,9178.98,411.22,Compact Logistics Van,summer,1.33,2.45,1.4,1.71,3713.54
textile,8039.47,599.1,Compact Logistics Van,monsoon,0.45,6.44,6.95,4.86,5154.75
plastic,4540.47,322.83,Compact Logistics Van,monsoon,0.17,5.23,6.58,3.22,3455.49
textile,9474.74,528.94,Heavy Duty Dump,spring,0.6,4.0,1.19,2.21,4136.73
metal,2194.38,234.28,Compact Logistics Van,spring,0.13,2.23,1.89,1.3,2062.93
battery,4937.49,576.93,Compact Logistics Van,spring,5.12,3.16,0.07,2.56,3534.01
plastic,1670.13,469.28,Heavy Duty Dump,winter,0.0,3.88,0.0,0.72,1986.02
metal,2209.31,466.28,Compact Logistics Van,winter,0.6,2.68,2.32,2.13,2714.61
plastic,9331.31,195.0,Compact Logistics Van,summer,0.0,1.9,1.3,1.24,3272.4
paper,438.81,338.76,Flatbed Carrier,winter,0.0,3.67,1.7,1.48,1951.54
plastic,8866.39,37.26,Heavy Duty Dump,summer,0.0,0.17,1.41,0.15,2508.08
textile,1507.57,106.36,Flatbed Carrier,monsoon,0.12,3.26,5.45,2.58,2358.9
plastic,5929.54,450.05,Flatbed Carrier,spring,0.67,4.16,1.24,1.81,3221.32
paper,3247.83,503.2,Electric Box Truck,spring,0.0,4.49,0.0,1.4,2620.35
metal,8663.8,295.2,Heavy Duty Dump,spring,0.84,2.32,0.97,1.4,3345.79
metal,5894.71,436.09,Electric Box Truck,monsoon,0.21,6.04,6.41,3.89,4136.09
paper,3278.51,480.24,Electric Box Truck,spring,0.0,3.63,0.42,0.9,2373.26
battery,2127.59,347.35,Flatbed Carrier,spring,5.65,1.5,0.62,3.19,3033.61
textile,4011.19,155.11,Electric Box Truck,winter,0.14,1.93,0.91,1.74,2493.25
battery,7562.55,104.9,Electric Box Truck,monsoon,6.0,3.62,5.88,4.53,4326.13
textile,5021.76,509.85,Flatbed Carrier,winter,0.59,2.97,0.08,1.73,3095.54
textile,8711.34,497.15,Compact Logistics Van,winter,0.19,4.14,0.0,1.78,3767.48
battery,7849.4,63.27,Compact Logistics Van,monsoon,5.59,3.19,6.87,4.61,4363.55
metal,7234.14,538.72,Heavy Duty Dump,winter,0.59,3.39,0.73,0.49,2967.2
paper,3075.42,562.67,Compact Logistics Van,spring,0.0,4.55,0.36,1.88,2874.03
battery,2113.63,120.34,Electric Box Truck,winter,5.22,0.9,0.63,2.28,2350.16
battery,3377.4,448.6,Heavy Duty Dump,winter,5.12,3.78,0.68,3.2,3387.73
battery,7823.51,19.55,Compact Logistics Van,summer,4.4,0.47,2.75,3.23,3687.22
plastic,4188.22,192.42,Heavy Duty Dump,winter,1.77,1.92,2.09,2.38,2854.84
metal,8889.83,444.98,Electric Box Truck,spring,0.58,4.7,1.5,1.77,3729.26
plastic,6951.95,296.28,Heavy Duty Dump,spring,0.42,2.96,0.54,1.69,3168.98
textile,7713.37,207.48,Electric Box Truck,summer,0.35,2.25,2.86,1.32,3029.48
plastic,890.03,463.01,Flatbed Carrier,monsoon,0.54,6.98,5.59,3.92,3277.91
plastic,3853.58,293.52,Compact Logistics Van,winter,0.0,1.82,1.65,0.34,1998.51
plastic,3572.92,384.04,Compact Logistics Van,monsoon,0.18,6.62,6.7,4.76,4047.23
battery,4137.67,373.63,Electric Box Truck,monsoon,4.47,4.78,6.25,5.61,4516.36
textile,8065.88,546.75,Heavy Duty Dump,spring,0.34,4.61,1.54,3.12,4311.68
plastic,3060.92,137.28,Flatbed Carrier,spring,0.87,2.97,1.87,2.44,2615.25
textile,4896.93,21.99,Electric Box Truck,winter,0.33,0.38,0.83,0.52,1942.0
metal,6181.03,184.27,Heavy Duty Dump,summer,0.0,1.74,1.48,0.83,2508.66
battery,8620.84,171.74,Compact Logistics Van,winter,4.72,2.15,1.04,2.7,3771.18
textile,9726.41,169.76,Heavy Duty Dump,monsoon,0.86,4.08,5.98,4.03,4566.87
textile,7669.54,274.75,Compact Logistics Van,monsoon,0.62,5.54,6.08,3.29,3989.33
battery,7885.65,301.7,Flatbed Carrier,monsoon,4.42,6.31,6.95,5.25,4942.83
paper,8369.57,324.9,Compact Logistics Van,winter,0.56,2.25,1.16,1.23,3250.13
battery,8121.96,17.22,Electric Box Truck,spring,5.18,0.05,2.27,2.15,3248.36
metal,4677.54,31.8,Heavy Duty Dump,winter,0.7,1.27,0.9,1.54,2371.72
plastic,641.2,103.16,Flatbed Carrier,winter,1.05,1.25,1.48,1.87,1880.05
battery,2603.35,312.9,Electric Box Truck,spring,4.91,2.68,1.52,3.46,3202.71
battery,3435.45,354.92,Compact Logistics Van,spring,4.67,1.58,2.37,3.56,3445.65
metal,8491.85,28.73,Compact Logistics Van,monsoon,0.88,5.15,6.1,4.04,4178.83
metal,7572.07,123.12,Electric Box Truck,monsoon,0.78,4.82,5.41,3.44,3858.26
metal,3588.2,588.89,Electric Box Truck,summer,0.48,4.76,2.59,2.77,3397.6
textile,6407.69,400.36,Heavy Duty Dump,winter,0.3,3.64,0.53,0.53,2671.18
paper,5881.89,222.75,Electric Box Truck,monsoon,0.0,6.56,6.1,3.62,3756.13
paper,9754.81,321.57,Flatbed Carrier,spring,0.69,2.53,1.58,1.96,3824.04
metal,9328.99,22.14,Heavy Duty Dump,spring,1.28,0.9,0.95,1.26,3074.87
textile,6427.97,241.98,Heavy Duty Dump,monsoon,1.23,5.62,5.69,3.43,3789.01
metal,2667.74,119.16,Electric Box Truck,spring,0.53,2.47,1.27,2.03,2337.75
metal,364.92,425.52,Heavy Duty Dump,monsoon,0.53,4.87,5.59,2.76,2616.96
textile,5904.22,537.26,Electric Box Truck,summer,1.14,3.24,1.76,1.65,3249.98
textile,6860.19,181.62,Flatbed Carrier,monsoon,0.43,5.42,5.66,2.64,3439.88
textile,7430.3,154.54,Electric Box Truck,winter,0.0,2.24,0.27,1.03,2787.27
battery,9309.02,161.56,Flatbed Carrier,spring,4.77,1.56,1.4,2.73,3895.99
plastic,5468.16,164.61,Compact Logistics Van,spring,0.33,2.99,0.59,0.93,2399.24
plastic,7852.87,31.58,Compact Logistics Van,monsoon,0.66,3.52,5.64,3.04,3618.69
metal,3858.06,561.04,Flatbed Carrier,monsoon,0.14,6.92,5.19,3.67,3819.34
metal,2771.4,460.21,Heavy Duty Dump,monsoon,0.12,6.89,5.98,4.0,3649.31
battery,2629.29,561.24,Heavy Duty Dump,spring,5.22,3.47,0.65,3.06,3323.53
metal,2499.11,191.16,Heavy Duty Dump,summer,0.45,3.38,2.36,1.54,2174.12
battery,8132.19,243.4,Heavy Duty Dump,spring,5.65,1.26,1.2,3.26,4021.38
metal,7622.63,305.13,Compact Logistics Van,spring,0.76,3.39,0.32,1.04,3006.9
metal,2231.6,528.16,Heavy Duty Dump,winter,0.37,3.55,0.94,1.4,2465.45
metal,3653.32,72.21,Flatbed Carrier,winter,0.48,0.29,0.92,0.7,1858.5
metal,8938.86,381.74,Flatbed Carrier,winter,1.22,3.0,0.55,1.34,3469.58
battery,9674.8,536.24,Flatbed Carrier,winter,4.85,2.99,1.61,3.42,4725.98
battery,6335.93,278.89,Flatbed Carrier,monsoon,4.97,4.37,6.97,4.32,4219.48
metal,3361.54,33.42,Heavy Duty Dump,winter,0.0,0.8,1.64,0.04,1464.99
