budget,primary_material,equipment_name,cost,roi,priority_score
645970.09,battery,Automated Compactor Baler,604347.2,26.34,6.01
133057.34,paper,AI Optical Sorter,100055.4,26.28,2.44
133412.43,paper,High-Shear Pelletizer Extruder,95572.14,25.69,2.62
272275.71,metal,High-Shear Pelletizer Extruder,204310.72,24.29,3.67
774961.24,metal,Solar Decanter Centrifuge,551044.77,31.29,6.58
529209.22,battery,IoT Weighbridge Scales,445009.16,38.49,6.73
252501.86,plastic,Solar Decanter Centrifuge,231773.78,23.12,4.67
799943.62,battery,AI Optical Sorter,645573.08,42.33,8.48
654127.33,textile,High-Shear Pelletizer Extruder,533641.93,23.66,6.21
712833.09,textile,IoT Weighbridge Scales,656083.78,16.06,5.33
415192.36,textile,IoT Weighbridge Scales,316944.29,34.8,5.36
724517.9,paper,IoT Weighbridge Scales,669697.06,22.38,5.16
236764.97,battery,AI Optical Sorter,214309.33,19.03,3.54
230028.81,metal,High-Shear Pelletizer Extruder,163437.57,46.93,5.41
655389.93,plastic,Solar Decanter Centrifuge,506611.0,33.5,6.37
705195.64,metal,AI Optical Sorter,602752.29,13.99,5.97
512267.24,battery,AI Optical Sorter,383914.54,41.5,7.16
736111.36,textile,High-Shear Pelletizer Extruder,623936.58,17.85,4.45
789352.94,textile,High-Shear Pelletizer Extruder,584194.88,22.42,6.75
638272.96,metal,IoT Weighbridge Scales,551075.64,22.48,6.74
490064.46,metal,High-Shear Pelletizer Extruder,410261.52,12.43,4.85
104624.55,metal,Automated Compactor Baler,84549.28,27.07,3.24
83221.57,battery,High-Shear Pelletizer Extruder,69691.5,14.81,1.48
603662.6,metal,High-Shear Pelletizer Extruder,538392.59,14.57,5.25
741590.33,plastic,IoT Weighbridge Scales,653162.06,26.16,6.74
638221.03,battery,Automated Compactor Baler,527529.85,25.07,5.24
242811.37,metal,Automated Compactor Baler,195957.84,26.53,4.14
550067.05,textile,High-Shear Pelletizer Extruder,473191.23,14.18,4.31
121747.69,plastic,AI Optical Sorter,97907.03,34.25,4.18
164861.06,paper,AI Optical Sorter,142385.38,28.35,3.71
716145.67,plastic,Automated Compactor Baler,600092.48,14.3,4.87
523986.57,textile,Solar Decanter Centrifuge,426255.22,15.0,3.96
628579.83,metal,AI Optical Sorter,552822.51,44.79,7.17
224647.99,textile,Automated Compactor Baler,163585.15,34.6,4.41
599633.7,battery,IoT Weighbridge Scales,468437.27,40.41,6.3
709386.05,metal,AI Optical Sorter,532007.78,41.2,7.19
167886.85,battery,High-Shear Pelletizer Extruder,154051.25,37.06,4.98
514369.53,plastic,High-Shear Pelletizer Extruder,415991.1,16.03,3.42
155787.27,plastic,High-Shear Pelletizer Extruder,131752.08,38.37,5.39
724459.09,plastic,Automated Compactor Baler,576301.9,44.81,7.37
257992.21,plastic,Automated Compactor Baler,222528.35,43.02,5.73
659617.55,paper,Solar Decanter Centrifuge,504284.85,14.63,4.59
598071.73,metal,IoT Weighbridge Scales,486288.26,16.6,4.83
726189.22,textile,Solar Decanter Centrifuge,644904.95,14.43,5.89
212873.39,textile,IoT Weighbridge Scales,168470.24,13.64,3.38
630139.39,plastic,IoT Weighbridge Scales,511068.11,18.37,5.37
546595.51,plastic,IoT Weighbridge Scales,401578.25,16.15,4.63
344196.61,paper,AI Optical Sorter,289445.06,14.77,3.09
649918.48,textile,Automated Compactor Baler,462641.34,44.66,7.64
172416.56,metal,IoT Weighbridge Scales,159814.25,18.04,3.3
57249.7,plastic,Solar Decanter Centrifuge,43271.78,13.2,0.41
185362.26,textile,AI Optical Sorter,152623.43,27.0,3.65
149753.02,plastic,Solar Decanter Centrifuge,117665.8,32.23,3.74
604081.91,textile,Automated Compactor Baler,525591.38,44.07,8.96
80799.78,plastic,High-Shear Pelletizer Extruder,63125.87,20.38,1.93
196868.79,textile,AI Optical Sorter,168606.77,20.89,2.64
232740.5,metal,IoT Weighbridge Scales,189786.69,13.06,3.03
296425.56,textile,Solar Decanter Centrifuge,253381.61,34.31,3.84
78319.35,battery,IoT Weighbridge Scales,62923.46,31.81,2.94
787261.37,battery,AI Optical Sorter,623537.3,13.41,4.67
295159.09,metal,Automated Compactor Baler,208496.5,26.63,4.09
179480.48,plastic,Automated Compactor Baler,165014.28,27.7,3.47
255348.49,textile,High-Shear Pelletizer Extruder,187815.65,21.34,2.47
559345.8,paper,Solar Decanter Centrifuge,499494.27,46.14,7.58
136853.67,textile,High-Shear Pelletizer Extruder,106730.43,17.44,2.78
413319.1,metal,IoT Weighbridge Scales,295476.05,32.0,5.69
643506.14,metal,Automated Compactor Baler,493135.87,36.03,7.23
415674.02,battery,High-Shear Pelletizer Extruder,315676.3,33.03,4.11
340348.17,textile,IoT Weighbridge Scales,297866.92,42.8,6.73
183214.86,plastic,AI Optical Sorter,168106.19,44.13,5.26
532805.34,textile,Solar Decanter Centrifuge,472090.32,31.15,4.86
773617.34,paper,Automated Compactor Baler,562164.98,34.72,8.27
476260.44,plastic,Solar Decanter Centrifuge,422829.26,46.75,7.2
210951.5,metal,High-Shear Pelletizer Extruder,175197.77,25.68,4.68
83495.02,plastic,Automated Compactor Baler,64534.84,28.46,2.39
674384.13,textile,Solar Decanter Centrifuge,635320.14,29.62,6.04
572281.89,metal,AI Optical Sorter,494009.19,35.75,5.84
241799.25,metal,IoT Weighbridge Scales,214615.72,31.73,4.65
336403.81,metal,Automated Compactor Baler,268329.32,15.95,3.06
529504.07,battery,High-Shear Pelletizer Extruder,390735.17,32.41,6.45
623324.65,metal,AI Optical Sorter,533681.13,39.27,7.33
315503.71,plastic,High-Shear Pelletizer Extruder,255124.4,12.88,3.24
321962.71,plastic,Automated Compactor Baler,303082.78,27.68,5.6
751126.1,paper,High-Shear Pelletizer Extruder,576067.09,32.59,7.58
773514.17,metal,High-Shear Pelletizer Extruder,710846.74,18.34,5.52
633851.25,metal,IoT Weighbridge Scales,531911.44,20.92,5.16
232584.23,plastic,Solar Decanter Centrifuge,206812.72,42.13,6.0
534117.9,paper,Automated Compactor Baler,483079.99,43.28,7.12
456250.37,metal,IoT Weighbridge Scales,399417.09,27.81,4.6
445905.66,paper,Solar Decanter Centrifuge,317125.02,31.52,5.1
62975.09,textile,Solar Decanter Centrifuge,49251.44,28.99,3.01
222443.87,paper,IoT Weighbridge Scales,201612.81,43.82,4.83
752790.98,textile,AI Optical Sorter,582862.9,20.43,6.11
227128.99,paper,IoT Weighbridge Scales,190395.02,31.33,4.83
588440.99,metal,Automated Compactor Baler,435302.92,35.47,5.9
564361.37,metal,AI Optical Sorter,410912.18,28.27,5.58
194308.28,battery,Automated Compactor Baler,136604.34,16.79,2.73
774750.08,metal,High-Shear Pelletizer Extruder,578410.9,45.37,7.68
579265.73,battery,High-Shear Pelletizer Extruder,449248.24,14.42,3.88
456531.49,paper,IoT Weighbridge Scales,363876.25,27.16,4.62
675678.82,metal,Solar Decanter Centrifuge,639829.56,27.83,5.9
540004.94,plastic,Automated Compactor Baler,489208.01,32.95,6.08
581867.87,paper,IoT Weighbridge Scales,489324.33,17.67,3.63
155625.07,textile,Solar Decanter Centrifuge,121085.33,44.74,5.01
553259.36,metal,High-Shear Pelletizer Extruder,392019.47,21.87,5.07
454779.14,battery,AI Optical Sorter,357984.45,33.01,5.74
702974.26,metal,IoT Weighbridge Scales,666978.84,14.72,4.89
566963.06,plastic,AI Optical Sorter,534044.38,15.65,4.59
423310.11,paper,Automated Compactor Baler,364632.35,16.72,4.01
319727.56,plastic,AI Optical Sorter,265137.94,13.65,3.15
759018.6,metal,Automated Compactor Baler,702663.94,15.01,5.1
78598.71,plastic,IoT Weighbridge Scales,69058.72,31.98,3.78
131605.54,metal,IoT Weighbridge Scales,107005.64,38.44,6.0
277080.19,textile,Solar Decanter Centrifuge,231540.0,27.85,4.19
342584.91,plastic,High-Shear Pelletizer Extruder,298948.73,13.65,2.5
122669.12,textile,Automated Compactor Baler,87452.1,47.86,4.35
602417.9,battery,AI Optical Sorter,530020.49,27.81,5.05
636645.53,textile,High-Shear Pelletizer Extruder,554199.52,24.15,5.83
336145.77,plastic,High-Shear Pelletizer Extruder,288159.99,40.43,5.43
449026.02,textile,IoT Weighbridge Scales,394622.09,37.05,5.62
489788.02,textile,AI Optical Sorter,462755.77,40.63,6.07
662810.29,textile,IoT Weighbridge Scales,502260.48,44.52,8.02
122961.03,plastic,High-Shear Pelletizer Extruder,106454.23,36.25,4.92
340947.9,plastic,IoT Weighbridge Scales,313895.24,20.02,3.08
134682.75,metal,Solar Decanter Centrifuge,121099.69,43.01,4.69
429159.45,textile,Solar Decanter Centrifuge,304821.16,29.84,5.65
59613.75,paper,IoT Weighbridge Scales,53602.95,18.91,2.95
385111.6,textile,AI Optical Sorter,287575.86,34.93,5.08
609844.82,paper,Solar Decanter Centrifuge,525512.46,46.93,6.98
457259.38,battery,AI Optical Sorter,391086.46,26.62,4.16
286067.37,metal,AI Optical Sorter,233584.17,38.99,6.4
429949.02,battery,AI Optical Sorter,347611.56,23.2,3.94
737036.51,metal,Automated Compactor Baler,580292.25,42.37,7.12
693164.85,metal,High-Shear Pelletizer Extruder,552849.06,35.56,6.56
240769.65,battery,IoT Weighbridge Scales,168746.19,23.89,3.92
204552.69,textile,AI Optical Sorter,182232.91,44.95,5.43
228365.49,metal,Automated Compactor Baler,194103.13,30.95,4.88
204153.85,paper,High-Shear Pelletizer Extruder,177219.4,24.43,3.49
63192.44,metal,Solar Decanter Centrifuge,51741.79,17.85,2.39
357938.97,paper,Solar Decanter Centrifuge,280811.14,22.9,3.92
701073.57,battery,Solar Decanter Centrifuge,525672.3,29.86,6.31
539010.96,metal,Automated Compactor Baler,482236.22,32.3,6.32
351841.38,plastic,High-Shear Pelletizer Extruder,313564.33,26.59,2.84
108514.02,paper,AI Optical Sorter,82645.21,14.3,1.96
452902.61,plastic,IoT Weighbridge Scales,363073.35,40.19,6.18
493216.3,textile,High-Shear Pelletizer Extruder,461058.09,38.12,7.02
744007.11,textile,IoT Weighbridge Scales,533995.01,30.0,6.5
146211.58,paper,IoT Weighbridge Scales,133692.42,44.64,5.67
356453.73,plastic,Automated Compactor Baler,303865.3,30.08,4.33
740330.78,paper,Automated Compactor Baler,563725.58,36.26,7.62
82414.95,battery,Solar Decanter Centrifuge,65535.51,23.98,3.27
662336.03,paper,Automated Compactor Baler,526224.01,41.36,8.98
184407.39,battery,AI Optical Sorter,144223.07,27.28,2.35
642433.78,battery,IoT Weighbridge Scales,519049.16,25.76,6.22
535683.87,metal,IoT Weighbridge Scales,442582.28,19.64,4.76
763975.72,plastic,AI Optical Sorter,716915.46,35.42,6.95
554834.98,metal,Automated Compactor Baler,453710.32,40.83,6.43
729156.25,paper,High-Shear Pelletizer Extruder,574347.85,19.74,5.58
137347.06,plastic,IoT Weighbridge Scales,117610.57,29.65,3.73
410586.06,plastic,Automated Compactor Baler,300005.56,13.34,4.02
290440.48,paper,IoT Weighbridge Scales,243567.4,34.75,6.04
131360.94,battery,Automated Compactor Baler,116587.92,34.72,3.75
287241.54,metal,AI Optical Sorter,242568.81,12.63,2.68
345196.92,paper,Solar Decanter Centrifuge,280526.09,39.31,5.93
459608.35,paper,Solar Decanter Centrifuge,419196.63,30.99,5.56
135564.73,battery,AI Optical Sorter,118419.44,45.03,3.97
594258.6,metal,AI Optical Sorter,416360.39,30.4,6.2
128251.29,metal,High-Shear Pelletizer Extruder,104240.92,17.6,2.24
603489.79,battery,High-Shear Pelletizer Extruder,482125.29,47.89,7.52
166108.43,battery,Solar Decanter Centrifuge,151595.62,13.73,1.86
428720.69,metal,Solar Decanter Centrifuge,387764.37,25.48,4.55
253164.54,plastic,Solar Decanter Centrifuge,201260.09,40.99,5.52
539848.0,plastic,IoT Weighbridge Scales,465904.21,13.9,4.36
531025.11,metal,AI Optical Sorter,425218.33,38.01,5.77
562985.25,battery,High-Shear Pelletizer Extruder,424368.46,31.86,6.07
309638.98,plastic,AI Optical Sorter,234716.3,13.71,2.06
479424.09,paper,Solar Decanter Centrifuge,404131.73,37.11,5.41
634736.15,battery,High-Shear Pelletizer Extruder,587656.93,29.4,6.61
480458.99,plastic,AI Optical Sorter,439988.49,22.55,3.75
320946.3,metal,High-Shear Pelletizer Extruder,301189.6,26.97,4.14
641652.58,plastic,Automated Compactor Baler,579469.24,42.97,7.82
175397.85,metal,AI Optical Sorter,144630.96,47.16,5.76
760337.38,paper,Solar Decanter Centrifuge,580399.47,44.1,8.27
426028.95,textile,Automated Compactor Baler,363861.49,18.13,4.34
564808.16,battery,AI Optical Sorter,468421.1,13.09,4.51
514566.17,battery,Automated Compactor Baler,440934.92,44.43,7.31
588770.16,paper,High-Shear Pelletizer Extruder,457880.92,47.97,8.13
367444.36,metal,Automated Compactor Baler,326352.3,18.16,4.5
672188.35,paper,High-Shear Pelletizer Extruder,635967.65,37.88,7.03
437956.55,battery,IoT Weighbridge Scales,386425.0,25.3,4.26
540074.52,metal,IoT Weighbridge Scales,483645.44,18.31,4.92
562406.23,metal,AI Optical Sorter,434503.89,19.42,5.43
406548.03,battery,Solar Decanter Centrifuge,305752.71,33.91,4.94
489088.77,textile,High-Shear Pelletizer Extruder,402674.67,44.98,7.8
766741.57,metal,High-Shear Pelletizer Extruder,587026.56,20.37,5.56
285625.56,metal,Automated Compactor Baler,254387.1,38.48,4.2
660817.68,plastic,IoT Weighbridge Scales,592981.93,31.19,6.06
241485.35,battery,AI Optical Sorter,224399.26,30.02,4.27
459105.67,metal,Automated Compactor Baler,380697.14,44.58,6.83
681854.1,paper,Solar Decanter Centrifuge,612758.78,18.59,4.37
656089.07,battery,High-Shear Pelletizer Extruder,490957.35,29.04,6.82
370435.4,textile,High-Shear Pelletizer Extruder,306152.57,14.24,4.14
741590.29,textile,AI Optical Sorter,584727.41,39.16,8.26
559882.3,textile,Automated Compactor Baler,443538.88,19.38,4.34
582814.85,plastic,Automated Compactor Baler,549382.01,47.23,7.92
350233.17,battery,AI Optical Sorter,251604.1,29.94,4.69
420735.69,textile,AI Optical Sorter,352229.53,42.87,7.59
106436.01,metal,Automated Compactor Baler,83444.87,17.3,2.35
157563.96,paper,Automated Compactor Baler,145831.52,31.47,4.46
643655.75,paper,AI Optical Sorter,606203.78,27.81,6.32
762751.6,battery,Automated Compactor Baler,714130.36,30.64,7.18
438748.09,plastic,AI Optical Sorter,351731.2,31.1,5.7
430464.32,battery,AI Optical Sorter,323541.57,30.99,5.07
433247.59,textile,IoT Weighbridge Scales,306667.54,15.84,3.61
462498.11,paper,High-Shear Pelletizer Extruder,420700.14,38.0,6.27
554189.38,paper,AI Optical Sorter,506438.71,44.63,6.62
687839.21,textile,Automated Compactor Baler,609591.51,34.8,7.53
546873.84,plastic,AI Optical Sorter,505456.01,12.62,4.35
574115.44,plastic,AI Optical Sorter,503244.93,47.78,7.32
384542.92,textile,Automated Compactor Baler,306942.14,43.91,6.81
432240.81,metal,High-Shear Pelletizer Extruder,307471.41,32.06,5.28
475110.74,battery,Automated Compactor Baler,394460.95,34.37,5.65
118528.58,metal,AI Optical Sorter,90503.24,30.15,3.96
493249.97,battery,Solar Decanter Centrifuge,380246.77,35.56,6.48
703876.68,paper,Automated Compactor Baler,600292.96,30.82,7.2
101585.49,plastic,Solar Decanter Centrifuge,93016.48,22.28,3.5
167794.16,textile,Automated Compactor Baler,158488.01,21.47,3.62
110047.75,textile,IoT Weighbridge Scales,77908.36,44.5,4.95
79397.63,metal,High-Shear Pelletizer Extruder,56991.62,43.94,4.37
515350.98,battery,Automated Compactor Baler,475358.54,28.86,5.83
723124.91,metal,IoT Weighbridge Scales,630606.15,47.25,7.96
306514.12,battery,AI Optical Sorter,236334.86,38.75,5.1
408143.03,paper,AI Optical Sorter,310921.01,21.32,4.2
596938.98,paper,Automated Compactor Baler,559325.99,16.85,5.31
625411.96,plastic,Solar Decanter Centrifuge,492358.5,46.5,7.92
779166.03,plastic,Automated Compactor Baler,577118.36,19.28,5.42
717201.05,battery,Solar Decanter Centrifuge,611033.71,39.58,8.04
670457.72,paper,IoT Weighbridge Scales,558826.89,20.53,6.14
607916.11,battery,High-Shear Pelletizer Extruder,470343.43,40.87,7.35
174081.23,battery,AI Optical Sorter,132486.24,44.53,5.42
124624.56,metal,IoT Weighbridge Scales,98295.06,46.35,4.98
55655.82,metal,Solar Decanter Centrifuge,51342.0,46.82,5.43
102829.99,battery,IoT Weighbridge Scales,86077.24,15.34,1.15
452042.27,paper,Automated Compactor Baler,331884.35,41.27,5.78
558906.52,plastic,IoT Weighbridge Scales,512206.27,27.78,5.95
586373.55,plastic,High-Shear Pelletizer Extruder,424636.83,47.2,7.55
433951.95,metal,IoT Weighbridge Scales,384864.21,43.33,7.45
617842.87,paper,AI Optical Sorter,481467.77,42.74,6.68
651972.82,textile,Automated Compactor Baler,545435.32,42.06,7.99
638467.46,plastic,Automated Compactor Baler,533589.99,37.83,6.67
710397.89,plastic,Automated Compactor Baler,564827.45,18.65,4.97
571572.89,textile,AI Optical Sorter,413112.0,21.04,5.35
263697.35,metal,AI Optical Sorter,195194.28,45.49,5.57
376020.89,textile,AI Optical Sorter,265324.75,47.64,8.4
468143.28,textile,IoT Weighbridge Scales,406542.93,44.21,7.74
768359.89,paper,Solar Decanter Centrifuge,605850.92,31.96,8.35
511554.26,plastic,High-Shear Pelletizer Extruder,431016.19,20.52,4.4
604467.22,paper,AI Optical Sorter,492295.34,35.14,5.94
127277.85,textile,IoT Weighbridge Scales,113924.44,40.6,4.82
770359.81,battery,Solar Decanter Centrifuge,670800.42,46.64,7.51
275432.83,metal,AI Optical Sorter,257092.97,38.9,4.84
76856.97,plastic,AI Optical Sorter,70124.52,34.78,3.17
314395.89,paper,IoT Weighbridge Scales,255909.56,13.4,1.56
466580.98,battery,IoT Weighbridge Scales,355881.47,17.66,4.04
258540.17,battery,High-Shear Pelletizer Extruder,195277.67,30.99,4.66
413276.11,metal,High-Shear Pelletizer Extruder,304520.78,23.68,4.14
357567.26,textile,AI Optical Sorter,268829.14,45.81,6.22
269741.4,textile,Solar Decanter Centrifuge,244791.45,44.63,5.88
134209.7,paper,IoT Weighbridge Scales,116423.26,38.39,4.13
160476.01,battery,IoT Weighbridge Scales,152338.38,34.0,3.42
639833.62,textile,High-Shear Pelletizer Extruder,546271.54,37.09,7.16
525527.73,battery,Automated Compactor Baler,488109.33,44.34,5.98
778238.04,metal,High-Shear Pelletizer Extruder,706733.14,21.75,5.16
53147.87,textile,Solar Decanter Centrifuge,47959.03,34.54,3.47
573957.67,plastic,Automated Compactor Baler,430042.82,36.49,6.41
197474.03,metal,AI Optical Sorter,154545.53,29.08,4.14
102013.75,plastic,High-Shear Pelletizer Extruder,78879.86,22.65,2.63
263021.5,paper,Automated Compactor Baler,242355.95,43.9,5.14
206886.69,metal,AI Optical Sorter,173127.58,34.71,4.43
513650.26,plastic,IoT Weighbridge Scales,417334.9,16.4,4.48
333085.46,plastic,IoT Weighbridge Scales,234545.42,39.06,5.48
229144.91,paper,IoT Weighbridge Scales,191181.91,45.24,6.3
497284.87,textile,High-Shear Pelletizer Extruder,357711.96,46.18,7.6
348408.33,textile,High-Shear Pelletizer Extruder,305114.18,15.35,3.4
62060.06,textile,IoT Weighbridge Scales,55483.71,46.32,4.98
284391.7,metal,High-Shear Pelletizer Extruder,242165.89,12.35,2.17
635154.93,battery,AI Optical Sorter,597920.69,18.5,4.15
301120.89,metal,High-Shear Pelletizer Extruder,225695.91,19.85,4.62
523683.38,battery,Automated Compactor Baler,429694.63,42.1,8.14
542581.28,textile,High-Shear Pelletizer Extruder,419462.46,31.85,5.89
289408.28,battery,IoT Weighbridge Scales,240439.84,25.05,3.63
436802.08,textile,AI Optical Sorter,329961.29,25.67,3.86
320298.8,paper,IoT Weighbridge Scales,250165.73,30.07,3.82
589021.54,metal,Automated Compactor Baler,447583.88,28.8,6.19
200036.92,paper,Solar Decanter Centrifuge,183786.87,41.43,6.01
374989.62,plastic,IoT Weighbridge Scales,268311.65,15.23,3.75
672069.05,battery,High-Shear Pelletizer Extruder,599417.57,24.69,5.68
588243.95,paper,IoT Weighbridge Scales,486172.78,30.34,6.51
593982.93,plastic,Automated Compactor Baler,506146.38,44.32,6.41
52661.74,battery,Solar Decanter Centrifuge,37255.18,30.15,2.42
653175.34,plastic,AI Optical Sorter,585599.2,21.71,5.85
177497.22,paper,Solar Decanter Centrifuge,135939.95,19.19,3.69
60495.06,plastic,Solar Decanter Centrifuge,52833.75,40.52,4.13
544335.14,paper,IoT Weighbridge Scales,475929.33,34.82,5.23
135985.85,paper,Automated Compactor Baler,117486.15,17.58,2.03
259947.22,battery,AI Optical Sorter,184744.66,38.78,4.28
414623.52,textile,Automated Compactor Baler,304725.17,14.71,3.13
667037.16,paper,Automated Compactor Baler,602865.39,24.93,5.03
409967.37,metal,IoT Weighbridge Scales,360899.82,39.18,5.97
312651.44,plastic,High-Shear Pelletizer Extruder,267511.09,29.14,3.56
634522.45,battery,IoT Weighbridge Scales,563713.21,43.15,7.66
