investment,equipment_cost,recycling_volume_kg,energy_savings_kwh,roi,npv,irr
120614.33,158678.87,31744.51,5748.62,150.0,935768.65,21.79
631542.33,283640.61,14378.41,2596.17,-20.0,-365013.31,3.01
180206.7,427554.02,31207.49,2027.81,128.24,499938.82,9.13
218348.91,439057.09,37393.81,6662.11,150.0,771265.79,10.89
436520.9,145748.27,48993.09,8012.95,150.0,1272420.22,15.96
336690.26,426831.1,38187.67,3111.39,124.79,607030.23,8.99
455225.21,109257.65,6441.57,7283.07,-12.79,-171393.57,3.49
304136.26,413628.5,49784.83,950.87,150.0,994613.84,11.95
499383.37,404990.03,39658.59,7647.97,111.74,624778.18,8.47
381545.19,237849.56,30153.45,9744.62,150.0,637398.68,10.16
361169.91,463109.07,14198.49,9892.93,9.21,-105412.55,4.37
686750.5,242485.51,31056.13,2870.81,51.31,193521.82,6.05
310465.16,74506.18,6588.46,3607.18,0.85,-74957.19,4.03
774712.7,311826.16,6026.64,8551.92,-20.0,-677134.45,1.89
621299.25,481210.68,33839.09,1916.71,35.66,91839.53,5.43
500094.19,331278.85,2384.97,346.12,-20.0,-742140.08,0.54
172932.85,140798.93,22047.91,4976.92,150.0,553759.18,13.85
181126.23,343227.96,30210.77,3085.75,150.0,574862.81,10.5
62976.89,57271.0,20193.04,1708.95,150.0,606004.37,30.25
407978.63,321527.65,27814.63,2465.52,72.18,273532.48,6.89
376631.37,314734.98,43181.9,7581.49,150.0,955766.57,11.93
575730.03,193900.64,18887.51,8818.29,38.67,82627.65,5.55
87281.4,494231.67,33554.4,6875.15,150.0,721960.05,11.23
86097.95,310654.05,24754.12,1236.63,150.0,472979.48,10.98
314025.91,447350.94,27949.43,4251.48,72.77,289021.59,6.91
119048.05,362778.33,35439.69,6217.63,150.0,869878.18,14.05
534749.51,228216.51,30070.28,2487.28,77.28,317146.14,7.09
944196.11,302621.37,16248.43,4606.86,-20.0,-585014.5,2.66
815400.55,97575.71,15348.95,6859.18,-6.01,-227742.94,3.76
349714.75,400400.81,7392.22,7674.32,-20.0,-315389.99,2.9
114934.13,26044.45,45012.95,5897.12,150.0,1527945.63,45.0
384235.55,131645.43,31227.4,5188.22,150.0,668206.12,11.5
992017.89,491943.67,32116.2,4540.13,1.16,-285236.14,4.05
516583.92,347589.95,5977.15,3417.85,-20.0,-579442.14,1.65
121508.63,55213.16,10596.12,4955.48,150.0,301604.61,13.56
795535.61,253038.03,17438.35,1007.06,-20.0,-432624.79,2.94
572780.75,150208.92,31131.77,9776.44,123.57,567768.54,8.94
155748.61,121820.19,24181.63,9692.42,150.0,775302.32,19.0
783219.29,451150.01,17352.03,9921.98,-16.14,-407782.11,3.35
147691.18,45426.99,42924.53,9287.2,150.0,1486142.48,43.56
136056.09,74445.16,2625.53,1224.17,-20.0,-92069.16,2.82
248948.83,485636.78,33725.15,7829.82,127.1,597552.96,9.08
787332.43,276835.4,40076.96,6038.91,77.08,440635.24,7.08
348818.79,289332.85,27141.92,8269.84,119.64,481106.26,8.79
982640.86,217300.43,38406.14,1177.68,38.97,131700.51,5.56
787989.8,198280.12,2930.12,3759.81,-20.0,-796756.42,0.96
630110.61,77240.08,46277.69,961.19,150.0,886249.7,11.29
933506.38,359426.01,17155.9,4029.35,-20.0,-614166.73,2.63
753768.9,308706.13,33910.5,4013.81,46.98,184536.78,5.88
513422.81,495136.39,11482.22,4294.99,-20.0,-515983.28,2.45
327232.03,387253.53,38436.62,3065.97,141.51,663426.84,9.66
127320.8,25487.68,21945.08,4221.31,150.0,693091.05,27.73
988970.38,245505.0,13564.5,8934.05,-20.0,-560096.51,2.74
516514.55,307604.3,5687.77,3952.58,-20.0,-536398.17,1.75
947012.49,302962.58,17880.59,6331.54,-20.0,-491462.97,3.04
914890.54,151515.49,25750.72,9595.17,29.62,37387.15,5.18
213776.34,365438.68,31109.57,6860.82,150.0,640942.14,10.55
383658.65,170662.1,34526.27,2312.32,150.0,672827.79,11.09
448672.01,110323.83,1406.94,9706.56,-20.0,-278714.22,2.51
460117.83,485287.81,7875.85,5956.19,-20.0,-535426.54,2.17
240925.33,399235.58,39401.45,1303.55,150.0,728274.95,10.71
916461.23,113422.23,31035.89,9859.21,56.79,259603.45,6.27
888276.71,479150.69,17787.34,1234.64,-20.0,-734182.64,2.32
228929.53,260237.55,39868.25,1671.51,150.0,903926.17,14.27
676744.96,175317.25,17718.9,6686.79,11.92,-90526.93,4.48
493649.45,409775.98,8640.01,7941.49,-20.0,-419952.09,2.68
111023.49,113145.86,33151.34,8578.27,150.0,1106425.17,29.73
290045.65,177051.97,27318.92,2273.41,150.0,514515.23,10.53
820598.45,391345.59,8119.29,4745.53,-20.0,-822705.97,1.61
786086.38,181918.17,32022.23,692.09,42.74,135347.02,5.71
628254.32,93273.43,41698.58,3683.4,150.0,781880.83,10.44
317476.17,423626.71,3457.06,4086.77,-20.0,-525873.52,1.45
401503.36,156704.18,45675.96,7559.1,150.0,1173032.6,15.54
110727.01,363049.98,26837.66,9028.51,150.0,653329.61,11.92
347298.34,295597.76,25537.01,4997.7,92.14,343505.93,7.69
483300.13,118702.15,38029.79,4623.09,150.0,799405.97,11.66
960590.46,145188.05,34454.45,9419.03,57.98,289182.44,6.32
680285.41,438211.0,41546.57,3729.15,67.87,380849.03,6.71
620117.74,95005.44,27240.77,2458.14,72.2,268262.7,6.89
756549.97,273468.04,21150.14,2834.21,-4.48,-244326.68,3.82
998763.56,54421.05,3134.47,2329.12,-20.0,-891009.68,0.77
972518.84,490034.32,33091.46,8825.05,14.26,-128078.97,4.57
253263.64,486580.21,7996.46,1191.03,-20.0,-439927.24,2.03
156600.96,295101.4,39267.75,3793.34,150.0,971841.97,15.79
979001.19,228521.67,8371.98,4766.47,-20.0,-809207.44,1.65
695085.31,419468.37,23479.65,6017.35,5.73,-173547.49,4.23
303977.48,330039.93,49312.63,680.73,150.0,1055863.83,13.35
892204.14,289895.6,13352.83,9557.92,-20.0,-499958.78,2.89
509186.59,179211.32,9893.38,2595.63,-20.0,-290454.27,2.9
841206.59,314916.8,45749.04,2473.29,74.59,455759.78,6.98
165081.65,22922.01,25885.24,9983.41,150.0,929655.64,29.78
710217.01,168029.4,43966.07,7860.88,139.61,802192.89,9.58
64644.41,412093.03,15725.81,1666.8,50.68,96895.99,6.03
265014.3,244918.31,21818.53,3031.1,99.68,303159.1,7.99
213607.41,385870.78,49515.38,7822.36,150.0,1268370.94,15.61
331140.12,137508.3,11665.63,1539.61,15.65,-35856.59,4.63
573764.02,310592.18,35569.63,6866.09,94.23,487293.03,7.77
327716.65,178549.28,34394.21,3624.59,150.0,747837.61,12.41
251992.03,199681.35,14332.12,1065.46,41.93,60255.29,5.68
838631.96,429493.47,11767.76,834.77,-20.0,-848752.7,1.66
751886.07,121533.74,20278.34,828.53,1.52,-165364.45,4.06
264956.11,400593.09,40415.43,2229.43,150.0,759479.79,10.73
369118.15,84434.44,4634.46,9923.28,9.06,-58543.42,4.36
672814.25,280206.32,38509.43,8432.76,98.28,555931.0,7.93
816379.03,27938.94,10153.59,6618.07,-20.0,-341180.92,2.98
406971.38,491591.67,33604.83,9574.18,90.91,471280.55,7.64
241374.16,434699.37,16746.26,9897.74,49.19,129374.45,5.97
199804.24,267843.11,39849.38,4439.9,150.0,991125.7,15.63
494679.86,493450.78,21840.1,6119.91,12.52,-100310.5,4.5
101812.68,424260.84,32760.23,4159.4,150.0,685388.07,11.54
65361.06,304001.03,1620.23,211.8,-20.0,-309300.73,0.81
635293.63,110728.19,10402.49,6602.06,-14.19,-234821.06,3.43
101012.33,170434.67,8322.16,5885.73,95.35,151990.91,7.81
678676.9,366145.21,13506.33,1074.65,-20.0,-560699.28,2.32
124749.47,224552.74,47346.38,2333.74,150.0,1313448.56,23.84
293904.52,68426.63,30672.94,6862.75,150.0,843054.22,16.66
660784.65,433342.52,24834.87,1517.68,0.63,-214922.69,4.03
324934.87,337966.39,31042.98,5403.83,123.48,520091.95,8.94
698816.2,325947.61,44184.92,5942.96,100.65,617156.66,8.03
789671.29,139379.43,34230.95,9041.5,85.79,449280.93,7.43
416445.71,393970.01,36514.68,783.36,94.39,447586.93,7.78
602432.89,82490.89,48398.64,8151.79,150.0,1152917.44,13.44
154237.61,78440.96,30129.22,3579.91,150.0,875609.27,23.86
83160.57,279987.92,20004.41,1190.55,143.95,344283.0,9.76
811824.37,459236.85,38073.1,8259.74,46.8,218937.53,5.87
255666.04,146515.02,11217.85,7697.62,75.96,162936.94,7.04
950521.22,364081.86,44191.87,6459.25,57.61,339921.71,6.3
418276.91,224365.58,4690.75,508.28,-20.0,-471271.14,1.34
710701.82,230445.87,28058.54,5665.08,44.76,146818.11,5.79
313507.02,248428.41,24067.25,4006.59,103.41,350842.62,8.14
829641.61,236558.72,30578.58,8976.1,47.15,186610.37,5.89
872921.94,447402.66,14230.24,542.83,-20.0,-824373.91,1.88
298013.46,153779.53,45558.66,6562.58,150.0,1251593.14,18.89
127618.76,84981.73,8628.13,6378.13,150.0,233017.52,10.5
748643.32,432629.08,47091.19,2176.7,74.95,469055.8,7.0
344283.86,135354.98,18579.32,9163.72,121.94,370435.08,8.88
596356.94,374332.11,25015.84,482.81,11.02,-110134.24,4.44
110985.71,278203.06,36220.66,2310.24,150.0,895414.05,16.53
735814.1,409119.57,21182.98,7514.91,-1.68,-245995.96,3.93
433828.45,345608.3,38435.86,9920.88,147.76,762667.87,9.91
378126.83,217299.57,9115.38,2199.92,-20.0,-233366.46,3.05
708725.25,460181.88,20335.64,1962.48,-20.0,-431741.8,3.16
320844.52,238424.82,15241.87,2489.08,29.18,17638.58,5.17
749185.26,23765.56,27422.3,7978.91,81.75,348852.98,7.27
302916.87,309579.93,33776.11,6619.24,150.0,692370.14,10.67
473557.15,186357.43,41960.28,7632.77,150.0,946987.5,12.2
355192.41,69449.21,4518.57,1123.9,-20.0,-244365.7,2.13
603725.89,44797.84,17509.42,7581.36,49.82,127332.43,5.99
329630.76,386387.88,37527.88,2609.11,133.68,620108.47,9.35
742381.07,378932.79,20475.24,2262.12,-16.34,-372232.41,3.35
545207.27,462270.84,32341.22,1894.64,42.07,135507.85,5.68
698619.08,225057.45,29984.91,7393.83,61.98,271080.9,6.48
539199.98,410712.31,36385.62,6227.72,82.46,434137.13,7.3
193253.18,421255.57,46859.37,1542.26,150.0,1012753.07,13.26
513829.07,144266.6,37971.64,7271.97,150.0,804796.48,11.13
183840.86,440973.09,9867.68,8013.14,5.59,-97959.45,4.22
484131.34,177570.7,8753.72,1842.62,-20.0,-320475.58,2.58
678796.03,284206.59,6982.19,1304.44,-20.0,-694791.47,1.4
118695.05,377008.33,35882.22,772.62,150.0,740577.93,12.49
582256.57,60644.55,45283.54,9089.75,150.0,1111689.78,13.67
713321.34,464570.68,40761.2,8319.68,68.26,404771.34,6.73
591222.46,166908.42,11672.16,3406.56,-20.0,-280392.37,3.16
647070.66,102875.14,13673.37,4787.0,-3.36,-171219.89,3.87
271397.59,302548.96,46235.63,7531.28,150.0,1175620.93,15.27
683105.28,299706.31,24909.45,2028.33,13.91,-88842.78,4.56
899974.93,139297.28,5474.14,7550.15,-20.0,-672617.5,1.77
216834.76,198510.08,2385.96,1543.27,-20.0,-297399.11,1.42
214543.45,46116.86,33176.19,8402.68,150.0,1066571.13,25.51
404649.64,439796.71,11453.98,3388.83,-20.0,-374537.09,2.79
193200.14,317868.41,21573.61,6210.18,115.86,369869.99,8.63
773591.16,281937.45,31753.89,9365.45,54.47,246497.17,6.18
334111.09,192398.69,36167.46,6190.79,150.0,849251.18,13.09
219606.26,200550.71,23924.06,4310.02,150.0,495030.69,10.91
219361.07,463726.44,38353.62,4917.29,150.0,736358.79,10.41
696057.98,450695.68,7672.53,2653.66,-20.0,-822791.29,1.42
565566.18,403524.98,2776.49,9843.38,-20.0,-639052.03,1.71
482161.27,192430.95,15343.5,1908.7,5.15,-108138.85,4.21
801995.21,478598.8,21268.59,9533.72,-7.08,-330387.41,3.72
832607.73,250904.54,34027.28,4462.84,45.83,178219.92,5.83
580787.24,47862.24,35116.91,717.68,140.83,580342.43,9.63
826230.7,415974.53,12616.79,3371.9,-20.0,-733238.26,2.05
507244.86,306398.2,15080.33,6006.37,0.92,-157956.22,4.04
332897.72,46635.55,1123.85,1191.28,-20.0,-312853.38,0.88
802638.17,481487.03,21921.34,5224.3,-15.24,-415003.1,3.39
189505.76,284495.05,8088.09,6189.9,11.7,-51220.05,4.47
936595.73,113935.3,38463.62,430.32,56.84,265157.68,6.27
406722.38,73159.28,18271.3,1900.66,73.7,185743.0,6.95
404639.74,220410.95,15728.97,6634.9,38.79,67706.76,5.55
922909.45,212285.78,10424.81,2853.08,-20.0,-713048.3,1.86
861300.78,294387.07,23295.54,1666.44,-10.01,-325161.3,3.6
477240.94,153676.16,47214.99,8863.89,150.0,1183812.59,14.41
129707.41,267993.67,12027.86,4225.62,60.41,111730.76,6.42
883005.6,273206.97,17376.55,2237.31,-20.0,-512889.14,2.79
810308.62,319768.65,23935.21,2331.35,-3.8,-261913.0,3.85
367534.06,480724.84,26484.41,4126.85,47.29,149433.8,5.89
545350.94,393914.48,17665.34,1951.32,-13.84,-292992.23,3.45
605689.31,339297.97,35923.18,8843.48,89.64,486031.61,7.59
402615.41,56170.35,47959.08,4463.12,150.0,1275770.8,18.94
642094.63,339826.56,27779.17,2211.52,26.99,13829.16,5.08
767385.9,405800.95,28095.8,4987.9,14.53,-100179.05,4.58
158241.27,60296.8,17638.68,3246.29,150.0,457853.01,15.5
955973.63,396138.92,33336.29,5272.95,16.48,-94424.15,4.66
208999.15,489659.2,19376.99,1247.87,23.23,-11146.92,4.93
519108.95,439519.05,44477.26,307.47,98.15,558208.53,7.93
891980.96,150312.42,2909.65,8508.34,-20.0,-739717.6,1.45
870673.42,306190.92,29147.25,8168.58,26.08,8024.8,5.04
796994.08,447250.63,28084.62,9682.94,19.28,-59140.64,4.77
996339.49,75941.41,42627.64,5098.26,83.22,496552.79,7.33
418188.02,314274.71,3742.31,5163.32,-20.0,-481762.19,1.71
877346.04,122461.53,21893.1,9406.91,21.29,-31444.16,4.85
457135.65,192016.46,22586.3,5290.64,72.32,244126.27,6.89
650391.78,404332.54,23153.01,8211.31,16.65,-72244.36,4.67
557034.63,182470.64,33239.59,7233.68,120.38,561873.0,8.82
580146.53,47175.19,9324.26,2995.92,-20.0,-239103.64,3.1
318494.33,343241.98,1899.08,7605.68,-20.0,-415081.43,1.87
302075.35,168810.49,26867.58,2316.07,150.0,496431.49,10.29
890247.75,60977.01,22774.74,8524.34,28.64,25916.29,5.15
635051.7,160318.17,21617.25,7125.6,42.39,108979.98,5.7
974597.71,448706.58,17779.21,9982.34,-20.0,-580773.4,2.97
53329.43,33262.28,41368.19,2154.73,150.0,1368982.59,45.0
107730.8,133831.08,21878.91,7359.55,150.0,677272.54,19.05
643118.75,134058.18,25660.25,9276.9,76.13,315921.39,7.05
824257.39,175131.1,49130.96,7144.48,130.38,839174.91,9.22
109326.89,36877.14,9251.99,7332.99,150.0,343461.27,16.78
224551.98,265513.65,5569.75,9224.68,4.77,-80050.46,4.19
376762.58,455903.39,47298.91,260.06,142.35,778796.07,9.69
490928.43,31834.91,45525.95,5280.39,150.0,1148796.3,16.02
121196.81,72932.83,19791.94,9414.3,150.0,703101.29,23.15
708263.69,436457.06,18956.38,623.49,-20.0,-486442.01,2.88
975601.76,28243.04,47434.93,3813.04,112.22,697349.72,8.49
59585.88,350795.47,49046.47,9663.13,150.0,1485652.15,23.14
202890.16,106998.95,28711.41,6445.59,150.0,818931.8,18.25
752447.02,106904.17,47991.35,6459.64,150.0,924129.78,10.4
854694.57,279231.54,21299.57,9776.39,5.7,-176854.91,4.23
603015.3,436099.32,47711.33,6818.48,114.83,743459.26,8.59
571491.74,21685.21,2960.96,2168.34,-20.0,-440742.34,1.29
226708.01,142284.22,15941.8,3728.64,113.93,261365.36,8.56
449510.81,67455.84,3075.73,6804.66,-20.0,-249568.16,2.59
560468.08,233189.22,32087.56,8311.26,103.24,494438.01,8.13
456308.26,327737.34,47725.04,8428.32,150.0,1037559.48,11.64
454700.77,329464.08,9676.48,5693.12,-20.0,-319378.49,2.97
982261.88,268791.26,46454.28,4191.88,67.86,425935.57,6.71
998902.59,298025.62,3071.18,5950.2,-20.0,-1050153.9,0.95
310844.06,35591.03,41221.81,2902.15,150.0,1122076.88,21.23
806721.13,158344.44,10521.99,9744.57,-20.0,-374526.43,3.07
393563.06,308660.58,30889.09,5692.64,111.27,482465.86,8.45
918960.96,343731.71,20782.92,8651.33,-9.49,-350107.83,3.62
222009.75,281233.64,47576.97,6328.9,150.0,1263042.13,17.58
826120.03,333709.15,42129.17,9455.98,78.83,496482.11,7.15
309275.64,101437.32,24715.55,7078.25,150.0,597652.58,12.3
265831.69,21968.7,17803.82,9694.82,150.0,548677.97,14.56
710219.09,212636.21,10436.23,3689.68,-20.0,-480279.29,2.4
211347.46,71026.79,45430.38,9976.97,150.0,1498454.43,31.59
205908.72,46170.83,17156.82,4724.26,150.0,443364.96,13.82
244580.18,164683.96,10842.67,7787.75,69.68,145280.09,6.79
726949.05,324776.73,19973.67,9108.6,6.7,-155650.47,4.27
971055.91,103346.87,11927.62,5351.18,-20.0,-541408.46,2.48
136688.04,229495.23,29507.77,5316.32,150.0,762611.7,15.44
364363.15,280373.99,47981.25,2218.97,150.0,1036810.34,13.06
672089.79,40830.41,4254.4,5607.92,-20.0,-434189.39,1.96
149692.22,30726.46,9404.14,5735.52,150.0,276140.9,12.68
718173.91,117189.71,33744.71,1988.27,78.82,357497.09,7.15
632784.56,217740.65,33036.18,9951.52,100.18,509058.83,8.01
940926.12,22055.24,44386.5,851.61,98.55,563810.61,7.94
955394.26,155276.33,19719.71,1098.05,-20.0,-415117.2,3.14
156659.12,368835.47,47272.28,6185.34,150.0,1227011.2,16.71
730057.51,385745.48,13877.9,643.25,-20.0,-629404.48,2.18
51779.11,188311.66,12831.75,810.71,137.27,214815.19,9.49
220551.88,79759.47,45829.04,1574.62,150.0,1292758.23,26.57
560766.04,304690.86,27630.98,1170.75,39.75,100331.26,5.59
352858.44,44609.76,20387.83,2048.27,133.46,343523.43,9.34
583550.91,352548.03,27073.87,4455.52,37.2,89472.72,5.49
417966.75,424012.05,11749.04,7395.34,-14.35,-266074.94,3.43
769608.21,221216.0,15567.73,4811.31,-18.66,-347225.15,3.25
138553.23,42046.42,6468.56,2034.02,86.01,87658.01,7.44
528967.98,427585.59,12546.47,9364.59,-14.89,-306410.38,3.4
957162.51,480274.21,42040.57,3765.49,32.16,79544.71,5.29
119049.72,293032.99,28375.39,8529.76,150.0,755263.52,14.19
996191.5,263915.51,17915.0,2021.84,-20.0,-603671.54,2.61
54559.83,264374.57,28220.41,8284.4,150.0,837274.2,18.16
529348.12,459904.81,31776.09,8435.3,62.1,291243.27,6.48
190886.65,430561.34,34082.05,1868.28,142.1,579986.88,9.68
230275.38,464720.3,2578.55,4732.84,-20.0,-494103.46,1.45
347801.53,339237.17,42141.84,3731.71,150.0,832570.27,11.08
455556.98,491320.54,39411.91,8992.6,105.39,606114.32,8.22
466824.11,132356.58,21181.31,7217.7,86.38,292580.47,7.46
153958.88,149825.17,3285.16,4437.01,-10.22,-85998.09,3.59
836073.45,31838.57,34090.85,9338.46,99.22,512779.11,7.97
275081.47,352944.72,48779.99,9630.32,150.0,1258177.51,15.04
273182.73,68158.91,8265.84,7079.95,65.14,108793.99,6.61
739470.93,343633.55,17467.84,1863.81,-20.0,-445630.26,2.95
601723.04,252166.61,36712.87,4525.33,98.63,500483.09,7.95
371707.71,160869.72,11362.05,2804.31,6.47,-79791.03,4.26
140088.92,186491.37,2791.92,2026.86,-20.0,-183272.09,2.2
759431.92,176225.11,33743.61,7225.46,76.44,382630.04,7.06
602126.08,480174.92,2050.55,7438.8,-20.0,-834503.5,1.15
960847.31,433890.43,9226.74,3402.84,-20.0,-1000080.95,1.42
213829.25,308628.01,35897.21,3307.32,150.0,775054.65,12.44
562531.25,351641.87,21645.65,8569.35,28.75,25727.38,5.15
782972.44,51039.46,31435.14,2506.19,69.2,292873.93,6.77
579642.35,479306.45,44074.04,4164.26,88.68,536597.58,7.55
326938.17,132514.76,27093.23,1319.63,150.0,491651.54,10.37
571811.26,20640.15,16868.63,2355.36,32.94,36462.35,5.32
972657.85,369076.31,18133.02,1109.88,-20.0,-699746.62,2.4
540960.56,122454.98,27285.05,8386.55,112.72,463495.77,8.51
635002.92,324218.44,27510.48,9287.2,50.94,196917.07,6.04
935307.55,266107.14,15982.21,4703.95,-20.0,-546320.6,2.73
227230.02,325445.27,25504.52,1212.34,102.71,341941.41,8.11
237765.39,250223.34,44491.86,5750.63,150.0,1159741.17,16.91
697458.25,182733.7,28999.16,4584.32,55.65,213805.72,6.23
676173.42,44276.27,25171.71,3100.73,61.4,208110.55,6.46
359875.81,481240.37,9952.05,3250.2,-20.0,-425500.57,2.48
534397.95,434252.94,21416.83,7489.88,17.16,-62376.1,4.69
863555.39,168807.85,20244.76,3694.25,-5.92,-256795.46,3.76
841213.02,41286.49,16112.63,6858.2,0.91,-171371.48,4.04
587171.32,229418.89,27457.46,2136.33,50.75,166440.59,6.03
459180.79,260817.43,45158.27,2756.18,150.0,878612.51,11.12
874437.08,329235.87,1996.7,7301.39,-20.0,-960994.92,1.01
83774.28,498742.94,43759.2,3113.97,150.0,977183.02,13.41
294540.67,203091.72,18452.18,3848.91,80.79,220803.9,7.23
352362.72,318144.04,9048.92,8490.62,-4.65,-160000.78,3.81
821782.36,248711.94,42783.77,2622.02,77.21,444316.57,7.09
66687.18,317219.8,23437.56,5758.21,150.0,549463.02,12.18
904372.44,485564.28,32088.2,7687.74,14.71,-116756.5,4.59
129618.01,97143.48,36927.04,4427.38,150.0,1132533.04,30.03
473667.01,168131.69,30760.46,2014.62,113.11,450413.68,8.52
645570.47,103423.45,4127.48,3437.51,-20.0,-526565.73,1.49
269583.32,446715.99,3692.72,1930.81,-20.0,-544720.59,1.2
571283.63,250912.25,3246.75,271.07,-20.0,-705513.68,0.71
988664.54,336240.66,18904.9,4810.24,-20.0,-568074.76,2.86
303222.61,185539.42,32803.18,8851.56,150.0,836563.58,13.58
224923.52,423373.52,6956.27,2306.92,-20.0,-356949.48,2.25
85316.52,87589.69,45947.85,4702.5,150.0,1499127.99,45.0
123782.57,480668.88,44070.62,7595.89,150.0,1073188.0,13.9
936799.15,125662.12,41982.1,6961.91,87.59,529109.98,7.5
876271.29,402517.55,17978.26,7789.11,-20.0,-482044.24,3.12
299333.49,177724.24,6287.38,9363.75,14.9,-39355.95,4.6
326453.2,269898.78,20175.31,9607.3,92.11,318513.24,7.68
368296.71,393701.99,42915.39,4468.94,150.0,801524.55,10.28
409263.22,378917.99,45731.9,7598.33,150.0,945897.32,11.02
265770.05,446387.72,19991.5,5847.05,43.94,106387.93,5.76
839863.84,110429.49,39441.0,6042.4,95.47,533009.81,7.82
898674.56,102545.79,21613.43,8361.86,16.8,-67384.07,4.67
68270.12,73856.66,49537.7,2947.86,150.0,1609705.05,45.0
976766.03,107615.14,18693.63,7578.12,-5.77,-268412.75,3.77
674889.49,298938.75,26965.06,8465.72,43.76,144119.81,5.75
273201.13,232386.04,8617.16,6040.23,8.28,-68436.36,4.33
288017.2,180244.19,24091.29,462.35,121.62,360425.71,8.86
137341.04,349246.03,22019.53,8674.94,145.81,468531.71,9.83
709938.4,23888.45,31218.9,1118.5,85.38,352476.58,7.42
791886.52,495923.69,27028.74,6891.24,5.25,-205419.53,4.21
275448.45,230046.92,42948.67,1840.74,150.0,996195.52,14.88
302258.83,233808.16,35900.2,3883.66,150.0,775353.16,12.25
931345.67,65339.38,19169.41,7147.75,3.26,-174879.71,4.13
264687.43,335078.3,9046.63,748.61,-20.0,-274807.03,2.71
164964.93,466392.7,28035.79,8004.19,126.76,511872.54,9.07
366021.78,304476.15,25252.65,9468.23,102.43,413350.98,8.1
760195.9,370660.46,3271.31,5586.76,-20.0,-885996.58,1.08
493641.88,465364.29,13609.76,2844.37,-20.0,-428977.32,2.77
440778.94,136817.46,7330.01,8602.67,-1.38,-122742.5,3.94
580362.7,433454.11,41725.6,2964.02,83.69,473274.92,7.35
570350.57,59944.5,45847.34,4161.77,150.0,1025374.21,13.16
423992.37,165322.58,23572.52,2667.24,83.58,274587.33,7.34
406109.66,403974.58,41878.52,3180.99,131.49,687395.02,9.26
495563.71,439433.49,3580.99,8913.62,-20.0,-599928.31,1.8
258225.13,345698.84,29545.03,5618.82,135.83,533382.31,9.43
866392.21,68754.63,18004.37,5474.88,-0.61,-192956.21,3.98
