material,month_idx,supply_volume_kg,scarcity_index,disruption_risk
battery,19,2737.57,6.54,5.0
paper,25,4164.85,2.72,2.0
metal,25,3651.41,2.81,1.39
metal,32,4331.55,1.42,0.6
metal,25,3266.23,3.77,3.35
metal,18,4871.28,2.09,1.73
paper,28,4779.44,1.63,1.88
textile,8,4653.95,1.98,1.35
textile,14,4310.44,1.67,1.52
metal,16,4547.87,0.99,1.21
textile,5,3941.3,2.61,2.29
metal,30,5209.74,0.71,0.3
textile,28,4145.63,2.43,2.46
paper,30,4485.89,0.82,0.62
battery,6,2375.73,7.31,5.44
battery,16,2875.73,6.4,4.86
plastic,26,3626.84,3.94,2.87
plastic,19,4146.07,3.38,1.64
plastic,27,3439.86,3.62,3.07
textile,30,5045.58,0.78,0.04
plastic,29,4198.92,2.88,2.64
battery,11,1816.82,6.47,4.86
metal,1,4148.0,2.25,0.52
battery,30,2899.53,6.59,4.82
plastic,30,3984.03,2.89,2.57
plastic,22,3573.98,4.46,4.33
textile,12,4217.64,1.33,1.23
paper,34,4542.75,1.36,0.78
paper,11,5014.96,1.31,0.89
paper,11,4245.59,2.64,2.77
paper,8,4433.65,2.94,1.74
metal,8,3690.11,2.26,1.37
paper,5,4073.22,3.68,2.87
textile,2,3793.02,3.67,3.23
battery,30,3218.01,5.59,4.18
paper,21,5014.44,1.48,1.42
battery,14,2511.17,6.56,4.56
textile,18,4070.02,2.09,1.49
plastic,9,4115.0,3.01,2.19
battery,26,2393.94,8.0,5.56
plastic,20,4324.53,3.39,2.89
plastic,31,3888.59,1.99,1.33
metal,23,3929.77,2.94,2.17
metal,19,4392.18,2.15,1.48
metal,8,4063.13,1.98,0.78
textile,21,4155.49,2.76,2.0
paper,20,4031.22,1.56,0.86
plastic,22,3942.88,3.52,1.9
paper,27,3927.49,2.3,1.89
paper,29,3944.77,1.9,0.78
plastic,32,4155.11,1.68,1.18
plastic,34,4050.97,1.81,1.3
plastic,22,3555.4,3.85,3.31
battery,9,2638.84,6.35,4.65
paper,23,3663.21,2.9,2.52
battery,33,2519.56,6.53,5.39
paper,4,3850.78,3.2,2.77
battery,14,3137.93,5.76,4.31
textile,20,4120.95,3.2,2.32
plastic,14,4539.67,2.9,2.56
battery,3,2159.12,7.44,5.13
paper,9,4431.27,3.2,2.79
textile,27,3777.45,3.25,2.05
battery,19,2789.13,6.58,5.13
plastic,2,3650.78,4.3,3.07
textile,14,4961.55,0.79,0.52
paper,30,4189.89,1.26,1.05
battery,6,1859.09,8.0,5.84
metal,5,4180.72,2.97,2.16
battery,3,2691.97,7.11,5.65
battery,22,1879.62,8.05,6.05
textile,16,4885.55,0.51,0.61
plastic,5,3329.43,4.38,3.22
paper,20,4066.36,2.25,1.96
textile,18,4141.79,1.1,0.97
battery,7,2913.63,6.84,5.0
textile,27,4466.08,2.75,1.97
battery,5,1577.28,8.12,6.32
paper,7,4125.19,1.98,1.23
textile,13,4303.66,2.14,1.1
textile,9,4555.94,2.45,2.23
metal,1,3806.74,2.9,1.59
metal,9,4114.1,2.22,2.26
metal,31,4590.41,1.74,1.03
plastic,35,3814.39,2.44,1.88
metal,10,4121.65,1.79,1.31
textile,24,4382.25,2.82,2.33
textile,1,4082.0,2.66,2.12
battery,13,3083.3,5.98,4.52
textile,32,4923.68,0.75,0.32
paper,32,4201.19,1.6,0.93
plastic,2,4188.11,3.55,2.81
metal,26,3968.75,2.59,1.42
plastic,29,3733.82,3.31,3.1
paper,28,4933.56,2.06,2.25
plastic,34,4320.52,2.25,2.03
textile,21,3678.31,1.58,1.05
paper,30,4247.55,2.64,1.58
plastic,11,4378.84,1.93,1.27
paper,29,4458.19,1.14,0.44
textile,4,4088.43,2.54,1.86
battery,33,2764.28,6.22,4.6
textile,5,3958.96,3.05,2.34
textile,32,4626.24,0.95,0.85
metal,34,4203.05,1.58,1.2
paper,6,4658.88,2.51,2.55
metal,5,4028.75,3.27,1.82
plastic,18,3975.1,2.72,2.03
battery,18,2433.59,6.34,4.88
metal,13,4110.58,1.24,1.5
paper,19,4727.95,2.39,1.62
battery,25,1902.65,7.68,6.42
plastic,25,3228.02,4.5,2.76
paper,19,4016.98,2.7,2.44
metal,13,5178.94,0.61,0.34
metal,32,4675.97,1.74,1.43
plastic,30,4288.38,2.31,2.14
metal,30,4609.69,1.71,0.8
plastic,25,2927.76,4.73,4.4
metal,5,3813.62,3.38,2.1
metal,21,5199.17,2.14,1.6
plastic,29,3978.31,2.65,2.22
battery,6,3115.31,7.31,5.6
metal,19,4786.56,1.72,2.05
textile,20,4178.17,2.26,1.23
battery,16,2624.56,6.05,4.09
battery,32,2988.43,5.7,4.68
paper,8,4585.61,2.23,1.27
metal,22,3447.41,3.44,2.66
textile,26,4396.09,2.11,1.35
plastic,32,3803.64,2.76,2.12
battery,9,3285.32,5.98,4.42
textile,21,3679.82,2.74,0.94
metal,2,3950.85,3.15,2.1
metal,22,3636.45,3.38,3.1
plastic,8,3939.02,3.25,2.73
metal,24,3793.43,2.75,1.5
plastic,7,4035.94,3.16,2.56
plastic,16,4210.34,2.32,2.02
plastic,21,4067.11,3.34,2.55
battery,6,1754.34,7.27,4.87
textile,24,4294.84,3.01,2.52
textile,30,4655.2,0.95,0.59
textile,10,4119.7,0.77,0.77
textile,14,4701.69,1.33,0.89
textile,9,4407.04,2.72,1.95
textile,30,4093.41,1.45,0.98
battery,14,2925.06,5.5,4.02
plastic,22,3611.86,4.22,3.91
plastic,35,4711.92,2.48,1.46
plastic,18,4001.77,2.7,1.74
plastic,13,4464.23,1.49,0.96
plastic,12,4290.99,1.79,1.58
plastic,31,4138.38,2.26,1.82
battery,18,2826.12,6.64,4.18
textile,11,4794.17,1.42,1.06
battery,31,2678.54,6.05,5.07
paper,9,4295.62,2.45,2.1
battery,3,2792.75,7.05,5.27
plastic,2,3893.12,3.79,2.86
battery,33,3223.77,5.44,4.18
plastic,20,3711.42,4.3,3.15
battery,29,2834.21,5.85,4.97
plastic,6,3392.44,3.84,3.84
textile,4,4143.32,3.46,2.79
metal,35,4482.93,0.89,1.14
plastic,20,3889.46,2.34,1.84
textile,20,4022.54,2.34,1.92
paper,23,3985.12,3.38,2.17
plastic,35,4671.32,1.88,1.98
plastic,25,3219.82,4.8,3.53
metal,10,3556.33,3.16,2.52
textile,8,4580.83,1.65,1.46
metal,14,5270.12,1.0,0.44
paper,15,4777.91,1.14,0.71
paper,32,4091.55,1.45,1.59
metal,29,4358.91,0.55,0.16
metal,26,3899.19,2.91,1.72
metal,21,4456.93,2.35,1.98
metal,4,4212.1,2.93,2.58
metal,18,4191.16,2.46,2.08
metal,14,4843.02,1.44,1.94
battery,28,2370.92,7.41,5.97
paper,12,4544.64,1.52,1.15
paper,4,4094.19,2.84,2.53
paper,4,3735.5,3.11,2.26
plastic,8,3760.24,3.97,3.34
textile,18,4290.28,2.25,1.58
paper,23,3408.27,3.06,2.86
metal,20,3695.97,1.94,2.31
plastic,14,4112.49,2.3,1.98
metal,28,3815.49,2.56,1.6
plastic,26,3737.77,4.54,3.27
paper,6,3795.62,2.85,1.86
metal,22,3720.59,2.94,1.57
battery,10,2610.49,5.92,4.27
plastic,13,4464.86,2.32,1.52
battery,31,3337.65,5.35,3.31
battery,18,2872.23,5.53,4.21
paper,17,4368.38,1.44,1.19
textile,11,5061.4,1.5,1.52
plastic,4,3150.23,4.36,2.63
battery,27,2595.76,7.3,5.95
metal,18,4825.33,1.47,1.16
metal,28,3852.05,2.65,2.12
textile,25,4117.93,2.66,1.77
metal,18,4515.75,1.78,1.4
paper,34,5145.84,1.8,1.68
textile,2,4285.96,2.28,1.72
paper,18,4527.94,1.52,0.99
battery,15,3282.58,5.84,4.02
textile,18,3821.34,2.27,1.87
textile,34,5003.9,0.67,0.04
textile,22,3784.68,3.38,2.4
paper,4,3635.75,4.13,2.71
battery,31,3242.19,4.89,3.91
plastic,7,3913.35,3.08,1.87
battery,31,3109.44,6.44,4.3
plastic,21,3249.94,4.37,3.48
textile,31,4558.95,1.42,0.93
plastic,18,3730.52,2.98,2.86
textile,3,4289.62,2.67,1.98
plastic,27,4140.9,3.79,3.05
plastic,19,4175.07,3.19,2.77
plastic,27,4151.04,2.9,2.13
plastic,30,3846.32,3.52,2.59
metal,16,4687.79,1.26,0.77
textile,2,3733.68,3.08,1.69
plastic,8,3955.3,3.23,2.33
battery,1,2736.57,7.04,5.35
plastic,24,2501.19,5.0,3.94
textile,35,4450.53,0.57,0.88
textile,2,3731.84,2.73,2.56
textile,10,4589.26,1.23,0.21
textile,17,4559.54,1.52,1.36
paper,27,4174.74,2.41,2.49
plastic,13,3549.24,2.37,1.58
plastic,35,4275.45,2.17,2.11
battery,24,2685.02,7.16,5.17
textile,6,4332.58,3.05,2.5
battery,28,3233.47,5.51,4.35
textile,24,3846.98,2.61,1.76
paper,1,4207.82,2.32,2.12
plastic,16,4068.87,2.51,1.04
textile,29,4477.71,1.6,0.86
metal,10,4681.96,0.84,0.65
battery,2,2344.59,7.12,5.79
paper,5,4487.39,1.94,1.53
battery,25,2398.13,7.87,6.05
plastic,15,4166.49,2.39,1.79
metal,16,4366.56,2.13,1.71
paper,10,4511.29,2.4,2.16
battery,4,1928.68,7.86,5.79
paper,8,4204.26,2.37,2.18
metal,24,3585.8,2.57,2.17
textile,14,4700.93,0.28,0.75
paper,14,5026.53,1.21,0.36
textile,15,4027.16,1.37,0.62
metal,26,4340.82,3.28,2.13
textile,4,4514.77,2.69,2.79
plastic,6,3726.54,3.92,2.71
battery,22,2528.74,7.54,5.0
textile,19,4523.57,1.63,1.92
metal,16,4312.93,1.05,0.42
metal,27,4195.79,2.44,2.08
textile,17,4415.61,1.04,1.08
paper,20,3950.78,2.25,1.6
battery,2,2525.7,6.91,4.52
battery,4,2276.21,7.69,6.54
textile,14,5086.39,0.23,0.0
battery,21,2224.19,6.49,4.97
paper,34,4647.46,0.47,1.0
battery,30,2754.26,6.38,4.36
battery,26,2889.47,7.3,5.07
textile,9,4249.49,2.81,2.17
battery,9,3298.99,6.08,3.96
metal,33,4286.28,1.55,1.53
battery,26,3156.82,7.16,4.75
paper,19,4088.17,2.29,2.35
metal,22,3657.45,3.19,2.82
textile,23,4014.89,3.14,2.9
metal,23,4298.87,2.46,2.27
paper,3,3889.49,3.1,2.73
plastic,12,4392.11,2.6,1.66
paper,16,4258.5,1.47,1.22
battery,23,1984.36,7.11,5.27
metal,31,4417.98,1.59,0.84
plastic,34,4462.96,2.15,1.75
paper,10,4429.53,1.42,1.04
battery,4,2955.21,6.8,4.9
metal,10,4293.55,1.78,1.12
textile,14,4088.52,1.71,1.41
metal,28,4331.04,1.68,0.79
textile,4,3762.46,3.14,2.63
textile,22,3866.48,3.12,2.02
battery,34,2886.45,5.57,3.55
paper,23,5129.92,2.63,2.24
plastic,7,3398.66,3.18,1.79
paper,14,4680.18,0.51,0.72
plastic,33,4086.99,1.9,1.6
battery,30,3141.33,5.9,4.77
textile,16,4407.14,1.99,2.24
metal,12,4727.0,0.7,0.44
textile,2,4662.83,2.78,2.24
plastic,27,3929.28,3.1,2.25
metal,2,4312.72,2.73,2.4
paper,28,4918.68,0.6,0.29
paper,9,3937.73,2.02,0.9
textile,22,3595.65,3.08,2.72
paper,15,4293.54,1.34,1.31
textile,29,3822.34,1.86,1.69
battery,33,3278.35,5.87,4.45
plastic,27,3740.12,2.64,2.48
plastic,12,3949.63,2.49,2.39
metal,28,4026.77,2.23,1.35
metal,32,4135.25,1.23,0.54
paper,28,4365.23,1.91,0.74
paper,30,4897.19,0.64,0.28
paper,1,3757.86,2.25,1.6
plastic,33,4288.45,2.23,1.91
metal,3,4217.16,3.27,2.27
plastic,28,4168.46,3.31,2.92
plastic,19,3486.42,3.58,2.76
textile,28,4192.03,2.03,1.31
paper,26,3494.45,2.89,2.22
paper,20,4200.28,2.03,1.28
plastic,19,3859.19,3.21,2.92
plastic,2,4327.16,3.27,2.76
plastic,20,3966.56,2.82,2.22
plastic,8,3880.23,3.51,2.64
battery,24,2492.22,7.49,6.12
metal,20,4400.11,2.37,1.24
paper,17,5437.81,0.49,0.75
paper,33,4519.02,0.51,0.0
battery,9,2149.25,6.54,4.5
paper,3,4085.05,2.7,1.46
battery,6,2410.69,7.46,5.9
battery,14,2857.9,5.93,4.7
paper,1,4783.38,1.95,1.48
textile,2,3909.6,3.08,2.67
metal,9,4249.62,2.96,2.75
paper,21,3971.3,2.65,1.8
battery,21,2592.22,7.21,5.66
paper,15,3859.55,1.83,1.42
plastic,25,3139.58,4.19,2.98
textile,17,4479.09,1.43,1.62
metal,9,4255.03,2.22,1.53
plastic,17,3580.6,3.49,2.93
battery,25,2757.8,7.2,5.91
battery,23,1787.43,8.7,5.78
textile,30,4530.22,2.2,2.17
metal,7,3857.63,3.06,2.72
textile,9,4141.35,2.68,2.17
paper,13,4445.57,1.99,1.5
metal,25,4337.26,2.55,0.92
metal,19,4156.71,2.37,1.31
battery,24,2184.9,8.53,6.78
paper,30,4756.86,0.67,0.63
battery,23,2938.29,7.09,4.8
battery,30,2801.44,6.13,4.49
plastic,35,3926.24,2.25,2.1
plastic,7,3814.96,4.06,3.62
plastic,6,3590.43,3.92,3.09
metal,21,4166.09,3.1,2.71
textile,24,3997.36,3.12,2.27
plastic,28,3656.53,2.97,2.66
battery,10,2954.06,6.56,5.3
battery,7,2220.72,7.3,5.66
paper,26,4141.87,2.38,1.26
paper,3,4155.07,3.03,1.66
textile,27,3670.22,2.67,2.17
plastic,3,3962.71,2.81,2.2
textile,4,3329.94,3.04,2.03
plastic,20,3221.94,4.11,2.6
plastic,22,3619.88,3.52,2.88
textile,26,4210.7,2.27,1.94
textile,7,4164.86,2.98,1.83
paper,22,4020.3,3.11,2.43
textile,35,4457.02,0.9,0.48
textile,15,4888.67,0.45,0.0
metal,15,4840.68,1.09,0.44
paper,25,3473.3,3.14,2.17
textile,28,4051.37,2.38,2.23
textile,32,4665.72,0.64,0.63
metal,1,4178.79,2.26,1.82
paper,23,3481.43,2.99,1.79
paper,26,4130.81,3.14,2.44
plastic,35,4182.05,2.64,2.17
battery,13,2799.15,5.77,4.58
plastic,18,4188.41,2.54,1.4
battery,14,3205.16,5.04,3.54
battery,9,2695.69,7.31,5.46
textile,35,4257.85,0.78,0.88
paper,20,4584.86,1.88,1.26
paper,18,4474.96,1.83,1.51
battery,28,3135.83,6.05,4.81
battery,21,2693.47,6.83,5.34
plastic,17,4026.65,1.9,1.74
plastic,20,3877.74,3.9,2.44
paper,9,3739.17,2.85,1.92
textile,5,4093.11,2.52,1.88
paper,23,3588.04,3.5,2.5
battery,14,3635.7,4.77,3.53
battery,20,3205.98,5.73,4.35
plastic,5,3176.47,4.22,3.18
textile,8,3908.34,2.7,2.45
plastic,32,4740.69,2.06,1.27
textile,15,4178.17,1.57,1.38
plastic,22,4310.49,3.82,2.83
textile,28,4827.71,2.81,2.42
battery,3,2624.38,6.82,5.5
paper,5,4361.89,2.43,1.94
paper,8,4139.98,2.55,1.85
metal,2,3911.87,2.2,1.01
paper,33,4972.16,0.22,0.0
metal,5,4036.09,2.9,2.29
plastic,18,4225.93,2.26,1.48
plastic,12,3932.16,2.34,1.54
metal,9,4390.05,2.41,1.95
paper,17,4324.89,1.01,0.55
battery,25,2601.84,7.07,5.78
battery,20,2222.28,7.69,5.92
metal,4,4777.64,2.73,2.65
plastic,14,4218.06,1.79,1.44
paper,2,3638.26,2.68,2.79
plastic,33,4419.38,1.68,1.67
textile,14,4685.81,1.18,1.02
plastic,25,3274.87,4.38,3.23
paper,13,4306.92,1.15,1.28
paper,33,4653.6,0.09,0.12
battery,23,1556.89,7.32,5.64
plastic,30,3769.5,2.9,1.71
metal,8,3900.07,3.02,3.08
plastic,6,3246.15,4.23,3.15
metal,22,4393.09,2.77,2.02
textile,3,3685.57,3.82,3.4
plastic,3,3293.18,3.72,2.81
metal,33,4701.1,1.33,0.15
metal,8,4421.7,2.35,2.46
plastic,2,3550.31,3.89,2.95
battery,16,3381.73,5.61,4.08
metal,10,3964.7,1.48,2.1
textile,5,4353.86,3.0,1.83
textile,31,4873.75,0.53,0.0
battery,10,3241.69,6.36,5.34
metal,19,4621.93,2.35,1.47
plastic,2,4395.86,3.21,1.89
textile,28,4443.95,2.48,1.96
battery,12,2605.58,5.65,3.84
paper,15,4949.55,1.29,1.0
paper,19,3684.73,2.71,1.89
plastic,5,2936.73,3.74,2.68
paper,21,3715.56,2.46,1.4
textile,26,3975.6,2.94,2.51
metal,17,4961.67,1.92,1.83
plastic,22,3752.52,4.16,2.87
metal,20,3772.1,2.51,2.03
plastic,9,3745.53,4.23,3.0
plastic,15,4045.11,2.64,1.9
paper,6,3932.31,2.52,2.17
metal,7,3625.88,2.7,2.2
paper,11,4415.81,1.88,1.08
textile,5,4089.52,2.28,1.18
paper,27,4877.26,2.03,1.38
plastic,33,4660.75,1.7,1.55
plastic,19,4369.12,3.31,2.24
battery,20,2700.73,6.24,4.63
battery,17,2937.75,5.39,4.88
plastic,35,4124.9,2.53,1.23
plastic,29,3582.54,2.76,2.65
battery,20,2371.17,7.65,6.58
plastic,2,3620.78,4.26,2.89
battery,11,2596.81,5.74,4.75
metal,8,4740.25,1.94,1.37
paper,5,4726.94,2.2,2.13
textile,9,4593.07,1.94,1.22
textile,24,3728.28,3.45,2.35
textile,8,4204.38,2.13,1.69
textile,5,3723.49,3.54,2.58
metal,29,5031.91,1.26,0.62
battery,30,3083.83,6.21,4.68
battery,7,2254.96,8.47,5.9
metal,26,3935.94,1.9,1.17
paper,11,4654.87,1.63,1.15
textile,1,3936.69,2.49,1.41
textile,4,4207.47,3.56,3.27
textile,9,4490.53,1.82,1.87
plastic,28,4539.37,2.39,1.97
plastic,28,3491.76,3.45,2.67
textile,13,4714.34,0.73,1.24
battery,10,3479.35,6.28,4.74
metal,30,4546.15,1.08,1.53
metal,16,5448.27,0.82,1.0
plastic,8,4005.78,3.05,2.61
metal,21,4192.18,2.78,2.36
textile,25,3425.59,3.77,3.6
paper,7,3729.69,2.87,2.36
paper,32,4615.42,0.56,0.25
metal,11,4039.3,1.93,1.73
plastic,10,4068.54,2.59,1.99
paper,6,3899.86,2.73,1.33
textile,30,4556.35,1.74,1.2
textile,9,4392.73,2.53,1.78
textile,2,3920.35,2.26,2.09
metal,18,4531.28,1.3,1.15
paper,15,5219.12,0.73,0.57
battery,20,2302.19,6.97,4.97
plastic,12,4114.76,2.47,2.12
battery,20,2947.4,6.73,4.58
metal,1,3992.6,3.16,2.39
paper,22,3767.89,2.88,1.62
plastic,20,4434.31,2.25,1.28
textile,23,4503.82,2.4,2.01
metal,17,4425.33,1.79,1.51
metal,23,4139.16,3.17,2.9
textile,21,4254.97,2.76,1.84
metal,16,4954.45,0.97,0.44
metal,12,4036.93,1.81,1.69
metal,14,4302.55,1.11,0.9
paper,15,4164.81,1.76,1.48
textile,19,4748.65,1.2,1.26
paper,6,3833.94,2.65,2.15
metal,24,3762.87,2.56,1.69
metal,14,4580.44,1.12,0.66
metal,9,4028.28,1.91,0.81
battery,28,2525.64,7.41,6.11
plastic,2,4022.23,3.41,2.59
textile,18,4879.41,1.5,1.08
paper,11,4342.09,1.47,0.84
plastic,8,3697.23,4.28,3.01
battery,5,3422.31,6.81,4.82
textile,30,4571.11,1.72,2.06
plastic,35,3985.94,2.53,1.64
textile,14,5011.76,0.11,0.0
metal,8,4129.16,2.15,1.81
plastic,32,3649.18,3.51,2.95
metal,27,3809.46,3.2,1.6
plastic,23,3779.16,3.95,3.45
paper,24,3770.84,2.6,1.9
paper,24,4277.91,2.72,1.95
battery,17,2844.01,5.84,4.49
textile,35,4347.03,1.31,1.1
textile,16,4854.72,1.2,0.0
textile,21,4159.05,3.06,2.39
paper,11,4577.84,1.06,0.37
paper,12,4470.83,1.73,1.61
metal,34,4541.37,0.58,0.19
textile,23,2793.7,3.64,2.55
paper,13,4759.7,0.83,0.81
plastic,6,3760.08,2.77,2.08
textile,19,4215.19,1.74,1.02
metal,3,4148.13,3.02,2.2
metal,10,4687.64,1.85,1.03
battery,4,1842.06,8.2,6.35
battery,2,2311.19,6.94,5.17
plastic,33,4538.32,0.91,0.46
plastic,29,4175.34,2.51,2.05
paper,21,4463.75,1.96,1.21
battery,25,2189.44,7.71,6.22
paper,22,3893.38,3.78,2.74
metal,10,4293.95,2.14,0.68
battery,1,3063.21,6.48,4.16
paper,14,5202.06,0.4,0.06
plastic,15,4284.56,1.38,0.45
paper,25,4355.8,2.19,2.11
plastic,30,4608.07,2.26,2.22
metal,23,3869.31,2.67,2.32
textile,13,4833.23,1.48,0.96
paper,29,5050.85,1.24,0.98
plastic,8,4317.16,3.1,1.9
metal,10,4035.24,1.74,1.12
textile,1,4895.28,1.69,1.24
textile,13,4682.52,1.05,1.12
textile,2,4011.45,2.43,1.91
textile,32,4792.28,1.88,1.71
metal,5,4388.86,2.44,2.17
battery,11,2715.91,5.8,3.85
battery,7,2419.94,7.24,5.64
textile,26,3799.64,2.68,2.01
paper,33,3996.29,0.68,0.21
plastic,33,4501.06,1.61,0.9
battery,33,2839.08,6.33,4.85
textile,29,4480.12,1.93,1.48
textile,12,5076.21,1.63,1.0
textile,23,3981.9,2.58,2.3
textile,10,4481.03,1.68,1.49
textile,32,5533.15,0.51,0.18
textile,33,4296.66,1.22,0.33
metal,1,3956.15,2.07,1.59
paper,34,4473.69,0.7,0.12
metal,11,4150.89,1.33,1.28
paper,4,3619.39,2.99,2.44
textile,28,4681.03,1.68,1.37
plastic,23,3333.35,4.09,3.19
textile,27,3732.46,2.51,1.81
plastic,16,4721.01,1.88,1.38
battery,5,2115.57,6.91,4.75
paper,28,3835.39,2.37,1.78
metal,28,4202.8,2.15,2.49
plastic,28,3959.62,3.38,2.15
metal,9,3707.54,1.71,0.59
paper,9,4389.11,2.03,1.23
metal,8,3430.75,2.82,2.33
plastic,35,4027.39,2.72,1.59
battery,10,2087.58,6.88,4.56
battery,6,2342.37,7.36,5.58
metal,26,4454.41,2.99,1.91
textile,24,3779.27,3.06,3.06
textile,32,4423.0,1.56,1.28
battery,3,3047.16,6.69,4.99
plastic,33,4682.61,1.87,1.59
textile,33,4930.63,1.2,0.48
textile,34,4812.12,1.06,0.94
battery,34,2744.95,5.92,5.18
metal,32,4659.94,1.04,0.28
paper,8,4919.87,1.68,1.16
paper,19,4644.6,2.26,1.8
metal,17,3985.21,2.07,1.05
paper,29,4537.38,2.13,2.3
plastic,2,3981.98,3.83,2.32
plastic,20,4440.67,3.76,2.59
plastic,11,3900.36,2.08,1.51
textile,1,4277.08,2.09,1.04
metal,12,5089.0,0.9,0.15
plastic,35,4247.78,1.87,1.68
plastic,12,4253.13,2.35,2.12
metal,18,4091.33,1.89,1.4
battery,20,2277.38,7.19,5.07
textile,20,2970.48,2.71,2.15
plastic,30,4591.3,1.27,1.05
plastic,22,3541.44,3.52,2.59
plastic,25,3768.55,3.68,3.23
