buyer,seller,material,quantity,seller_initial_price,buyer_target_price,final_price,rounds,success
EcoFibre Ltd,Coimbatore E-Hub,battery,4178.0,19.2,13.78,16.5,5,1
EcoFibre Ltd,Coimbatore E-Hub,paper,4828.0,17.98,12.29,14.99,4,1
Tiruppur Textiles,Salem Steel,textile,6445.0,17.87,13.16,16.77,4,1
Tiruppur Textiles,Salem Steel,paper,3493.0,17.21,12.55,14.96,2,1
Electro-Recycle,Salem Steel,battery,2256.0,16.69,13.83,0.0,2,0
Tiruppur Textiles,Salem Scrap Yard,battery,1526.0,17.95,12.43,15.52,3,1
Tiruppur Textiles,Salem Steel,battery,7650.0,18.24,13.82,15.96,2,1
Kovai Paper Mills,Chennai Polymers,battery,5608.0,17.33,13.34,0.0,3,0
Electro-Recycle,Coimbatore E-Hub,plastic,1677.0,22.55,16.93,19.49,3,1
EcoFibre Ltd,Salem Steel,metal,3052.0,129.8,86.33,109.05,4,1
EcoFibre Ltd,Chennai Polymers,textile,2624.0,18.6,13.69,16.17,3,1
EcoFibre Ltd,Salem Scrap Yard,plastic,1352.0,24.43,16.83,20.28,3,1
Electro-Recycle,Salem Steel,metal,8998.0,129.61,85.56,99.48,2,1
Electro-Recycle,Salem Steel,paper,4411.0,18.84,13.92,16.67,5,1
Kovai Paper Mills,Coimbatore E-Hub,plastic,2524.0,24.67,17.94,20.37,2,1
EcoFibre Ltd,Salem Steel,battery,1497.0,18.76,13.49,16.85,3,1
Kovai Paper Mills,Salem Steel,plastic,1641.0,24.24,16.8,0.0,2,0
Kovai Paper Mills,Salem Steel,plastic,7266.0,22.1,17.37,19.78,4,1
EcoFibre Ltd,Salem Steel,paper,4930.0,18.71,12.89,15.95,5,1
Kovai Paper Mills,Salem Steel,plastic,9701.0,22.46,17.54,20.29,5,1
Tiruppur Textiles,Salem Steel,paper,8632.0,18.85,13.04,15.95,3,1
Tiruppur Textiles,Chennai Polymers,textile,9311.0,18.26,12.68,14.96,5,1
Tiruppur Textiles,Chennai Polymers,battery,902.0,19.11,12.4,15.57,2,1
Kovai Paper Mills,Salem Scrap Yard,textile,3904.0,17.72,13.2,15.83,2,1
Kovai Paper Mills,Salem Steel,battery,4565.0,18.51,13.97,15.79,5,1
Kovai Paper Mills,Salem Steel,metal,4465.0,127.27,91.55,115.18,2,1
Electro-Recycle,Salem Steel,paper,6772.0,17.9,12.5,15.63,4,1
Tiruppur Textiles,Salem Steel,metal,7096.0,124.17,86.24,107.75,3,1
EcoFibre Ltd,Salem Steel,plastic,5146.0,23.95,16.96,20.69,3,1
Tiruppur Textiles,Chennai Polymers,plastic,3759.0,22.22,17.77,19.17,5,1
Kovai Paper Mills,Salem Steel,battery,1120.0,18.38,13.23,15.11,5,1
Tiruppur Textiles,Coimbatore E-Hub,battery,4835.0,16.62,13.67,0.0,2,0
Tiruppur Textiles,Coimbatore E-Hub,textile,6390.0,18.12,13.96,15.81,2,1
EcoFibre Ltd,Salem Steel,plastic,4162.0,22.92,16.18,19.41,5,1
Tiruppur Textiles,Salem Steel,textile,5305.0,16.58,12.01,0.0,5,0
Electro-Recycle,Salem Steel,textile,5935.0,18.72,14.0,16.48,4,1
Tiruppur Textiles,Salem Scrap Yard,textile,5141.0,18.23,13.67,0.0,4,0
Kovai Paper Mills,Salem Steel,metal,9225.0,127.07,90.55,109.2,4,1
Kovai Paper Mills,Salem Steel,battery,3702.0,18.49,12.52,16.14,2,1
Electro-Recycle,Chennai Polymers,plastic,3756.0,22.18,18.57,0.0,5,0
Kovai Paper Mills,Salem Scrap Yard,battery,3621.0,17.37,12.21,14.55,4,1
Kovai Paper Mills,Coimbatore E-Hub,battery,3897.0,18.18,12.27,15.05,5,1
Tiruppur Textiles,Salem Scrap Yard,plastic,9804.0,23.02,17.46,20.37,4,1
Electro-Recycle,Salem Steel,battery,1044.0,18.15,13.02,0.0,2,0
Kovai Paper Mills,Salem Steel,paper,8051.0,17.87,12.25,0.0,3,0
Kovai Paper Mills,Salem Steel,battery,9152.0,17.18,13.44,15.45,4,1
Tiruppur Textiles,Chennai Polymers,plastic,8721.0,25.48,16.51,0.0,4,0
Kovai Paper Mills,Chennai Polymers,textile,7389.0,18.16,12.39,0.0,4,0
Kovai Paper Mills,Salem Scrap Yard,textile,2642.0,17.97,12.86,14.5,4,1
EcoFibre Ltd,Chennai Polymers,battery,4771.0,19.02,14.09,17.19,5,1
Electro-Recycle,Coimbatore E-Hub,paper,5199.0,17.41,12.57,0.0,2,0
Tiruppur Textiles,Salem Scrap Yard,metal,9450.0,118.2,86.95,102.04,5,1
Tiruppur Textiles,Chennai Polymers,plastic,3379.0,23.04,17.41,20.02,2,1
Tiruppur Textiles,Salem Scrap Yard,textile,6258.0,19.26,13.21,16.77,2,1
Electro-Recycle,Salem Steel,battery,8077.0,17.04,13.24,0.0,4,0
Electro-Recycle,Coimbatore E-Hub,plastic,2840.0,23.64,18.19,20.73,3,1
Tiruppur Textiles,Salem Scrap Yard,textile,7359.0,16.66,13.32,14.91,3,1
Electro-Recycle,Chennai Polymers,metal,8641.0,111.95,91.84,106.15,2,1
EcoFibre Ltd,Coimbatore E-Hub,textile,6895.0,19.23,12.23,15.29,3,1
EcoFibre Ltd,Coimbatore E-Hub,battery,5301.0,19.32,13.79,0.0,4,0
EcoFibre Ltd,Salem Steel,plastic,1841.0,24.11,16.05,20.25,5,1
Kovai Paper Mills,Salem Scrap Yard,paper,8175.0,18.41,13.21,15.49,4,1
Tiruppur Textiles,Coimbatore E-Hub,battery,3547.0,18.05,12.97,16.61,5,1
Kovai Paper Mills,Salem Scrap Yard,metal,6415.0,118.92,94.98,0.0,3,0
EcoFibre Ltd,Salem Steel,textile,2585.0,19.36,12.46,16.02,5,1
Kovai Paper Mills,Chennai Polymers,textile,6723.0,18.41,14.16,16.46,3,1
Electro-Recycle,Salem Steel,battery,3342.0,18.27,12.11,0.0,3,0
Tiruppur Textiles,Salem Steel,battery,5255.0,17.87,12.47,15.59,2,1
Kovai Paper Mills,Coimbatore E-Hub,paper,1843.0,16.6,13.42,0.0,2,0
EcoFibre Ltd,Salem Steel,textile,2246.0,16.53,13.42,0.0,2,0
Tiruppur Textiles,Coimbatore E-Hub,plastic,5879.0,23.23,17.51,0.0,4,0
Tiruppur Textiles,Chennai Polymers,textile,9040.0,19.12,13.18,15.43,5,1
Electro-Recycle,Coimbatore E-Hub,paper,7028.0,18.3,13.45,15.57,4,1
EcoFibre Ltd,Salem Scrap Yard,textile,4573.0,19.13,12.27,16.34,3,1
Kovai Paper Mills,Chennai Polymers,textile,1035.0,16.61,13.2,0.0,5,0
Electro-Recycle,Coimbatore E-Hub,paper,7969.0,18.51,12.49,15.32,2,1
Electro-Recycle,Chennai Polymers,metal,6972.0,118.03,81.71,0.0,5,0
Electro-Recycle,Salem Scrap Yard,plastic,997.0,25.83,16.08,0.0,4,0
Electro-Recycle,Salem Steel,battery,4142.0,16.9,12.69,14.42,5,1
EcoFibre Ltd,Coimbatore E-Hub,paper,7623.0,19.5,13.75,16.6,2,1
Tiruppur Textiles,Coimbatore E-Hub,plastic,4755.0,25.91,16.68,0.0,3,0
EcoFibre Ltd,Salem Scrap Yard,paper,6147.0,17.54,13.82,15.67,2,1
Electro-Recycle,Salem Steel,textile,3444.0,16.99,12.79,15.54,3,1
Kovai Paper Mills,Coimbatore E-Hub,textile,9976.0,17.64,12.02,15.15,5,1
EcoFibre Ltd,Chennai Polymers,paper,6780.0,17.46,13.1,14.68,2,1
Electro-Recycle,Chennai Polymers,paper,7101.0,19.43,13.07,16.57,3,1
Kovai Paper Mills,Chennai Polymers,textile,2528.0,19.01,13.81,16.74,3,1
EcoFibre Ltd,Coimbatore E-Hub,paper,8635.0,17.67,13.59,15.25,5,1
Tiruppur Textiles,Chennai Polymers,paper,3543.0,17.58,13.28,15.35,3,1
Tiruppur Textiles,Coimbatore E-Hub,plastic,2390.0,23.42,18.84,21.31,5,1
Kovai Paper Mills,Chennai Polymers,plastic,5466.0,24.32,18.12,22.2,2,1
Electro-Recycle,Salem Scrap Yard,textile,6099.0,18.37,12.7,0.0,5,0
Kovai Paper Mills,Salem Scrap Yard,paper,2293.0,17.27,13.14,14.82,2,1
Kovai Paper Mills,Salem Steel,textile,4084.0,17.27,12.64,15.08,5,1
Kovai Paper Mills,Coimbatore E-Hub,metal,5235.0,114.12,83.86,97.18,2,1
EcoFibre Ltd,Salem Scrap Yard,paper,4519.0,18.19,13.91,0.0,5,0
Tiruppur Textiles,Chennai Polymers,paper,3676.0,19.22,13.56,0.0,4,0
Electro-Recycle,Chennai Polymers,battery,1452.0,19.31,13.77,16.34,4,1
Kovai Paper Mills,Salem Scrap Yard,plastic,3470.0,22.32,16.18,0.0,4,0
Kovai Paper Mills,Coimbatore E-Hub,paper,9303.0,17.96,13.0,15.8,2,1
Electro-Recycle,Coimbatore E-Hub,battery,548.0,17.64,13.89,16.19,5,1
Electro-Recycle,Salem Steel,battery,8497.0,17.42,13.53,15.62,2,1
Electro-Recycle,Coimbatore E-Hub,textile,6809.0,18.16,12.74,15.78,3,1
Tiruppur Textiles,Salem Scrap Yard,textile,5890.0,18.07,12.85,15.8,5,1
EcoFibre Ltd,Salem Scrap Yard,battery,4754.0,17.49,13.68,15.23,3,1
EcoFibre Ltd,Chennai Polymers,paper,7958.0,19.11,13.56,16.21,5,1
EcoFibre Ltd,Salem Steel,textile,5912.0,17.57,13.27,0.0,5,0
EcoFibre Ltd,Coimbatore E-Hub,metal,744.0,121.45,94.3,0.0,3,0
Electro-Recycle,Salem Scrap Yard,plastic,5369.0,24.78,18.12,20.61,3,1
Electro-Recycle,Salem Steel,paper,2626.0,17.44,12.37,14.73,2,1
Electro-Recycle,Chennai Polymers,paper,4455.0,19.28,13.27,15.88,2,1
Electro-Recycle,Coimbatore E-Hub,paper,7216.0,16.51,14.1,0.0,3,0
Kovai Paper Mills,Salem Steel,metal,1551.0,121.81,90.6,104.78,3,1
Electro-Recycle,Chennai Polymers,paper,8328.0,16.5,12.79,14.59,3,1
Kovai Paper Mills,Coimbatore E-Hub,battery,3567.0,18.0,13.57,15.88,3,1
Electro-Recycle,Coimbatore E-Hub,textile,1522.0,18.17,14.09,16.12,3,1
Tiruppur Textiles,Chennai Polymers,paper,4113.0,18.19,13.71,16.35,2,1
Tiruppur Textiles,Salem Steel,battery,1333.0,18.91,12.2,15.36,2,1
Tiruppur Textiles,Coimbatore E-Hub,paper,903.0,17.14,14.1,15.98,5,1
Tiruppur Textiles,Coimbatore E-Hub,plastic,8616.0,25.52,17.29,21.44,2,1
Electro-Recycle,Coimbatore E-Hub,paper,1092.0,16.99,12.13,14.2,4,1
Tiruppur Textiles,Chennai Polymers,plastic,2921.0,24.98,16.14,19.41,5,1
EcoFibre Ltd,Coimbatore E-Hub,battery,2228.0,19.37,13.33,15.99,4,1
EcoFibre Ltd,Salem Scrap Yard,textile,7986.0,17.55,12.05,14.84,5,1
Tiruppur Textiles,Salem Steel,plastic,6373.0,24.97,18.58,21.64,5,1
EcoFibre Ltd,Chennai Polymers,battery,1152.0,18.41,13.13,16.78,5,1
EcoFibre Ltd,Salem Scrap Yard,battery,4688.0,17.92,12.62,0.0,2,0
Electro-Recycle,Salem Steel,textile,3981.0,17.33,12.68,15.04,5,1
EcoFibre Ltd,Coimbatore E-Hub,battery,2812.0,18.84,12.17,0.0,4,0
Electro-Recycle,Salem Steel,plastic,8431.0,23.78,17.1,20.83,2,1
EcoFibre Ltd,Salem Scrap Yard,textile,6986.0,17.37,14.22,16.47,3,1
Tiruppur Textiles,Salem Steel,paper,9890.0,17.43,13.7,14.89,2,1
Electro-Recycle,Coimbatore E-Hub,textile,2763.0,18.1,13.99,16.19,2,1
EcoFibre Ltd,Chennai Polymers,textile,8863.0,16.66,12.05,14.48,3,1
Tiruppur Textiles,Chennai Polymers,paper,6858.0,17.27,12.7,14.93,3,1
Tiruppur Textiles,Salem Scrap Yard,textile,8997.0,16.82,12.28,15.32,4,1
EcoFibre Ltd,Salem Steel,paper,7411.0,17.65,12.06,14.73,5,1
Tiruppur Textiles,Salem Steel,battery,4031.0,17.08,13.15,14.18,5,1
Kovai Paper Mills,Coimbatore E-Hub,paper,6011.0,17.42,14.01,15.03,5,1
Electro-Recycle,Chennai Polymers,battery,4503.0,16.58,13.01,13.9,5,1
EcoFibre Ltd,Coimbatore E-Hub,battery,3183.0,19.15,13.51,16.61,4,1
Tiruppur Textiles,Salem Steel,paper,1282.0,17.0,12.73,14.47,2,1
EcoFibre Ltd,Salem Scrap Yard,metal,4199.0,126.67,84.25,107.08,4,1
Kovai Paper Mills,Coimbatore E-Hub,paper,7055.0,17.39,13.92,15.72,5,1
EcoFibre Ltd,Salem Steel,metal,4123.0,110.41,94.89,102.58,4,1
Electro-Recycle,Salem Steel,textile,5078.0,19.39,13.13,0.0,4,0
Electro-Recycle,Coimbatore E-Hub,battery,2560.0,18.68,12.1,15.11,4,1
Electro-Recycle,Salem Steel,metal,8230.0,128.45,83.49,108.39,3,1
Kovai Paper Mills,Coimbatore E-Hub,metal,6539.0,125.81,91.17,108.17,5,1
Kovai Paper Mills,Salem Scrap Yard,battery,9533.0,19.48,13.28,16.19,4,1
Tiruppur Textiles,Chennai Polymers,metal,8479.0,122.62,84.97,101.78,2,1
Electro-Recycle,Salem Scrap Yard,paper,1174.0,16.95,13.39,15.7,5,1
Tiruppur Textiles,Coimbatore E-Hub,paper,5391.0,16.51,12.5,13.78,3,1
EcoFibre Ltd,Salem Steel,metal,6754.0,114.65,87.01,97.54,4,1
Electro-Recycle,Salem Steel,textile,9435.0,16.77,14.05,14.87,5,1
EcoFibre Ltd,Chennai Polymers,textile,7883.0,17.15,13.43,15.14,2,1
Electro-Recycle,Salem Scrap Yard,plastic,8356.0,25.3,16.51,0.0,3,0
EcoFibre Ltd,Salem Scrap Yard,plastic,9002.0,25.59,18.6,22.6,3,1
Electro-Recycle,Coimbatore E-Hub,textile,5720.0,18.92,13.81,16.16,3,1
Electro-Recycle,Salem Scrap Yard,plastic,9425.0,22.9,18.36,0.0,4,0
Tiruppur Textiles,Salem Steel,metal,9872.0,124.19,82.22,0.0,5,0
Kovai Paper Mills,Chennai Polymers,paper,4537.0,18.09,12.01,14.75,3,1
EcoFibre Ltd,Salem Steel,paper,7588.0,17.11,12.44,0.0,4,0
EcoFibre Ltd,Salem Steel,plastic,9113.0,25.59,16.61,21.73,4,1
Kovai Paper Mills,Salem Steel,paper,5333.0,18.3,12.05,14.25,2,1
Electro-Recycle,Chennai Polymers,paper,8596.0,17.73,13.85,15.65,5,1
Kovai Paper Mills,Salem Steel,battery,1824.0,19.44,12.15,15.92,3,1
Electro-Recycle,Chennai Polymers,battery,9166.0,19.49,13.96,0.0,4,0
Tiruppur Textiles,Chennai Polymers,battery,6765.0,17.07,13.73,16.14,3,1
Tiruppur Textiles,Salem Steel,battery,1177.0,18.68,13.49,16.05,3,1
EcoFibre Ltd,Coimbatore E-Hub,plastic,7170.0,23.3,18.44,20.42,5,1
Kovai Paper Mills,Coimbatore E-Hub,paper,9820.0,17.66,13.96,15.3,2,1
Electro-Recycle,Chennai Polymers,paper,2472.0,18.97,13.75,15.77,3,1
Kovai Paper Mills,Coimbatore E-Hub,textile,3455.0,17.63,13.59,14.86,3,1
EcoFibre Ltd,Chennai Polymers,battery,3147.0,16.79,13.43,15.26,3,1
EcoFibre Ltd,Salem Scrap Yard,textile,1524.0,19.47,12.5,0.0,2,0
Tiruppur Textiles,Salem Scrap Yard,paper,2693.0,18.99,13.49,16.1,5,1
Kovai Paper Mills,Coimbatore E-Hub,paper,7046.0,19.05,13.65,16.49,4,1
Electro-Recycle,Chennai Polymers,paper,8583.0,18.22,13.29,15.99,4,1
Electro-Recycle,Salem Scrap Yard,paper,7242.0,16.64,13.32,14.48,3,1
Kovai Paper Mills,Chennai Polymers,paper,3558.0,19.27,14.06,17.32,5,1
Kovai Paper Mills,Chennai Polymers,textile,3092.0,18.54,12.04,15.39,4,1
EcoFibre Ltd,Salem Scrap Yard,metal,7373.0,125.6,93.8,112.56,5,1
Tiruppur Textiles,Chennai Polymers,plastic,5390.0,22.27,18.53,19.78,5,1
Kovai Paper Mills,Salem Scrap Yard,metal,7919.0,119.65,88.02,98.34,5,1
Electro-Recycle,Salem Steel,battery,1189.0,17.97,12.83,16.02,5,1
Electro-Recycle,Salem Scrap Yard,metal,7313.0,126.82,82.17,103.18,5,1
Tiruppur Textiles,Chennai Polymers,metal,5336.0,128.3,87.61,110.95,5,1
Tiruppur Textiles,Salem Steel,metal,6798.0,119.08,85.58,0.0,3,0
Tiruppur Textiles,Salem Steel,battery,3728.0,18.77,12.88,16.06,5,1
Electro-Recycle,Salem Steel,battery,4497.0,17.42,12.3,15.13,3,1
Tiruppur Textiles,Salem Steel,battery,1175.0,17.41,13.93,15.44,3,1
EcoFibre Ltd,Chennai Polymers,battery,4696.0,19.44,12.8,15.68,4,1
EcoFibre Ltd,Salem Scrap Yard,battery,5308.0,18.12,12.83,0.0,5,0
EcoFibre Ltd,Salem Steel,plastic,2868.0,23.76,18.93,20.95,4,1
Tiruppur Textiles,Salem Scrap Yard,battery,6243.0,19.3,12.86,16.22,4,1
Kovai Paper Mills,Salem Steel,plastic,1749.0,24.05,17.67,21.2,3,1
Tiruppur Textiles,Coimbatore E-Hub,textile,8078.0,17.49,12.27,15.63,4,1
Electro-Recycle,Salem Steel,metal,7211.0,117.09,88.16,97.48,3,1
Kovai Paper Mills,Chennai Polymers,plastic,2213.0,25.37,17.69,21.37,3,1
Tiruppur Textiles,Coimbatore E-Hub,paper,4261.0,17.13,12.65,0.0,5,0
Electro-Recycle,Coimbatore E-Hub,textile,7407.0,17.01,12.17,15.15,4,1
Electro-Recycle,Salem Scrap Yard,plastic,2940.0,22.25,16.5,19.67,4,1
Tiruppur Textiles,Coimbatore E-Hub,plastic,8406.0,24.36,18.08,21.77,3,1
EcoFibre Ltd,Coimbatore E-Hub,textile,4504.0,17.47,13.21,15.76,2,1
EcoFibre Ltd,Coimbatore E-Hub,plastic,1738.0,24.48,16.79,0.0,4,0
Kovai Paper Mills,Salem Scrap Yard,battery,4189.0,17.74,12.18,14.92,4,1
EcoFibre Ltd,Coimbatore E-Hub,textile,4296.0,17.37,12.98,0.0,3,0
Electro-Recycle,Salem Scrap Yard,battery,4305.0,17.48,12.69,14.98,3,1
Electro-Recycle,Salem Scrap Yard,plastic,9598.0,25.64,18.45,22.47,3,1
Electro-Recycle,Coimbatore E-Hub,plastic,4973.0,25.58,18.2,22.13,3,1
Kovai Paper Mills,Salem Steel,textile,5518.0,19.26,12.56,15.95,3,1
Kovai Paper Mills,Salem Scrap Yard,metal,4218.0,122.21,92.33,102.43,5,1
Kovai Paper Mills,Salem Scrap Yard,metal,7366.0,116.46,80.2,96.49,4,1
EcoFibre Ltd,Coimbatore E-Hub,metal,1293.0,122.77,91.55,110.34,3,1
Electro-Recycle,Salem Steel,metal,2756.0,111.93,93.42,106.06,2,1
Kovai Paper Mills,Chennai Polymers,battery,6501.0,19.13,13.21,16.78,4,1
Electro-Recycle,Salem Steel,metal,9676.0,127.02,84.2,104.28,4,1
Electro-Recycle,Salem Steel,battery,9804.0,17.94,12.1,15.07,3,1
Kovai Paper Mills,Coimbatore E-Hub,battery,7537.0,18.47,12.5,15.54,4,1
Kovai Paper Mills,Coimbatore E-Hub,paper,4526.0,18.53,12.85,15.67,4,1
Kovai Paper Mills,Salem Scrap Yard,plastic,6178.0,24.15,16.46,20.14,4,1
Tiruppur Textiles,Salem Scrap Yard,battery,2232.0,19.06,13.1,15.77,3,1
Kovai Paper Mills,Salem Steel,plastic,3837.0,23.12,18.69,21.41,4,1
Kovai Paper Mills,Chennai Polymers,plastic,7886.0,22.0,16.62,18.23,2,1
EcoFibre Ltd,Salem Scrap Yard,plastic,4808.0,23.23,18.17,20.46,4,1
Kovai Paper Mills,Chennai Polymers,battery,7735.0,18.64,12.65,15.64,5,1
Tiruppur Textiles,Salem Steel,metal,9791.0,122.04,94.77,110.76,3,1
Kovai Paper Mills,Salem Steel,paper,6639.0,17.01,13.02,14.8,2,1
Kovai Paper Mills,Coimbatore E-Hub,battery,1616.0,18.89,12.48,15.85,2,1
Tiruppur Textiles,Chennai Polymers,textile,3845.0,17.22,12.37,15.64,3,1
Tiruppur Textiles,Salem Steel,paper,6396.0,19.3,14.03,16.36,3,1
Tiruppur Textiles,Salem Steel,battery,5585.0,16.66,13.34,14.63,4,1
EcoFibre Ltd,Coimbatore E-Hub,paper,7357.0,17.01,12.27,14.6,5,1
Kovai Paper Mills,Salem Scrap Yard,battery,696.0,18.61,12.87,15.59,2,1
Electro-Recycle,Salem Scrap Yard,plastic,5521.0,24.56,16.4,21.55,4,1
EcoFibre Ltd,Coimbatore E-Hub,textile,7710.0,19.02,14.2,16.76,2,1
Electro-Recycle,Salem Scrap Yard,battery,9091.0,17.48,12.46,14.73,3,1
Tiruppur Textiles,Chennai Polymers,metal,2617.0,126.84,86.35,101.57,2,1
Electro-Recycle,Salem Steel,battery,5380.0,18.41,13.22,14.64,5,1
EcoFibre Ltd,Coimbatore E-Hub,battery,812.0,17.51,13.37,14.88,2,1
Tiruppur Textiles,Chennai Polymers,battery,543.0,16.6,12.89,14.59,3,1
Electro-Recycle,Salem Scrap Yard,textile,8017.0,18.35,13.83,16.71,4,1
Kovai Paper Mills,Chennai Polymers,textile,6954.0,17.96,12.92,0.0,3,0
Electro-Recycle,Coimbatore E-Hub,plastic,6562.0,24.52,16.66,0.0,2,0
Tiruppur Textiles,Salem Scrap Yard,paper,8139.0,18.63,14.16,16.29,2,1
Tiruppur Textiles,Salem Steel,battery,5112.0,16.76,12.76,14.67,5,1
Tiruppur Textiles,Salem Steel,paper,533.0,17.55,12.58,14.81,5,1
EcoFibre Ltd,Chennai Polymers,metal,2047.0,117.37,93.47,104.06,2,1
Electro-Recycle,Coimbatore E-Hub,paper,4438.0,16.94,14.12,15.34,2,1
EcoFibre Ltd,Chennai Polymers,battery,4568.0,17.72,13.03,0.0,2,0
Kovai Paper Mills,Salem Steel,plastic,3121.0,23.93,18.7,21.89,2,1
EcoFibre Ltd,Salem Steel,metal,7605.0,123.37,82.36,103.56,2,1
Tiruppur Textiles,Chennai Polymers,textile,5153.0,18.09,12.48,15.84,5,1
Electro-Recycle,Chennai Polymers,paper,5541.0,19.02,12.86,15.33,3,1
EcoFibre Ltd,Salem Steel,plastic,2873.0,24.54,16.98,21.15,4,1
EcoFibre Ltd,Chennai Polymers,battery,5090.0,17.65,12.1,14.17,3,1
Electro-Recycle,Salem Steel,battery,2058.0,18.01,14.08,15.6,2,1
Electro-Recycle,Salem Steel,metal,6330.0,121.5,92.94,103.53,5,1
Tiruppur Textiles,Chennai Polymers,metal,3296.0,126.63,82.0,0.0,5,0
Tiruppur Textiles,Salem Steel,paper,9022.0,19.1,13.65,0.0,2,0
Electro-Recycle,Coimbatore E-Hub,plastic,8446.0,23.06,17.29,19.9,4,1
Kovai Paper Mills,Chennai Polymers,metal,2524.0,124.01,80.47,104.97,5,1
Electro-Recycle,Salem Steel,paper,2202.0,18.15,13.21,16.16,3,1
Tiruppur Textiles,Salem Steel,paper,5878.0,16.8,13.95,14.49,3,1
EcoFibre Ltd,Salem Steel,paper,6759.0,18.49,12.7,16.47,2,1
Kovai Paper Mills,Salem Steel,paper,6509.0,17.76,14.07,15.64,5,1
Kovai Paper Mills,Salem Scrap Yard,plastic,5833.0,25.11,16.99,21.89,2,1
Kovai Paper Mills,Salem Scrap Yard,paper,1865.0,16.62,13.19,15.41,4,1
Kovai Paper Mills,Chennai Polymers,metal,5657.0,111.06,91.4,104.84,3,1
Kovai Paper Mills,Coimbatore E-Hub,textile,9213.0,17.57,13.1,15.46,5,1
Electro-Recycle,Salem Scrap Yard,textile,4514.0,17.15,12.13,0.0,3,0
Kovai Paper Mills,Salem Steel,plastic,2636.0,24.0,17.81,21.21,2,1
EcoFibre Ltd,Salem Scrap Yard,textile,5731.0,19.0,13.85,16.85,4,1
Electro-Recycle,Salem Steel,plastic,8310.0,24.97,18.64,21.25,4,1
EcoFibre Ltd,Salem Scrap Yard,paper,2306.0,17.17,14.22,15.84,2,1
Kovai Paper Mills,Coimbatore E-Hub,paper,1292.0,17.99,12.29,14.65,3,1
EcoFibre Ltd,Salem Steel,battery,4957.0,16.61,13.53,14.71,3,1
Tiruppur Textiles,Salem Scrap Yard,paper,9721.0,19.05,12.9,15.87,2,1
EcoFibre Ltd,Chennai Polymers,battery,4279.0,17.8,12.38,14.7,5,1
EcoFibre Ltd,Coimbatore E-Hub,metal,2079.0,112.53,89.88,0.0,2,0
EcoFibre Ltd,Chennai Polymers,metal,2890.0,127.59,93.59,0.0,4,0
Electro-Recycle,Coimbatore E-Hub,battery,5642.0,18.35,12.82,16.37,3,1
Tiruppur Textiles,Chennai Polymers,battery,1468.0,19.34,12.38,16.21,3,1
Tiruppur Textiles,Salem Scrap Yard,paper,4800.0,19.41,13.31,16.09,4,1
Tiruppur Textiles,Salem Steel,battery,8641.0,16.57,13.47,15.83,2,1
Tiruppur Textiles,Salem Steel,textile,4580.0,17.38,12.21,0.0,4,0
EcoFibre Ltd,Salem Steel,paper,3036.0,18.52,12.85,16.25,3,1
Tiruppur Textiles,Coimbatore E-Hub,paper,3861.0,17.28,13.24,15.53,2,1
Electro-Recycle,Chennai Polymers,metal,5498.0,110.02,94.29,0.0,2,0
Tiruppur Textiles,Salem Scrap Yard,textile,1744.0,18.24,13.22,15.68,2,1
Electro-Recycle,Chennai Polymers,battery,8950.0,18.07,13.62,15.88,5,1
Kovai Paper Mills,Salem Scrap Yard,plastic,4135.0,23.24,18.11,20.35,5,1
Kovai Paper Mills,Salem Scrap Yard,plastic,7521.0,23.16,17.47,20.23,2,1
EcoFibre Ltd,Salem Steel,metal,6686.0,127.48,94.36,106.86,3,1
Tiruppur Textiles,Salem Scrap Yard,textile,1721.0,18.33,12.94,15.58,4,1
Kovai Paper Mills,Salem Scrap Yard,metal,5685.0,115.02,90.83,99.35,2,1
EcoFibre Ltd,Coimbatore E-Hub,battery,1307.0,16.7,12.29,15.06,2,1
EcoFibre Ltd,Chennai Polymers,battery,1840.0,19.25,14.01,16.9,2,1
Electro-Recycle,Salem Scrap Yard,plastic,9804.0,23.41,18.05,21.53,5,1
Electro-Recycle,Chennai Polymers,battery,2521.0,17.48,13.49,15.09,4,1
EcoFibre Ltd,Salem Steel,plastic,5442.0,23.34,16.2,19.34,3,1
Kovai Paper Mills,Salem Steel,metal,6272.0,121.75,92.39,109.15,3,1
EcoFibre Ltd,Salem Steel,textile,7551.0,17.17,12.68,14.81,5,1
EcoFibre Ltd,Salem Steel,paper,4231.0,19.09,13.02,15.52,5,1
Tiruppur Textiles,Chennai Polymers,metal,6369.0,129.04,86.22,107.22,2,1
Kovai Paper Mills,Salem Steel,paper,3972.0,17.01,12.55,15.23,5,1
Electro-Recycle,Salem Steel,metal,8255.0,127.26,93.27,110.89,2,1
Electro-Recycle,Chennai Polymers,textile,3821.0,18.86,12.73,15.88,2,1
EcoFibre Ltd,Salem Steel,battery,5418.0,17.39,13.14,15.13,2,1
Tiruppur Textiles,Chennai Polymers,battery,8117.0,18.2,12.08,0.0,2,0
Kovai Paper Mills,Salem Steel,paper,2939.0,18.27,12.52,15.25,3,1
EcoFibre Ltd,Salem Scrap Yard,battery,8869.0,16.97,13.4,15.9,3,1
Kovai Paper Mills,Coimbatore E-Hub,textile,2884.0,19.2,14.11,15.8,4,1
EcoFibre Ltd,Chennai Polymers,metal,7623.0,119.06,83.57,100.8,2,1
Kovai Paper Mills,Salem Scrap Yard,paper,1613.0,18.98,12.4,16.22,5,1
