plant,equipment,power_usage,operating_hours,production,season,temperature
Salem Compressed Scrap,Pelletizer Extruder,1309.96,10.8,1735.8,summer,37.8
Tiruppur Weaving Plant,Hydraulic Baler,248.74,4.6,4881.7,winter,16.4
Coimbatore Sorting Hub,Pelletizer Extruder,1639.21,12.4,6850.4,monsoon,33.3
Coimbatore Sorting Hub,Hydraulic Baler,968.04,20.3,3125.5,spring,19.0
Tiruppur Weaving Plant,Shredder Mill,561.89,6.7,3293.3,monsoon,24.0
Tiruppur Weaving Plant,Compactor Press,1057.04,21.8,3596.9,monsoon,22.9
Chennai Extrusion Center,Pelletizer Extruder,231.41,2.0,1067.0,spring,35.5
Tiruppur Weaving Plant,Compactor Press,896.38,18.3,4528.6,winter,33.2
Chennai Extrusion Center,Shredder Mill,785.14,8.6,1033.6,spring,35.7
Chennai Extrusion Center,Compactor Press,959.8,19.4,4419.0,summer,18.0
Coimbatore Sorting Hub,Compactor Press,243.68,2.6,4709.5,spring,27.5
Tiruppur Weaving Plant,Shredder Mill,716.22,7.7,2123.6,summer,20.3
Tiruppur Weaving Plant,Hydraulic Baler,407.94,5.3,7568.4,monsoon,39.1
Coimbatore Sorting Hub,Shredder Mill,1569.23,18.4,2067.7,spring,25.1
Coimbatore Sorting Hub,Pelletizer Extruder,373.57,2.8,871.5,summer,28.0
Coimbatore Sorting Hub,Shredder Mill,1871.16,20.6,5502.2,summer,17.7
Coimbatore Sorting Hub,Shredder Mill,258.12,2.5,916.4,spring,32.2
Tiruppur Weaving Plant,Shredder Mill,505.27,3.7,9016.7,spring,15.3
Salem Compressed Scrap,Hydraulic Baler,402.69,4.7,7764.2,summer,34.2
Tiruppur Weaving Plant,Shredder Mill,1952.4,22.6,1113.0,monsoon,15.3
Coimbatore Sorting Hub,Hydraulic Baler,863.85,15.4,8261.9,monsoon,15.4
Tiruppur Weaving Plant,Shredder Mill,1816.16,19.9,8667.4,winter,15.8
Tiruppur Weaving Plant,Pelletizer Extruder,1352.45,11.1,593.0,summer,16.0
Tiruppur Weaving Plant,Shredder Mill,843.1,8.4,5674.6,monsoon,29.9
Salem Compressed Scrap,Compactor Press,890.84,16.0,8610.7,summer,40.8
Coimbatore Sorting Hub,Compactor Press,724.2,15.7,800.2,monsoon,15.6
Chennai Extrusion Center,Pelletizer Extruder,2100.46,16.4,7712.5,monsoon,31.8
Chennai Extrusion Center,Shredder Mill,2068.63,23.7,1958.0,spring,29.1
Salem Compressed Scrap,Pelletizer Extruder,1199.44,9.9,4187.4,winter,28.7
Tiruppur Weaving Plant,Compactor Press,598.91,10.4,9429.0,winter,24.0
Coimbatore Sorting Hub,Compactor Press,165.63,3.6,972.7,spring,26.0
Chennai Extrusion Center,Pelletizer Extruder,539.89,3.8,3070.3,winter,35.4
Coimbatore Sorting Hub,Shredder Mill,1457.71,15.7,6010.5,winter,33.0
Salem Compressed Scrap,Hydraulic Baler,598.33,11.5,4775.5,spring,18.0
Chennai Extrusion Center,Compactor Press,212.46,3.0,4559.1,spring,15.5
Salem Compressed Scrap,Shredder Mill,1113.88,12.9,2067.3,spring,22.9
Salem Compressed Scrap,Pelletizer Extruder,2049.61,16.2,1737.2,winter,39.4
Tiruppur Weaving Plant,Pelletizer Extruder,2403.18,18.3,9998.5,spring,21.4
Coimbatore Sorting Hub,Hydraulic Baler,555.72,9.0,8157.0,monsoon,23.6
Coimbatore Sorting Hub,Hydraulic Baler,1099.86,22.0,4994.3,monsoon,41.4
Coimbatore Sorting Hub,Hydraulic Baler,669.08,13.3,3212.3,monsoon,19.5
Chennai Extrusion Center,Compactor Press,799.64,15.9,8435.9,summer,30.1
Tiruppur Weaving Plant,Hydraulic Baler,537.1,8.3,8241.5,monsoon,19.5
Tiruppur Weaving Plant,Compactor Press,858.18,17.2,5853.6,spring,38.6
Chennai Extrusion Center,Compactor Press,540.22,11.3,2233.4,spring,33.6
Chennai Extrusion Center,Hydraulic Baler,207.69,2.2,5535.6,summer,32.7
Coimbatore Sorting Hub,Hydraulic Baler,675.34,14.8,3525.9,winter,16.9
Chennai Extrusion Center,Compactor Press,888.54,19.2,4985.4,summer,15.4
Coimbatore Sorting Hub,Hydraulic Baler,721.72,15.0,3140.1,summer,22.6
Coimbatore Sorting Hub,Hydraulic Baler,839.12,17.5,2698.2,monsoon,33.5
Chennai Extrusion Center,Pelletizer Extruder,1498.72,12.3,2105.4,winter,34.5
Salem Compressed Scrap,Pelletizer Extruder,991.7,7.6,5371.7,winter,36.4
Tiruppur Weaving Plant,Hydraulic Baler,535.78,9.6,5198.5,monsoon,30.9
Coimbatore Sorting Hub,Compactor Press,199.69,3.3,518.9,spring,29.8
Salem Compressed Scrap,Shredder Mill,301.83,3.2,1070.2,summer,40.6
Coimbatore Sorting Hub,Compactor Press,424.91,9.3,3034.7,winter,23.6
Chennai Extrusion Center,Pelletizer Extruder,1436.69,11.2,3224.8,winter,38.0
Tiruppur Weaving Plant,Pelletizer Extruder,2224.36,17.6,4922.5,spring,28.1
Tiruppur Weaving Plant,Hydraulic Baler,734.48,12.4,8562.4,summer,22.6
Chennai Extrusion Center,Compactor Press,955.41,20.9,2176.5,winter,35.4
Chennai Extrusion Center,Shredder Mill,848.44,8.3,8596.4,monsoon,27.7
Chennai Extrusion Center,Hydraulic Baler,514.01,8.8,6897.9,summer,41.5
Coimbatore Sorting Hub,Pelletizer Extruder,2831.37,22.6,8227.0,summer,19.2
Coimbatore Sorting Hub,Pelletizer Extruder,2925.47,23.3,5119.2,summer,23.4
Coimbatore Sorting Hub,Compactor Press,683.33,12.9,3571.3,winter,37.2
Salem Compressed Scrap,Shredder Mill,1902.72,20.9,9001.0,monsoon,19.0
Salem Compressed Scrap,Hydraulic Baler,359.5,7.0,6181.5,monsoon,26.0
Chennai Extrusion Center,Shredder Mill,475.1,4.9,3134.3,spring,17.7
Salem Compressed Scrap,Hydraulic Baler,456.09,7.8,7965.8,winter,40.4
Chennai Extrusion Center,Hydraulic Baler,833.06,18.1,629.8,monsoon,25.4
Coimbatore Sorting Hub,Shredder Mill,1328.52,14.5,6406.9,summer,40.6
Tiruppur Weaving Plant,Compactor Press,632.75,10.0,9802.2,monsoon,17.9
Tiruppur Weaving Plant,Pelletizer Extruder,2672.06,21.2,3353.3,spring,40.0
Coimbatore Sorting Hub,Pelletizer Extruder,1934.76,15.5,2017.8,monsoon,41.8
Salem Compressed Scrap,Compactor Press,207.74,4.8,1871.6,winter,29.1
Chennai Extrusion Center,Pelletizer Extruder,2382.19,18.8,7679.5,monsoon,38.2
Salem Compressed Scrap,Hydraulic Baler,868.38,15.5,6598.5,winter,40.0
Tiruppur Weaving Plant,Pelletizer Extruder,1327.52,9.5,7381.1,spring,22.3
Chennai Extrusion Center,Shredder Mill,949.53,9.9,5633.0,summer,38.5
Salem Compressed Scrap,Shredder Mill,2145.19,23.7,6340.4,monsoon,36.6
Salem Compressed Scrap,Pelletizer Extruder,2741.41,21.2,9015.3,spring,37.4
Tiruppur Weaving Plant,Compactor Press,960.49,21.4,1512.0,monsoon,22.8
Salem Compressed Scrap,Hydraulic Baler,464.26,6.1,9133.7,spring,20.7
Salem Compressed Scrap,Compactor Press,1043.31,19.9,9971.0,winter,40.5
Salem Compressed Scrap,Hydraulic Baler,821.84,16.1,4563.2,winter,39.3
Salem Compressed Scrap,Compactor Press,332.64,5.2,7024.6,winter,22.7
Tiruppur Weaving Plant,Pelletizer Extruder,1777.34,13.5,9693.8,spring,31.9
Chennai Extrusion Center,Hydraulic Baler,624.61,10.9,6750.9,monsoon,24.3
Chennai Extrusion Center,Shredder Mill,1285.98,13.2,8511.5,monsoon,19.1
Coimbatore Sorting Hub,Pelletizer Extruder,1158.35,8.3,6614.0,summer,35.3
Tiruppur Weaving Plant,Hydraulic Baler,730.12,13.2,7328.9,monsoon,33.8
Tiruppur Weaving Plant,Hydraulic Baler,323.71,5.8,5253.4,winter,23.0
Tiruppur Weaving Plant,Compactor Press,692.71,15.6,4520.2,summer,20.6
Salem Compressed Scrap,Hydraulic Baler,782.26,15.0,3610.6,winter,41.9
Coimbatore Sorting Hub,Shredder Mill,1623.74,18.2,1819.3,summer,34.1
Coimbatore Sorting Hub,Shredder Mill,1664.95,18.7,2331.2,winter,29.0
Tiruppur Weaving Plant,Compactor Press,333.23,4.8,5857.9,summer,15.5
Salem Compressed Scrap,Compactor Press,845.18,18.1,2254.0,monsoon,41.8
Chennai Extrusion Center,Compactor Press,469.8,9.6,1775.6,winter,28.1
Salem Compressed Scrap,Hydraulic Baler,871.57,16.7,5710.4,winter,37.0
Coimbatore Sorting Hub,Pelletizer Extruder,2003.44,15.6,8609.1,monsoon,26.9
Salem Compressed Scrap,Compactor Press,562.21,11.1,3519.1,spring,39.9
Tiruppur Weaving Plant,Hydraulic Baler,969.35,19.0,4285.7,monsoon,29.1
Chennai Extrusion Center,Pelletizer Extruder,369.71,2.8,789.1,monsoon,33.6
Chennai Extrusion Center,Pelletizer Extruder,2116.43,16.6,5839.2,monsoon,27.8
Tiruppur Weaving Plant,Pelletizer Extruder,1934.8,16.4,2260.1,winter,31.6
Tiruppur Weaving Plant,Shredder Mill,956.04,9.3,7728.3,winter,27.4
Coimbatore Sorting Hub,Compactor Press,689.81,12.9,4852.6,summer,23.7
Coimbatore Sorting Hub,Hydraulic Baler,1060.14,20.5,7438.1,summer,19.4
Coimbatore Sorting Hub,Pelletizer Extruder,2865.83,22.9,3271.6,winter,39.3
Salem Compressed Scrap,Hydraulic Baler,904.45,16.7,7515.4,winter,39.9
Tiruppur Weaving Plant,Hydraulic Baler,1069.7,21.9,9471.5,monsoon,17.8
Tiruppur Weaving Plant,Pelletizer Extruder,783.43,6.0,4436.4,monsoon,19.2
Chennai Extrusion Center,Compactor Press,1093.3,23.1,3463.5,winter,25.2
Chennai Extrusion Center,Hydraulic Baler,1047.21,21.3,6949.0,summer,21.5
Chennai Extrusion Center,Compactor Press,1010.53,20.1,6805.0,winter,26.1
Tiruppur Weaving Plant,Hydraulic Baler,1063.66,22.7,2996.6,spring,40.1
Coimbatore Sorting Hub,Hydraulic Baler,237.47,5.0,2403.2,summer,17.0
Chennai Extrusion Center,Hydraulic Baler,621.27,12.9,1044.5,winter,24.1
Tiruppur Weaving Plant,Shredder Mill,2015.06,23.6,1825.6,monsoon,16.8
Coimbatore Sorting Hub,Hydraulic Baler,249.14,3.6,7182.8,summer,18.4
Coimbatore Sorting Hub,Shredder Mill,1000.25,11.6,3695.0,spring,15.4
Coimbatore Sorting Hub,Shredder Mill,663.4,7.6,1491.6,spring,17.2
Chennai Extrusion Center,Shredder Mill,940.06,9.9,4308.4,summer,35.9
Coimbatore Sorting Hub,Compactor Press,254.41,2.2,7476.9,spring,41.0
Chennai Extrusion Center,Pelletizer Extruder,827.79,5.5,8925.4,summer,36.5
Salem Compressed Scrap,Hydraulic Baler,1131.85,21.9,5675.9,summer,24.9
Coimbatore Sorting Hub,Hydraulic Baler,619.79,12.5,1229.9,winter,39.4
Coimbatore Sorting Hub,Compactor Press,872.96,16.3,7877.6,spring,41.1
Coimbatore Sorting Hub,Hydraulic Baler,324.48,5.5,6246.9,winter,22.6
Coimbatore Sorting Hub,Pelletizer Extruder,2014.05,16.7,6009.9,monsoon,31.6
Tiruppur Weaving Plant,Shredder Mill,1153.68,13.5,1504.8,winter,23.7
Salem Compressed Scrap,Hydraulic Baler,1132.97,21.6,7554.5,monsoon,15.3
Chennai Extrusion Center,Compactor Press,312.5,6.0,774.1,summer,40.0
Salem Compressed Scrap,Pelletizer Extruder,307.1,2.2,4303.2,summer,36.1
Tiruppur Weaving Plant,Hydraulic Baler,230.29,3.1,4106.1,winter,18.2
Coimbatore Sorting Hub,Shredder Mill,453.05,3.8,9385.1,summer,32.9
Coimbatore Sorting Hub,Hydraulic Baler,638.4,13.1,3870.8,spring,20.8
Tiruppur Weaving Plant,Hydraulic Baler,148.5,3.4,1274.5,spring,40.0
Tiruppur Weaving Plant,Pelletizer Extruder,1088.92,7.5,9682.2,winter,20.8
Salem Compressed Scrap,Compactor Press,1002.1,20.5,2921.1,summer,34.1
Chennai Extrusion Center,Shredder Mill,1855.29,20.6,6964.2,summer,21.0
Chennai Extrusion Center,Shredder Mill,1899.87,20.8,7519.6,spring,24.7
Salem Compressed Scrap,Shredder Mill,1459.15,15.5,8365.2,summer,36.0
Tiruppur Weaving Plant,Pelletizer Extruder,673.75,4.7,3058.5,spring,25.1
Salem Compressed Scrap,Hydraulic Baler,1080.7,22.8,1473.3,summer,41.0
Tiruppur Weaving Plant,Shredder Mill,1428.17,14.9,7152.0,summer,17.1
Tiruppur Weaving Plant,Shredder Mill,489.14,5.0,1939.9,winter,37.1
Chennai Extrusion Center,Pelletizer Extruder,649.94,4.3,6783.1,summer,16.5
Tiruppur Weaving Plant,Hydraulic Baler,482.65,7.7,5411.2,monsoon,20.8
Tiruppur Weaving Plant,Shredder Mill,784.45,9.0,2163.6,spring,20.5
Coimbatore Sorting Hub,Pelletizer Extruder,2594.23,21.0,3667.7,winter,18.9
Chennai Extrusion Center,Hydraulic Baler,211.01,2.7,4916.3,winter,36.6
Tiruppur Weaving Plant,Hydraulic Baler,683.61,11.1,8356.5,summer,30.7
Tiruppur Weaving Plant,Hydraulic Baler,609.79,10.0,9835.8,monsoon,27.5
Salem Compressed Scrap,Pelletizer Extruder,2028.19,15.8,7416.1,monsoon,36.7
Chennai Extrusion Center,Hydraulic Baler,248.96,3.4,7087.7,spring,20.7
Chennai Extrusion Center,Pelletizer Extruder,2337.94,18.6,4418.1,monsoon,18.2
Tiruppur Weaving Plant,Compactor Press,592.31,10.1,8444.1,summer,40.1
Tiruppur Weaving Plant,Hydraulic Baler,477.74,8.9,4784.7,spring,40.0
Coimbatore Sorting Hub,Compactor Press,608.53,11.7,5291.2,spring,15.9
Chennai Extrusion Center,Pelletizer Extruder,2844.28,21.8,9886.4,spring,22.2
Chennai Extrusion Center,Compactor Press,1161.72,22.3,9225.1,monsoon,37.7
Chennai Extrusion Center,Compactor Press,294.16,5.4,1595.5,monsoon,16.4
Salem Compressed Scrap,Pelletizer Extruder,932.72,7.2,730.4,spring,22.9
Tiruppur Weaving Plant,Shredder Mill,1188.72,13.1,2373.6,spring,20.3
Chennai Extrusion Center,Compactor Press,234.72,4.2,2145.4,winter,37.8
Salem Compressed Scrap,Hydraulic Baler,990.27,19.5,5033.0,monsoon,23.4
Tiruppur Weaving Plant,Shredder Mill,556.7,6.0,1681.9,summer,40.4
Chennai Extrusion Center,Compactor Press,967.16,20.7,1186.5,monsoon,39.9
Chennai Extrusion Center,Shredder Mill,1954.2,21.1,9532.3,summer,26.1
Coimbatore Sorting Hub,Shredder Mill,1738.14,18.5,9406.1,spring,22.0
Salem Compressed Scrap,Compactor Press,413.12,6.3,8180.3,winter,35.2
Coimbatore Sorting Hub,Compactor Press,1019.02,20.2,9603.8,monsoon,40.7
Salem Compressed Scrap,Compactor Press,804.56,14.6,9636.9,winter,27.3
Coimbatore Sorting Hub,Pelletizer Extruder,1867.52,15.4,2563.8,monsoon,24.6
Salem Compressed Scrap,Compactor Press,457.61,9.4,2518.0,winter,30.2
Chennai Extrusion Center,Shredder Mill,597.37,6.0,3761.9,spring,31.8
Chennai Extrusion Center,Hydraulic Baler,266.54,3.3,3877.9,monsoon,25.8
Coimbatore Sorting Hub,Hydraulic Baler,1022.85,19.3,9690.1,monsoon,36.9
Salem Compressed Scrap,Pelletizer Extruder,2320.18,17.8,9014.2,summer,36.6
Salem Compressed Scrap,Shredder Mill,295.69,2.3,6510.5,monsoon,32.8
Tiruppur Weaving Plant,Compactor Press,365.45,5.8,6787.0,spring,27.0
Salem Compressed Scrap,Compactor Press,757.28,16.4,3303.9,winter,17.7
Salem Compressed Scrap,Pelletizer Extruder,1074.63,7.4,7551.1,monsoon,20.8
Coimbatore Sorting Hub,Shredder Mill,1372.79,14.0,9991.7,monsoon,34.5
Salem Compressed Scrap,Compactor Press,962.47,20.2,5318.0,summer,17.2
Salem Compressed Scrap,Pelletizer Extruder,1706.65,12.6,5438.1,spring,40.9
Coimbatore Sorting Hub,Pelletizer Extruder,2769.18,21.4,9001.0,summer,17.3
Chennai Extrusion Center,Shredder Mill,643.56,7.1,1095.3,winter,38.3
Salem Compressed Scrap,Shredder Mill,1376.11,14.6,4687.1,winter,16.8
Coimbatore Sorting Hub,Pelletizer Extruder,2736.97,22.5,3104.7,monsoon,25.4
Tiruppur Weaving Plant,Hydraulic Baler,992.43,21.9,4377.9,monsoon,15.9
Salem Compressed Scrap,Compactor Press,594.0,9.3,7203.8,winter,23.4
Chennai Extrusion Center,Hydraulic Baler,964.46,20.0,2857.0,monsoon,19.6
Tiruppur Weaving Plant,Compactor Press,572.54,10.3,7435.2,winter,39.7
Tiruppur Weaving Plant,Hydraulic Baler,1133.91,23.7,4323.2,winter,30.9
Coimbatore Sorting Hub,Compactor Press,119.5,2.2,1231.6,winter,36.3
Chennai Extrusion Center,Pelletizer Extruder,1366.46,9.9,9988.8,summer,29.0
Coimbatore Sorting Hub,Pelletizer Extruder,1051.35,8.5,1832.4,monsoon,29.2
Tiruppur Weaving Plant,Pelletizer Extruder,1125.26,8.7,4937.4,winter,41.8
Coimbatore Sorting Hub,Compactor Press,833.71,16.6,7895.2,summer,32.4
Coimbatore Sorting Hub,Compactor Press,364.36,5.4,3319.1,summer,40.9
Salem Compressed Scrap,Compactor Press,892.22,20.0,634.2,winter,34.1
Chennai Extrusion Center,Pelletizer Extruder,1759.54,14.2,4826.3,spring,21.0
Tiruppur Weaving Plant,Hydraulic Baler,592.64,13.2,2458.8,winter,21.1
Salem Compressed Scrap,Shredder Mill,1736.62,19.1,6927.6,winter,20.0
Salem Compressed Scrap,Pelletizer Extruder,1235.33,9.4,5031.1,summer,19.8
Tiruppur Weaving Plant,Hydraulic Baler,371.46,5.5,4081.4,spring,39.1
Tiruppur Weaving Plant,Compactor Press,744.68,13.4,7574.8,winter,38.4
Tiruppur Weaving Plant,Pelletizer Extruder,1601.76,12.4,7326.1,spring,25.2
Salem Compressed Scrap,Shredder Mill,2011.06,23.0,5164.3,summer,41.8
Coimbatore Sorting Hub,Compactor Press,451.97,8.4,2578.3,summer,38.1
Tiruppur Weaving Plant,Compactor Press,1110.47,21.3,8684.0,winter,37.6
Coimbatore Sorting Hub,Hydraulic Baler,881.19,15.9,9257.8,winter,37.2
Tiruppur Weaving Plant,Hydraulic Baler,540.67,10.1,2673.8,winter,21.2
Salem Compressed Scrap,Pelletizer Extruder,1798.36,14.7,3249.5,summer,36.4
Chennai Extrusion Center,Compactor Press,1124.94,23.0,5653.9,monsoon,39.0
Chennai Extrusion Center,Shredder Mill,507.53,4.4,6345.9,monsoon,40.6
Tiruppur Weaving Plant,Compactor Press,539.4,9.0,6924.3,spring,36.2
Tiruppur Weaving Plant,Hydraulic Baler,256.45,2.6,9152.2,summer,24.4
Tiruppur Weaving Plant,Shredder Mill,1431.7,15.7,4822.4,spring,15.3
Tiruppur Weaving Plant,Compactor Press,439.81,6.7,9988.4,monsoon,35.5
Chennai Extrusion Center,Shredder Mill,1239.9,12.6,7294.4,winter,41.5
Salem Compressed Scrap,Hydraulic Baler,461.92,8.5,3810.3,monsoon,29.3
Coimbatore Sorting Hub,Pelletizer Extruder,1284.88,10.1,1042.0,summer,34.7
Salem Compressed Scrap,Pelletizer Extruder,895.11,7.0,1450.9,summer,28.0
Tiruppur Weaving Plant,Hydraulic Baler,715.93,13.9,1525.6,monsoon,36.4
Chennai Extrusion Center,Pelletizer Extruder,1586.05,13.0,2088.5,spring,42.0
Salem Compressed Scrap,Hydraulic Baler,1231.94,23.2,6768.6,spring,34.3
Salem Compressed Scrap,Compactor Press,137.14,2.4,1663.1,winter,41.8
Salem Compressed Scrap,Shredder Mill,1833.09,20.3,7499.9,summer,24.0
Tiruppur Weaving Plant,Pelletizer Extruder,2266.55,19.0,691.9,summer,24.5
Salem Compressed Scrap,Shredder Mill,329.0,2.7,7419.7,spring,22.4
Chennai Extrusion Center,Hydraulic Baler,359.7,6.7,980.5,summer,30.7
Tiruppur Weaving Plant,Shredder Mill,1254.79,13.0,6579.9,summer,27.5
Chennai Extrusion Center,Hydraulic Baler,751.7,14.8,5201.5,monsoon,21.8
Chennai Extrusion Center,Pelletizer Extruder,2437.67,20.0,2902.9,summer,22.3
Coimbatore Sorting Hub,Shredder Mill,2019.14,23.2,694.7,spring,29.8
Chennai Extrusion Center,Compactor Press,838.9,16.6,4184.7,winter,25.2
Salem Compressed Scrap,Compactor Press,1044.63,22.1,1376.1,winter,41.0
Salem Compressed Scrap,Pelletizer Extruder,1524.04,11.8,7601.6,monsoon,34.9
Coimbatore Sorting Hub,Pelletizer Extruder,725.53,5.5,4480.2,monsoon,17.4
Coimbatore Sorting Hub,Shredder Mill,1401.4,15.0,5433.2,spring,15.9
Coimbatore Sorting Hub,Compactor Press,958.39,18.4,7728.4,winter,17.4
Coimbatore Sorting Hub,Compactor Press,1013.22,21.6,2077.0,monsoon,37.0
Chennai Extrusion Center,Compactor Press,696.78,11.1,9433.8,summer,29.9
Salem Compressed Scrap,Shredder Mill,1101.92,11.1,8127.8,monsoon,36.3
Salem Compressed Scrap,Shredder Mill,702.89,7.1,3024.4,spring,41.7
Chennai Extrusion Center,Compactor Press,830.63,15.3,8767.9,spring,28.0
Chennai Extrusion Center,Shredder Mill,1729.04,19.4,3982.9,spring,37.8
Chennai Extrusion Center,Compactor Press,950.3,18.2,7164.1,monsoon,22.5
Tiruppur Weaving Plant,Hydraulic Baler,1056.09,20.0,9821.6,monsoon,16.2
Chennai Extrusion Center,Pelletizer Extruder,2338.37,19.3,4002.4,summer,38.9
Salem Compressed Scrap,Shredder Mill,1257.55,13.5,5364.1,winter,23.4
Salem Compressed Scrap,Compactor Press,497.61,8.5,3189.8,summer,39.3
Tiruppur Weaving Plant,Hydraulic Baler,306.5,5.3,1276.0,summer,24.4
Coimbatore Sorting Hub,Pelletizer Extruder,745.99,5.9,988.7,winter,17.6
Coimbatore Sorting Hub,Pelletizer Extruder,584.88,3.9,5943.3,winter,24.8
Salem Compressed Scrap,Shredder Mill,557.3,5.7,7150.8,summer,18.3
Chennai Extrusion Center,Shredder Mill,487.14,4.0,9462.9,summer,37.4
Tiruppur Weaving Plant,Shredder Mill,895.9,10.9,646.7,monsoon,23.4
Coimbatore Sorting Hub,Compactor Press,182.17,2.6,4131.6,spring,17.1
Salem Compressed Scrap,Pelletizer Extruder,2087.76,16.0,9810.4,monsoon,16.9
Chennai Extrusion Center,Shredder Mill,1044.81,11.2,3480.2,summer,28.5
Tiruppur Weaving Plant,Hydraulic Baler,1075.85,20.4,8548.6,winter,19.3
Chennai Extrusion Center,Shredder Mill,1651.25,18.4,3093.6,winter,18.1
Coimbatore Sorting Hub,Pelletizer Extruder,1790.75,13.9,8654.8,winter,20.4
Coimbatore Sorting Hub,Compactor Press,1035.22,22.2,2050.1,monsoon,18.4
Tiruppur Weaving Plant,Compactor Press,462.03,6.7,6890.3,spring,29.2
Salem Compressed Scrap,Pelletizer Extruder,1040.88,7.4,4236.9,winter,36.2
Salem Compressed Scrap,Pelletizer Extruder,1746.02,13.5,5967.9,winter,21.6
Tiruppur Weaving Plant,Pelletizer Extruder,520.92,4.1,720.5,monsoon,26.2
Chennai Extrusion Center,Hydraulic Baler,944.65,20.7,3060.0,monsoon,34.7
Chennai Extrusion Center,Hydraulic Baler,448.22,7.8,6208.3,monsoon,23.0
Salem Compressed Scrap,Compactor Press,893.03,18.7,2796.5,summer,18.0
Coimbatore Sorting Hub,Shredder Mill,460.86,4.4,874.1,summer,17.4
Coimbatore Sorting Hub,Shredder Mill,730.61,7.4,696.1,spring,27.9
Coimbatore Sorting Hub,Hydraulic Baler,1113.53,23.0,539.1,monsoon,33.6
Tiruppur Weaving Plant,Compactor Press,851.88,18.4,645.9,spring,33.2
Coimbatore Sorting Hub,Pelletizer Extruder,1217.35,9.1,4882.2,monsoon,37.1
Tiruppur Weaving Plant,Shredder Mill,860.2,8.7,9956.5,summer,20.0
Tiruppur Weaving Plant,Compactor Press,773.53,15.6,2777.6,summer,34.8
Salem Compressed Scrap,Shredder Mill,1289.99,14.2,3762.6,winter,39.1
Chennai Extrusion Center,Pelletizer Extruder,2236.93,18.0,4728.0,summer,26.9
Coimbatore Sorting Hub,Pelletizer Extruder,1295.71,10.2,6466.8,monsoon,32.0
Tiruppur Weaving Plant,Hydraulic Baler,904.71,17.6,6229.1,summer,28.9
Salem Compressed Scrap,Pelletizer Extruder,2584.57,20.9,1951.4,monsoon,33.0
Chennai Extrusion Center,Shredder Mill,1455.11,16.6,5179.0,summer,20.3
Coimbatore Sorting Hub,Compactor Press,219.33,2.6,7355.9,monsoon,37.9
Chennai Extrusion Center,Hydraulic Baler,997.51,19.8,8628.5,monsoon,22.0
Salem Compressed Scrap,Compactor Press,527.99,11.0,1835.5,monsoon,22.5
Chennai Extrusion Center,Hydraulic Baler,223.7,4.6,3060.2,spring,19.1
Coimbatore Sorting Hub,Compactor Press,685.34,13.0,2721.0,winter,29.1
Chennai Extrusion Center,Pelletizer Extruder,1917.67,15.4,5603.7,monsoon,24.5
Salem Compressed Scrap,Hydraulic Baler,792.07,17.2,962.4,monsoon,23.5
Tiruppur Weaving Plant,Pelletizer Extruder,663.25,4.9,5967.0,summer,20.9
Coimbatore Sorting Hub,Compactor Press,184.82,2.0,3066.2,summer,39.4
Chennai Extrusion Center,Hydraulic Baler,710.63,12.8,9671.8,monsoon,37.5
Chennai Extrusion Center,Compactor Press,892.18,18.3,5328.0,summer,25.6
Tiruppur Weaving Plant,Shredder Mill,1658.83,18.8,4410.4,summer,29.6
Chennai Extrusion Center,Shredder Mill,1588.92,17.8,4383.6,winter,37.5
Salem Compressed Scrap,Hydraulic Baler,782.14,14.9,9105.5,winter,17.8
Coimbatore Sorting Hub,Shredder Mill,2010.5,21.7,9998.2,summer,32.9
Salem Compressed Scrap,Shredder Mill,1654.52,19.1,5740.0,monsoon,26.1
Coimbatore Sorting Hub,Compactor Press,882.5,18.2,2389.0,spring,29.2
Coimbatore Sorting Hub,Shredder Mill,1794.62,18.5,6742.9,winter,37.5
