plant,workers,shift,attendance_rate,overtime_hours,downtime_hours,productivity
Tiruppur Weaving Plant,44,Afternoon,0.88,4.0,2.7,66.5
Chennai Extrusion Center,47,Morning,0.93,1.4,3.9,51.0
Tiruppur Weaving Plant,14,Night,0.72,0.6,0.5,51.9
Chennai Extrusion Center,86,Afternoon,0.81,5.6,1.6,61.3
Tiruppur Weaving Plant,94,Morning,0.87,9.2,3.1,61.1
Chennai Extrusion Center,114,Morning,0.74,5.0,2.6,51.9
Coimbatore Sorting Hub,102,Night,0.72,4.3,1.0,60.4
Coimbatore Sorting Hub,111,Morning,0.77,2.7,0.4,66.5
Coimbatore Sorting Hub,145,Morning,0.85,1.7,2.6,52.7
Chennai Extrusion Center,130,Afternoon,0.72,10.0,2.1,58.2
Chennai Extrusion Center,76,Afternoon,0.82,0.8,3.7,52.7
Chennai Extrusion Center,130,Morning,0.73,1.9,0.8,62.7
Salem Compressed Scrap,47,Afternoon,0.93,7.1,0.8,86.5
Chennai Extrusion Center,148,Night,0.72,7.3,1.1,60.5
Tiruppur Weaving Plant,133,Morning,0.96,7.5,2.8,75.6
Chennai Extrusion Center,45,Afternoon,0.79,1.5,1.8,63.3
Chennai Extrusion Center,149,Afternoon,0.77,2.4,2.1,54.9
Salem Compressed Scrap,105,Afternoon,0.8,5.7,0.3,77.1
Chennai Extrusion Center,138,Night,0.7,8.0,1.3,49.6
Chennai Extrusion Center,115,Afternoon,0.89,7.7,0.7,69.4
Salem Compressed Scrap,96,Afternoon,0.79,1.0,3.6,55.2
Tiruppur Weaving Plant,144,Afternoon,0.87,7.5,0.4,81.8
Coimbatore Sorting Hub,125,Afternoon,0.71,6.4,2.1,56.2
Coimbatore Sorting Hub,76,Night,0.85,1.3,3.7,50.3
Salem Compressed Scrap,44,Morning,0.91,0.1,1.6,69.7
Chennai Extrusion Center,135,Afternoon,0.96,9.3,1.9,74.6
Tiruppur Weaving Plant,113,Afternoon,0.82,3.7,2.7,63.5
Salem Compressed Scrap,79,Morning,0.78,5.4,0.6,56.3
Salem Compressed Scrap,16,Night,0.73,3.4,0.5,48.7
Tiruppur Weaving Plant,149,Morning,0.93,1.8,3.7,57.8
Salem Compressed Scrap,82,Afternoon,0.83,2.8,3.6,57.7
Chennai Extrusion Center,67,Morning,0.75,1.0,0.0,55.1
Tiruppur Weaving Plant,81,Morning,0.87,6.0,2.3,66.0
Chennai Extrusion Center,142,Night,0.96,0.2,1.0,73.5
Coimbatore Sorting Hub,84,Night,0.78,9.9,1.1,61.1
Chennai Extrusion Center,117,Morning,0.79,8.5,4.0,52.1
Tiruppur Weaving Plant,117,Afternoon,0.92,4.4,3.0,70.5
Chennai Extrusion Center,30,Night,0.95,8.0,0.9,74.4
Chennai Extrusion Center,123,Morning,1.0,3.6,3.1,64.1
Tiruppur Weaving Plant,27,Afternoon,0.96,2.4,2.4,61.9
Tiruppur Weaving Plant,115,Morning,0.98,9.0,0.8,79.0
Salem Compressed Scrap,103,Night,0.98,0.5,2.4,68.7
Chennai Extrusion Center,29,Night,0.95,6.9,0.5,89.4
Salem Compressed Scrap,33,Night,0.93,3.9,1.3,75.3
Salem Compressed Scrap,104,Night,0.96,1.1,2.6,70.3
Salem Compressed Scrap,116,Afternoon,0.91,1.4,2.5,60.1
Tiruppur Weaving Plant,126,Morning,0.92,3.8,0.3,74.4
Chennai Extrusion Center,136,Night,0.75,9.6,0.4,69.4
Coimbatore Sorting Hub,79,Night,0.72,7.0,2.2,55.4
Chennai Extrusion Center,20,Morning,0.89,5.4,1.9,58.6
Chennai Extrusion Center,96,Morning,0.83,5.4,3.6,61.9
Coimbatore Sorting Hub,122,Night,0.99,5.7,3.1,75.1
Tiruppur Weaving Plant,118,Afternoon,0.73,1.0,3.2,53.4
Chennai Extrusion Center,64,Morning,0.78,0.9,1.7,56.6
Coimbatore Sorting Hub,113,Morning,0.94,4.5,3.8,63.0
Coimbatore Sorting Hub,87,Morning,0.96,6.1,3.3,67.4
Chennai Extrusion Center,30,Night,0.77,6.7,2.5,56.0
Tiruppur Weaving Plant,124,Morning,0.99,6.4,0.8,86.5
Coimbatore Sorting Hub,38,Morning,0.86,6.0,1.4,62.0
Coimbatore Sorting Hub,14,Morning,0.8,7.1,2.0,64.3
Tiruppur Weaving Plant,123,Morning,0.99,3.5,1.0,77.8
Salem Compressed Scrap,137,Night,0.79,2.7,1.4,58.8
Salem Compressed Scrap,61,Afternoon,0.92,2.3,2.6,66.6
Salem Compressed Scrap,77,Afternoon,0.75,3.7,0.8,65.4
Tiruppur Weaving Plant,123,Morning,0.78,9.6,1.6,71.5
Coimbatore Sorting Hub,119,Morning,0.72,6.0,3.5,44.5
Salem Compressed Scrap,85,Night,0.85,2.0,2.9,68.6
Salem Compressed Scrap,74,Morning,0.81,3.3,2.7,58.8
Tiruppur Weaving Plant,88,Afternoon,0.88,2.8,2.7,64.5
Coimbatore Sorting Hub,55,Afternoon,0.74,1.3,2.5,47.8
Chennai Extrusion Center,95,Night,0.88,0.3,1.0,76.2
Coimbatore Sorting Hub,110,Night,0.82,0.4,1.9,55.2
Coimbatore Sorting Hub,28,Night,0.85,9.2,1.2,76.2
Tiruppur Weaving Plant,27,Afternoon,0.94,5.8,3.5,58.2
Salem Compressed Scrap,92,Morning,0.98,7.7,3.3,71.2
Salem Compressed Scrap,92,Night,0.72,6.8,1.5,54.3
Coimbatore Sorting Hub,128,Morning,0.97,6.0,3.5,65.4
Coimbatore Sorting Hub,28,Morning,0.82,5.0,2.8,50.0
Coimbatore Sorting Hub,16,Night,0.97,9.3,0.3,93.5
Salem Compressed Scrap,51,Afternoon,0.84,7.4,0.6,82.2
Salem Compressed Scrap,12,Morning,0.8,5.8,2.6,62.9
Chennai Extrusion Center,110,Night,0.76,7.4,2.9,60.6
Salem Compressed Scrap,11,Night,0.91,2.2,0.0,72.0
Salem Compressed Scrap,42,Afternoon,0.93,3.3,2.6,67.3
Coimbatore Sorting Hub,127,Morning,0.74,3.0,2.5,64.4
Chennai Extrusion Center,137,Morning,0.82,9.8,1.0,74.4
Coimbatore Sorting Hub,41,Afternoon,0.77,8.3,0.4,60.0
Chennai Extrusion Center,105,Afternoon,0.75,1.1,0.6,59.0
Chennai Extrusion Center,120,Afternoon,0.98,3.2,0.7,86.9
Chennai Extrusion Center,26,Morning,0.85,6.0,3.8,58.3
Coimbatore Sorting Hub,81,Morning,0.95,1.8,1.9,72.3
Tiruppur Weaving Plant,88,Afternoon,0.71,7.4,3.5,48.9
Chennai Extrusion Center,49,Afternoon,0.79,8.8,2.2,68.9
Salem Compressed Scrap,42,Afternoon,0.83,4.8,3.6,58.7
Tiruppur Weaving Plant,34,Afternoon,0.9,3.9,4.0,58.6
Tiruppur Weaving Plant,37,Afternoon,0.93,3.8,0.4,78.5
Coimbatore Sorting Hub,29,Morning,0.9,6.6,2.8,71.8
Salem Compressed Scrap,32,Night,0.75,5.1,0.3,63.4
Salem Compressed Scrap,37,Afternoon,0.92,6.1,3.0,61.7
Coimbatore Sorting Hub,53,Morning,0.77,0.2,1.7,60.1
Chennai Extrusion Center,149,Afternoon,0.97,5.3,2.2,75.6
Chennai Extrusion Center,124,Night,0.89,3.6,3.4,61.9
Chennai Extrusion Center,31,Afternoon,0.98,9.5,0.7,87.2
Coimbatore Sorting Hub,16,Morning,0.91,6.0,3.9,57.6
Coimbatore Sorting Hub,73,Night,0.78,0.6,0.8,64.8
Tiruppur Weaving Plant,12,Afternoon,0.9,9.7,0.7,73.5
Coimbatore Sorting Hub,44,Morning,0.93,4.5,3.9,58.9
Chennai Extrusion Center,113,Night,0.87,5.3,3.4,57.5
Tiruppur Weaving Plant,87,Night,0.85,7.8,2.8,63.2
Tiruppur Weaving Plant,62,Afternoon,0.75,0.0,3.8,36.3
Chennai Extrusion Center,146,Night,0.9,9.4,2.6,68.6
Coimbatore Sorting Hub,12,Morning,0.9,1.8,3.4,54.1
Chennai Extrusion Center,64,Morning,0.83,6.0,3.2,55.1
Coimbatore Sorting Hub,138,Night,0.9,0.9,2.3,60.2
Coimbatore Sorting Hub,119,Morning,0.85,1.9,1.9,66.3
Coimbatore Sorting Hub,67,Night,0.96,9.6,0.7,84.4
Coimbatore Sorting Hub,137,Morning,0.89,5.8,0.8,70.5
Chennai Extrusion Center,56,Afternoon,0.78,5.1,3.7,51.5
Chennai Extrusion Center,49,Afternoon,0.74,1.2,4.0,49.6
Tiruppur Weaving Plant,47,Morning,0.99,9.8,0.5,88.5
Coimbatore Sorting Hub,105,Night,0.98,0.4,2.9,67.1
Tiruppur Weaving Plant,98,Afternoon,0.79,4.2,2.7,58.3
Coimbatore Sorting Hub,53,Night,0.9,4.7,1.2,72.3
Salem Compressed Scrap,23,Morning,0.7,8.0,3.3,40.9
Tiruppur Weaving Plant,29,Afternoon,0.82,2.0,2.4,67.0
Tiruppur Weaving Plant,149,Morning,0.89,1.3,0.9,77.2
Tiruppur Weaving Plant,141,Afternoon,0.97,1.6,3.5,64.4
Salem Compressed Scrap,132,Night,0.84,9.1,1.7,71.9
Salem Compressed Scrap,91,Afternoon,0.96,4.5,3.5,68.2
Salem Compressed Scrap,75,Afternoon,0.8,5.9,1.4,59.0
Salem Compressed Scrap,85,Night,0.72,1.7,1.9,53.7
Chennai Extrusion Center,124,Morning,0.8,8.2,1.6,67.7
Coimbatore Sorting Hub,97,Night,0.76,2.7,1.2,53.9
Chennai Extrusion Center,112,Afternoon,0.94,4.0,1.1,76.3
Coimbatore Sorting Hub,108,Morning,0.99,1.7,3.0,62.9
Tiruppur Weaving Plant,38,Morning,0.77,1.3,3.2,52.9
Chennai Extrusion Center,53,Night,0.76,3.3,3.6,47.6
Salem Compressed Scrap,77,Night,0.94,5.0,2.8,71.8
Coimbatore Sorting Hub,84,Morning,0.81,1.5,3.2,59.6
Chennai Extrusion Center,90,Night,0.96,2.0,1.4,76.4
Tiruppur Weaving Plant,13,Afternoon,0.72,8.2,3.9,49.2
Salem Compressed Scrap,78,Morning,0.8,8.8,0.1,75.9
Chennai Extrusion Center,129,Afternoon,0.73,8.5,2.6,54.5
Chennai Extrusion Center,142,Afternoon,0.77,3.2,2.5,58.7
Tiruppur Weaving Plant,98,Night,0.86,3.6,2.1,64.9
Tiruppur Weaving Plant,21,Night,0.74,9.0,3.0,58.8
Coimbatore Sorting Hub,97,Morning,0.76,3.1,1.9,59.2
Salem Compressed Scrap,62,Morning,0.79,6.0,3.7,51.5
Tiruppur Weaving Plant,103,Night,0.79,3.3,0.1,73.1
Tiruppur Weaving Plant,140,Night,0.9,1.1,2.0,68.8
Salem Compressed Scrap,26,Night,0.75,2.5,3.9,47.9
Salem Compressed Scrap,66,Night,0.84,3.3,1.3,71.3
Salem Compressed Scrap,45,Morning,0.88,0.5,1.6,67.7
Tiruppur Weaving Plant,33,Morning,0.94,3.4,2.8,66.2
Salem Compressed Scrap,94,Night,0.81,5.5,1.2,71.2
Coimbatore Sorting Hub,76,Night,0.93,7.4,0.1,73.5
Chennai Extrusion Center,38,Morning,0.9,2.2,1.5,68.2
Salem Compressed Scrap,97,Night,0.96,2.8,2.0,73.3
Coimbatore Sorting Hub,62,Night,0.74,5.6,3.1,54.7
Salem Compressed Scrap,80,Afternoon,0.74,9.6,2.5,59.2
Chennai Extrusion Center,55,Night,0.77,0.6,3.7,47.0
Coimbatore Sorting Hub,81,Afternoon,0.85,8.1,2.6,64.0
Salem Compressed Scrap,28,Morning,0.9,9.3,1.6,66.5
Tiruppur Weaving Plant,27,Afternoon,0.77,4.8,2.3,54.5
Coimbatore Sorting Hub,87,Afternoon,0.9,7.9,2.3,65.3
Tiruppur Weaving Plant,82,Afternoon,0.8,6.4,1.0,69.6
Coimbatore Sorting Hub,87,Afternoon,0.88,4.9,3.4,65.0
Coimbatore Sorting Hub,39,Night,0.9,8.8,2.2,74.7
Coimbatore Sorting Hub,125,Morning,0.73,8.0,1.4,57.7
Tiruppur Weaving Plant,23,Afternoon,0.74,7.8,1.5,56.6
Tiruppur Weaving Plant,60,Afternoon,0.94,9.8,3.1,55.3
Coimbatore Sorting Hub,105,Afternoon,0.76,9.0,3.0,58.7
Chennai Extrusion Center,114,Morning,0.81,0.9,2.9,54.6
Tiruppur Weaving Plant,134,Morning,0.93,3.2,0.5,77.0
Chennai Extrusion Center,82,Afternoon,0.97,3.0,1.5,66.5
Chennai Extrusion Center,39,Night,0.75,7.9,0.8,69.7
Chennai Extrusion Center,128,Night,0.78,2.3,1.2,61.6
Tiruppur Weaving Plant,53,Afternoon,0.72,0.2,1.9,57.5
Coimbatore Sorting Hub,20,Morning,0.72,8.4,1.9,54.9
Salem Compressed Scrap,146,Night,0.93,8.5,1.2,77.7
Coimbatore Sorting Hub,48,Night,0.96,0.3,2.7,64.4
Chennai Extrusion Center,45,Afternoon,0.9,8.8,0.5,78.6
Salem Compressed Scrap,49,Morning,0.95,4.9,0.1,76.7
Coimbatore Sorting Hub,95,Night,0.74,4.2,3.1,56.6
Tiruppur Weaving Plant,54,Morning,0.77,1.6,3.6,39.2
Chennai Extrusion Center,55,Morning,0.73,4.5,0.5,66.5
Chennai Extrusion Center,34,Night,0.93,3.1,0.1,83.4
Tiruppur Weaving Plant,131,Night,0.84,5.3,1.3,61.8
Coimbatore Sorting Hub,20,Night,0.72,7.8,1.6,57.0
Salem Compressed Scrap,138,Afternoon,0.72,6.0,3.5,53.3
Tiruppur Weaving Plant,31,Night,0.79,4.6,0.3,59.6
Salem Compressed Scrap,142,Morning,1.0,4.6,1.3,80.1
Tiruppur Weaving Plant,56,Afternoon,0.84,9.6,3.8,57.6
Coimbatore Sorting Hub,107,Night,0.85,1.4,3.5,57.8
Chennai Extrusion Center,95,Afternoon,0.79,5.0,3.3,52.9
Salem Compressed Scrap,57,Afternoon,0.88,6.5,0.2,73.0
Salem Compressed Scrap,143,Morning,0.81,3.1,1.2,70.2
Tiruppur Weaving Plant,19,Night,0.78,5.3,1.1,64.7
Chennai Extrusion Center,148,Morning,0.82,9.5,1.7,72.5
Coimbatore Sorting Hub,55,Morning,0.89,3.8,0.6,76.3
Chennai Extrusion Center,107,Afternoon,0.74,8.2,1.5,64.9
Tiruppur Weaving Plant,14,Afternoon,0.78,5.9,0.6,70.3
Coimbatore Sorting Hub,36,Night,0.76,0.7,1.6,55.7
Coimbatore Sorting Hub,94,Afternoon,0.99,6.8,3.4,74.7
Tiruppur Weaving Plant,118,Morning,0.89,4.4,1.0,77.5
Tiruppur Weaving Plant,141,Morning,0.79,3.9,0.1,67.6
Tiruppur Weaving Plant,20,Morning,0.92,8.7,1.7,75.6
Coimbatore Sorting Hub,28,Morning,0.87,2.6,0.1,78.7
Salem Compressed Scrap,129,Night,0.71,6.1,2.1,53.1
Chennai Extrusion Center,133,Morning,0.95,5.9,0.5,88.5
Chennai Extrusion Center,26,Night,0.9,3.2,3.4,59.1
Chennai Extrusion Center,91,Night,0.94,3.5,0.1,80.4
Coimbatore Sorting Hub,130,Afternoon,0.93,6.4,3.5,65.3
Coimbatore Sorting Hub,81,Morning,0.79,1.7,2.9,62.8
Coimbatore Sorting Hub,75,Morning,0.7,2.0,0.4,63.1
Tiruppur Weaving Plant,61,Morning,0.93,2.0,3.4,60.3
Chennai Extrusion Center,74,Night,0.96,3.2,0.4,86.3
Tiruppur Weaving Plant,124,Morning,0.73,6.6,2.7,46.5
Chennai Extrusion Center,110,Afternoon,0.99,2.1,2.3,67.3
Coimbatore Sorting Hub,110,Night,0.71,3.3,2.5,47.6
Coimbatore Sorting Hub,127,Morning,0.87,8.0,2.1,68.7
Tiruppur Weaving Plant,48,Morning,0.74,6.5,2.2,66.2
Salem Compressed Scrap,131,Afternoon,0.98,9.7,0.6,82.6
Tiruppur Weaving Plant,66,Night,0.89,6.2,1.5,74.1
Tiruppur Weaving Plant,12,Night,0.95,2.6,1.0,86.0
Coimbatore Sorting Hub,68,Morning,0.8,6.4,1.2,74.2
Tiruppur Weaving Plant,145,Morning,0.74,9.5,2.4,49.7
Chennai Extrusion Center,107,Morning,0.88,9.5,1.4,81.4
Chennai Extrusion Center,29,Night,0.91,6.4,2.9,59.6
Chennai Extrusion Center,39,Morning,0.84,5.2,0.1,74.9
Tiruppur Weaving Plant,124,Morning,0.87,5.8,1.3,70.1
Tiruppur Weaving Plant,42,Morning,0.71,7.2,0.4,63.1
Tiruppur Weaving Plant,27,Night,0.85,6.4,2.6,56.9
Salem Compressed Scrap,62,Afternoon,0.78,5.2,2.5,63.6
Chennai Extrusion Center,121,Afternoon,0.86,0.4,0.9,77.7
Salem Compressed Scrap,18,Morning,0.89,5.7,0.3,74.7
Salem Compressed Scrap,103,Afternoon,0.76,9.3,1.3,66.5
Coimbatore Sorting Hub,77,Morning,0.9,9.0,2.2,72.0
Tiruppur Weaving Plant,121,Night,0.72,8.4,3.8,38.6
Salem Compressed Scrap,108,Night,0.84,7.4,1.9,62.7
Chennai Extrusion Center,40,Afternoon,0.96,7.9,2.8,75.8
Tiruppur Weaving Plant,21,Night,0.76,1.9,1.4,58.7
Chennai Extrusion Center,120,Afternoon,0.85,6.5,1.8,64.4
Tiruppur Weaving Plant,14,Morning,0.83,7.1,0.0,74.0
Salem Compressed Scrap,74,Morning,0.73,5.8,3.6,43.6
Coimbatore Sorting Hub,33,Night,0.81,6.6,0.9,62.8
Chennai Extrusion Center,109,Morning,0.79,1.2,1.0,59.6
Chennai Extrusion Center,109,Morning,0.72,2.6,2.0,51.5
Coimbatore Sorting Hub,12,Afternoon,0.72,3.7,0.8,59.3
Tiruppur Weaving Plant,144,Night,0.8,4.3,2.5,60.6
Tiruppur Weaving Plant,30,Afternoon,0.72,2.7,0.8,60.9
Coimbatore Sorting Hub,49,Morning,0.91,3.4,2.5,60.6
Tiruppur Weaving Plant,107,Afternoon,0.81,4.2,0.8,66.7
Coimbatore Sorting Hub,94,Morning,0.71,7.1,1.2,51.7
Chennai Extrusion Center,24,Morning,0.73,7.5,1.2,57.6
Chennai Extrusion Center,74,Afternoon,0.89,0.3,2.6,63.2
Chennai Extrusion Center,41,Afternoon,0.95,1.7,2.9,59.8
Chennai Extrusion Center,19,Afternoon,0.89,6.3,0.6,75.3
Chennai Extrusion Center,111,Night,0.91,8.4,1.5,67.9
Chennai Extrusion Center,83,Night,0.89,4.0,1.2,74.1
Coimbatore Sorting Hub,67,Morning,0.88,7.8,0.5,78.6
Tiruppur Weaving Plant,123,Afternoon,0.78,2.3,3.4,40.1
Tiruppur Weaving Plant,18,Afternoon,0.71,7.9,2.1,50.9
Chennai Extrusion Center,92,Morning,0.72,2.1,0.6,67.2
Coimbatore Sorting Hub,31,Night,0.86,1.0,0.5,70.2
Coimbatore Sorting Hub,79,Morning,0.89,4.1,1.4,70.5
Tiruppur Weaving Plant,15,Morning,0.94,5.0,2.9,67.4
Salem Compressed Scrap,82,Afternoon,0.77,6.8,0.6,66.5
Tiruppur Weaving Plant,91,Night,0.73,6.5,1.7,63.5
Tiruppur Weaving Plant,68,Afternoon,0.78,7.6,0.2,71.5
Coimbatore Sorting Hub,135,Morning,0.84,0.3,2.5,66.1
Chennai Extrusion Center,131,Night,0.91,0.9,3.0,64.4
Salem Compressed Scrap,115,Night,0.82,5.1,3.8,60.0
Tiruppur Weaving Plant,55,Afternoon,0.94,2.5,3.5,64.3
Tiruppur Weaving Plant,22,Night,0.92,2.9,0.2,83.8
Coimbatore Sorting Hub,78,Night,0.78,4.5,3.5,57.4
Chennai Extrusion Center,81,Night,0.93,3.0,0.3,77.7
Coimbatore Sorting Hub,12,Night,0.92,0.2,1.4,63.1
Coimbatore Sorting Hub,104,Afternoon,0.75,4.2,1.2,63.6
Coimbatore Sorting Hub,100,Afternoon,0.91,6.4,1.9,65.2
Tiruppur Weaving Plant,98,Morning,0.72,4.3,1.0,45.1
Tiruppur Weaving Plant,100,Afternoon,0.76,9.6,3.8,47.7
Salem Compressed Scrap,111,Morning,0.8,4.2,1.9,48.4
Tiruppur Weaving Plant,30,Morning,1.0,5.1,0.7,85.3
Coimbatore Sorting Hub,97,Night,0.82,7.4,3.6,52.4
Tiruppur Weaving Plant,102,Night,0.85,7.1,3.0,57.5
Tiruppur Weaving Plant,148,Morning,0.93,3.8,3.3,58.8
Coimbatore Sorting Hub,131,Night,0.97,1.5,0.8,86.6
Salem Compressed Scrap,129,Morning,0.97,0.8,0.5,88.4
Coimbatore Sorting Hub,61,Afternoon,0.89,5.1,0.1,79.4
Salem Compressed Scrap,41,Night,0.94,7.6,3.0,59.8
Chennai Extrusion Center,87,Morning,0.88,8.0,3.2,63.0
Tiruppur Weaving Plant,86,Afternoon,0.93,2.6,0.7,84.2
Coimbatore Sorting Hub,110,Afternoon,0.99,6.6,3.7,72.1
Tiruppur Weaving Plant,49,Morning,0.71,3.4,2.1,43.8
Salem Compressed Scrap,111,Afternoon,0.87,2.7,1.7,67.3
Salem Compressed Scrap,123,Night,0.97,9.9,2.0,77.5
Tiruppur Weaving Plant,39,Night,0.99,5.3,3.1,76.8
Coimbatore Sorting Hub,111,Afternoon,0.97,3.3,3.4,67.2
Tiruppur Weaving Plant,119,Afternoon,0.99,6.7,1.2,82.6
Tiruppur Weaving Plant,19,Afternoon,0.87,8.3,1.8,65.2
Chennai Extrusion Center,46,Afternoon,0.92,8.0,3.7,67.9
Tiruppur Weaving Plant,108,Night,0.71,1.1,3.0,50.0
Coimbatore Sorting Hub,80,Night,0.84,4.0,3.8,48.0
Chennai Extrusion Center,96,Afternoon,0.81,6.7,2.8,55.7
Salem Compressed Scrap,61,Night,0.86,8.5,3.9,47.7
Coimbatore Sorting Hub,97,Night,0.94,2.4,1.3,77.9
Salem Compressed Scrap,103,Afternoon,0.7,7.0,1.6,53.5
Tiruppur Weaving Plant,83,Morning,0.98,0.2,2.8,77.5
Chennai Extrusion Center,50,Night,0.83,5.3,1.1,64.3
Chennai Extrusion Center,37,Night,0.94,0.8,3.2,63.8
Coimbatore Sorting Hub,16,Night,0.93,4.8,0.6,77.4
Chennai Extrusion Center,125,Afternoon,0.71,4.2,2.7,60.6
Tiruppur Weaving Plant,65,Night,0.78,8.4,3.8,52.7
Tiruppur Weaving Plant,49,Afternoon,0.96,3.3,2.8,72.9
Tiruppur Weaving Plant,52,Night,0.95,9.2,0.5,92.0
Salem Compressed Scrap,133,Night,0.9,0.7,0.8,73.7
Coimbatore Sorting Hub,98,Night,0.81,1.4,2.1,52.9
Coimbatore Sorting Hub,145,Morning,0.7,5.7,2.5,54.6
Chennai Extrusion Center,139,Morning,0.9,9.5,2.3,64.7
Chennai Extrusion Center,115,Morning,0.87,7.0,3.4,58.7
Tiruppur Weaving Plant,57,Afternoon,0.9,0.6,1.4,60.7
Chennai Extrusion Center,108,Morning,0.84,10.0,1.6,69.6
Salem Compressed Scrap,117,Afternoon,0.8,3.8,2.5,51.1
Coimbatore Sorting Hub,16,Afternoon,0.71,1.1,3.9,44.9
Tiruppur Weaving Plant,110,Night,0.85,1.3,0.4,66.0
Chennai Extrusion Center,101,Night,0.74,5.0,3.2,44.1
Tiruppur Weaving Plant,138,Afternoon,0.89,9.6,3.4,57.4
Chennai Extrusion Center,131,Morning,0.7,3.0,2.9,46.4
Tiruppur Weaving Plant,101,Morning,0.96,3.3,0.3,82.0
Chennai Extrusion Center,47,Afternoon,0.8,6.5,2.7,58.7
Tiruppur Weaving Plant,28,Afternoon,1.0,0.9,2.1,70.6
Coimbatore Sorting Hub,122,Night,0.71,2.6,1.5,53.7
Salem Compressed Scrap,20,Night,0.97,5.3,0.5,85.3
Salem Compressed Scrap,20,Morning,0.93,7.1,2.6,69.7
Chennai Extrusion Center,138,Afternoon,0.76,5.2,0.6,65.5
Salem Compressed Scrap,85,Morning,0.78,8.6,1.3,62.9
Chennai Extrusion Center,11,Afternoon,0.75,2.9,0.8,64.7
Salem Compressed Scrap,106,Night,0.8,7.9,0.4,66.1
Chennai Extrusion Center,125,Night,0.7,5.7,3.6,50.6
Salem Compressed Scrap,86,Afternoon,0.76,6.3,2.1,54.7
Coimbatore Sorting Hub,111,Night,0.76,2.7,2.0,54.4
Coimbatore Sorting Hub,20,Night,0.75,3.3,0.3,62.9
Salem Compressed Scrap,51,Night,0.95,3.2,3.9,63.5
Chennai Extrusion Center,56,Night,0.9,2.0,2.6,66.0
Coimbatore Sorting Hub,56,Night,0.81,1.1,0.2,64.2
Coimbatore Sorting Hub,89,Afternoon,0.85,0.9,3.8,49.7
Salem Compressed Scrap,124,Night,1.0,8.9,2.1,79.1
Salem Compressed Scrap,91,Afternoon,0.78,3.8,0.6,70.9
Tiruppur Weaving Plant,142,Afternoon,0.77,8.3,3.6,45.4
Tiruppur Weaving Plant,36,Night,0.82,8.0,2.5,55.1
Tiruppur Weaving Plant,131,Night,0.92,4.3,2.7,63.2
Chennai Extrusion Center,85,Afternoon,0.88,7.4,3.9,55.4
Tiruppur Weaving Plant,71,Night,0.86,1.6,2.4,61.3
Coimbatore Sorting Hub,74,Morning,0.85,1.9,0.5,71.4
Salem Compressed Scrap,63,Morning,0.73,8.0,1.1,73.4
Chennai Extrusion Center,121,Morning,0.92,8.1,3.9,58.9
Tiruppur Weaving Plant,136,Afternoon,0.77,4.1,1.6,54.4
Tiruppur Weaving Plant,13,Night,0.76,1.6,3.8,54.3
Coimbatore Sorting Hub,85,Morning,0.71,5.9,3.1,53.2
Chennai Extrusion Center,143,Afternoon,0.72,4.5,1.2,52.7
Tiruppur Weaving Plant,84,Morning,0.78,4.5,3.8,45.7
Chennai Extrusion Center,140,Morning,0.92,6.7,2.9,63.2
Salem Compressed Scrap,99,Night,0.79,0.9,0.3,64.6
Salem Compressed Scrap,146,Afternoon,0.74,1.0,1.8,46.1
Chennai Extrusion Center,81,Afternoon,0.97,0.4,0.9,81.0
Chennai Extrusion Center,140,Night,0.73,9.7,2.8,50.7
Coimbatore Sorting Hub,134,Morning,0.86,2.9,3.5,47.8
Chennai Extrusion Center,103,Morning,0.94,2.0,0.3,70.9
Tiruppur Weaving Plant,59,Afternoon,0.86,3.5,3.4,57.3
Coimbatore Sorting Hub,20,Afternoon,0.85,1.6,1.3,61.2
Chennai Extrusion Center,109,Morning,0.85,7.3,1.5,71.3
Chennai Extrusion Center,85,Afternoon,0.76,4.6,3.5,40.8
Tiruppur Weaving Plant,63,Afternoon,0.73,0.0,3.6,48.9
Salem Compressed Scrap,122,Night,0.77,2.1,1.4,61.4
Tiruppur Weaving Plant,120,Morning,0.96,2.3,2.3,69.4
Salem Compressed Scrap,128,Afternoon,0.74,0.3,1.1,51.4
Chennai Extrusion Center,50,Afternoon,0.82,5.5,0.2,65.1
Tiruppur Weaving Plant,101,Morning,0.77,5.9,0.6,64.8
Salem Compressed Scrap,34,Night,0.72,4.1,0.6,55.0
Chennai Extrusion Center,95,Afternoon,0.75,0.9,3.2,36.0
Tiruppur Weaving Plant,99,Morning,0.78,2.4,2.0,57.0
Tiruppur Weaving Plant,136,Night,0.96,10.0,3.7,68.4
Tiruppur Weaving Plant,75,Night,0.82,8.1,2.0,66.4
Salem Compressed Scrap,112,Afternoon,0.91,5.0,1.9,62.6
Chennai Extrusion Center,53,Afternoon,0.73,6.4,1.4,53.3
Salem Compressed Scrap,133,Morning,0.94,8.2,2.2,70.8
Coimbatore Sorting Hub,83,Morning,0.95,0.5,2.8,65.2
Salem Compressed Scrap,137,Morning,0.71,7.2,0.8,62.5
Tiruppur Weaving Plant,146,Morning,0.94,2.2,1.9,82.0
Tiruppur Weaving Plant,58,Night,0.89,4.8,0.7,70.6
Salem Compressed Scrap,133,Night,0.81,0.4,0.9,68.7
Chennai Extrusion Center,50,Morning,0.87,4.7,2.6,73.8
Salem Compressed Scrap,31,Morning,0.86,9.0,0.6,71.1
Salem Compressed Scrap,52,Morning,0.91,8.7,3.2,60.1
